"","Code","Intervention","WB_Region","Baseline.cost","Adjusted.cost","Incremental.cost","Deaths.avert","DALYS.Baseline","DALYS.Adjusted","DALYS.avert","Gross.benefits","Forgone.surplus","BCR","BCR.without.surplus"
"67",2.7,"Heart failure chronic treatment","LMC",2807343322.78408,5318323720.01491,2510980397.23083,1740475.69068596,374633520.594109,360950573.483629,13682947.1104802,87829247007.4389,0,34.9780695637047,34.9780695637047
"68",5.6,"Trans fat regulations","LMC",626695773.201976,899241394.765044,272545621.563067,204891.342581554,329587510.507756,328019123.536851,1568386.97090492,10075285958.624,23173157.7048351,34.0704975976395,36.9673374345239
"69",5.5,"Salt regulations","LMC",1534747418.16942,1965801228.47698,431053810.307567,309377.683444446,551542484.511229,549208167.027176,2334317.48405361,14992460610.4382,34482659.4040079,32.2046962716516,34.7809490414683
"70",4.3,"Treatment of early-stage breast cancer","LMC",44643899.6496491,143881072.701439,99237173.0517897,33633.5185568349,40464140.3412963,40018964.4832028,445174.721160703,2866767200.70479,0,28.8880377437665,28.8880377437665
"71",1.1,"IDU harm reduction measures","LMC",19841078.8352909,590339331.143867,570498252.308576,17795.054692125,63073896.9114401,60851395.0139769,2222498.54127933,14399206927.8947,0,25.2397038371755,25.2397038371755
"72",2.13,"Epilepsy acute and chronic treatment","LMC",2889682631.79374,3806824436.56792,917141804.774181,33608.6974747462,34563696.9999261,31103309.21842,3460387.78150612,21823022458.9109,0,23.7946000774484,23.7946000774484
"73",2.1,"Depression chronic treatment","LMC",759921270.792741,1365033609.13526,605112338.342514,13573.7502230268,205873274.78224,203914345.048628,1958928.18243133,12506434697.0386,0,20.6679551953865,20.6679551953865
"74",1.2,"Pulmonary rehabilitation","LMC",310642516.68352,574267669.954179,263625153.270659,88455.571579216,135239858.411805,134509092.58403,730764.985513464,4691544172.93444,0,17.7962691144184,17.7962691144184
"75",2.4,"CVD primary prevention","LMC",19532570385.3385,35891579166.8737,16359008781.5352,4706749.88634079,551542484.511229,516814217.108813,34728267.4024163,223040942486.346,0,13.6341355069201,13.6341355069201
"76",3.2,"Heart failure acute treatment","LMC",25017883685.8393,43433976145.8073,18416092459.968,3793828.83179334,374633520.594109,345240108.210745,29393412.3833644,188384328492.703,0,10.2293322485323,10.2293322485323
"77",3.7,"Management of appendicitis","LMC",69719751.0871118,604728682.546103,535008931.458991,26695.5651464005,4019771.65466584,3481490.72073312,538278.528422148,3422840288.52866,0,6.39772550935633,6.39772550935633
"78",3.1,"Medical management of ACS","LMC",14302476767.213,24643521581.785,10341044814.572,1320553.71075716,329587510.507756,319728990.071458,9858520.4362982,63335385238.8543,0,6.12466016486128,6.12466016486128
"79",3.4,"Asthma/COPD acute treatment","LMC",20467665637.4916,36684746385.584,16217080748.0925,1510032.42546378,181652950.805426,167443096.378495,14209854.4269313,90966338142.4129,0,5.60929180506873,5.60929180506873
"80",2.6,"CVD secondary prevention","LMC",42703672899.03,75741202207.4706,33037529308.4406,3290927.80070406,396688693.181333,372536188.668823,24152504.5125101,155167189394.807,0,4.69669471788146,4.69669471788146
"81",3.9,"Repair of gastrointestinal perforations","LMC",19335636.9200147,189552938.532795,170217301.612781,8494.65884185424,12700544.3560415,12611387.6414582,89151.3614909341,569460771.84429,0,3.34549288731958,3.34549288731958
"82",3.3,"Cervical cancer screening and treatment","LMC",3193775785.53209,10368747461.894,7174971676.3619,246184.361065753,22950195.0658827,19671750.9408147,3278444.125068,21049083939.3521,0,2.93368181629187,2.93368181629187
"83",4.4,"Treatment of early-stage colorectal cancer","LMC",333377881.542813,1110376829.04272,776998947.49991,29302.3226256712,23256699.62451,22965953.6911524,290743.037679688,1875014500.57372,0,2.41314934416167,2.41314934416167
"84",3.6,"Management of bowel obstruction","LMC",1046698288.61768,8305524653.11349,7258826364.49581,180752.56723869,19420603.321185,16899779.6647014,2520823.65648364,16167920100.9347,0,2.22734630766411,2.22734630766411
"85",2.9,"Alcohol use screening/brief intervention","LMC",152017213.240519,6062201191.64828,5910183978.40776,42369.7376862664,86041621.6929685,84592609.1235326,1449012.56943587,9292020197.01921,0,1.57220489767605,1.57220489767605
"86",4.2,"Management of acute ventilatory failure","LMC",738820279.653946,1362616522.18139,623796242.527445,16572.3889023755,181652950.805426,181508017.258464,144927.048494321,929831173.417966,0,1.49060079241669,1.49060079241669
"87",2.12,"Schizophrenia chronic treatment","LMC",7185940917.60336,10879294673.3961,3693353755.7927,106.022212246909,20990823.5080654,20363014.7604035,627808.747661847,3920439160.27886,0,1.06148487783766,1.06148487783766
"88",2.14,"Asthma/COPD chronic treatment","LMC",8422899234.06899,15699061597.0513,7276162362.98236,90142.6573680751,46413092.393621,45304250.6595998,1108841.73402126,7095194850.28355,0,0.975128714331681,0.975128714331681
"89",4.1,"PCI for ACS","LMC",10373885511.4088,18049756226.5627,7675870715.15387,109323.978523887,329587510.507756,328596593.129791,990916.57244748,6365737358.49147,0,0.829317949027475,0.829317949027475
"90",3.8,"Repair of hernias","LMC",3437241390.73246,36364177821.8437,32926936431.1113,119277.448802451,25436167.4048183,21643561.1820008,3792606.2228175,24231255741.5762,0,0.735909816337516,0.735909816337516
"91",2.11,"Bipolar disorder chronic treatment","LMC",1366854146.39709,12740242881.8697,11373388735.4726,410.705967403945,22776469.9384012,21531767.354606,1244702.58379514,7773220789.01118,0,0.68345688077707,0.68345688077707
"92",2.3,"Diabetes screening and treatment","LMC",123724027222.574,223681715008.845,99957687786.2702,532279.734600544,506016108.164352,499121248.212357,6894859.95199573,44378342083.7325,0,0.443971274912065,0.443971274912065
