"","Code","Intervention package","wb2021","Incremental cost (billions)","DALY.ave (millions)","benefit (billions)","BCR","Intervention"
"79",2.6,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",8.52314096477745,6.50027044350719,37.8515169738423,4.44102909130175,"CVD secondary prevention"
"80",3.9,"First-level hospital surgical package","LMIC",0.0276925886375379,0.0156673327766529,0.090611975952304,3.27206593570229,"Repair of gastrointestinal perforations"
"81",3.7,"First-level hospital surgical package","LMIC",0.179818249833804,0.0965471308388025,0.554601950493706,3.08423617183625,"Management of appendicitis"
"82",3.3,"First-level hospital surgical package","LMIC",1.37656761728263,0.638704299748619,3.71938478869179,2.70192669215474,"Cervical cancer screening and treatment"
"83",4.4,"Referral hospital NCDs package","LMIC",0.145068730838674,0.0555728177279217,0.325630448551144,2.2446632480246,"Treatment of early-stage colorectal cancer"
"84",3.6,"First-level hospital surgical package","LMIC",1.20216974907506,0.43332782712703,2.51943235488756,2.09573760845836,"Management of bowel obstruction"
"85",2.9,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",0.928257051075698,0.24011455150954,1.39601709312992,1.50391218845271,"Alcohol use screening/brief intervention"
"86",4.2,"Referral hospital NCDs package","LMIC",0.156625038640567,0.0382236120966873,0.222288801057456,1.41924179548059,"Management of acute ventilatory failure"
"87",2.12,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",1.17299144097919,0.259251837308291,1.43424829238043,1.22272698868387,"Schizophrenia chronic treatment"
"88",2.14,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",1.82360574150475,0.295745661769059,1.7141767308498,0.939993054329466,"Asthma/COPD chronic treatment"
"89",4.1,"Referral hospital NCDs package","LMIC",2.01740984789074,0.262969142139849,1.53172784438998,0.75925466805441,"PCI for ACS"
"90",3.8,"First-level hospital surgical package","LMIC",5.35783029694367,0.658921192397733,3.80956202961757,0.711027005052905,"Repair of hernias"
"91",2.11,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",1.87543859944415,0.14313827495525,0.794492476444396,0.423630225313626,"Bipolar disorder chronic treatment"
"92",2.3,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",25.5068589801669,1.77761753827312,10.3833265259099,0.407079779363802,"Diabetes screening and treatment"
