"","Code","Intervention package","wb2021","Incremental cost (billions)","Adjusted cost (billions)","DALY.ave (millions)","benefit (billions)","BCR","Intervention"
"27",2.3,"Outpatient cardiometabolic and 
respiratory disease package","LIC",1.53621398578439,1.53621398578439,0.493491880125096,0.658232203990772,0.428476898454142,"Diabetes screening and treatment"
"28",2.14,"Outpatient cardiometabolic and 
respiratory disease package","LIC",0.399253566771969,0.399253566771969,0.124669956902424,0.164952213364123,0.413151508445595,"Asthma/COPD chronic treatment"
"29",2.11,"Outpatient mental, neurological, and 
substance use disorder package","LIC",0.268874860429131,0.268874860429131,0.0854977217374472,0.109450713657372,0.407069346247864,"Bipolar disorder chronic treatment"
"30",4.2,"Referral hospital NCDs package","LIC",0.0313647056686682,0.0313647056686682,0.00753171000554088,0.00999854571113849,0.318783342549474,"Management of acute ventilatory failure"
"31",5.4,"Alcohol regulations","LIC+LMIC",0.00206748469355157,0.00206748469355157,0.279583976807965,1.50132154199385,726.15847975873,"Alcohol regulations"
"32",5.2,"Alcohol tax","LIC+LMIC",0.00158903998001557,0.00158903998001557,0.143109221421229,0.796248445448826,501.087735653464,"Alcohol tax"
"33",5.3,"Tobacco regulations","LIC+LMIC",0.0110788548011474,0.0110788548011474,0.766376217300731,4.45840436591985,402.424659041302,"Tobacco regulations"
"34",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.0687810156684095,0.0687810156684095,3.26568667834897,16.2146206374799,235.742675212154,"Epilepsy acute and chronic treatment"
"35",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.00464129080983004,0.00464129080983004,0.0613430432542616,0.338566817717865,72.9466934071005,"Aspirin for suspected ACS"
"36",5.6,"Trans fat regulations","LIC+LMIC",0.0733599367773571,0.110039905166036,0.951772109212112,5.46781965144237,49.689425333402,"Trans fat regulations"
"37",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.899295964832728,0.899295964832728,8.08645701959947,43.1357923412571,47.9661802433201,"Heart failure chronic treatment"
"38",4.3,"Referral hospital NCDs package","LIC+LMIC",0.0261089483428489,0.0261089483428489,0.200550862319055,1.02801573705354,39.3740767936795,"Treatment of early-stage breast cancer"
"39",5.5,"Sodium regulations","LIC+LMIC",0.0850866833283383,0.127630024992507,0.660070397055118,3.69425646047233,28.9450422084396,"Sodium regulations"
"40",1.2,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",0.088877110329638,0.088877110329638,0.392459686134534,2.19718977572659,24.7216608143243,"Pulmonary rehabilitation"
"41",2.4,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",5.92763342025082,5.92763342025082,19.7838848768044,107.603820422796,18.1529141217109,"CVD primary prevention"
"42",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",7.02471993518676,7.02471993518676,17.7052697515509,95.1649109627504,13.547146625173,"Heart failure acute treatment"
"43",2.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.242489583345479,0.242489583345479,0.572109879858608,2.80531669905612,11.5688132263369,"Depression chronic treatment"
"44",5.1,"Tobacco tax","LIC+LMIC",1.10532785476224,1.10532785476224,1.85281253566256,10.683505580325,9.66546308798398,"Tobacco tax"
"45",3.1,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",3.86334621477333,3.86334621477333,5.50738586850958,30.4173880461844,7.87332699561565,"Medical management of ACS"
"46",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","LIC+LMIC",6.12678020703319,6.12678020703319,8.19533808543978,44.6479908561973,7.28734985546633,"Asthma/COPD acute treatment"
"47",1.1,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",0.129065299659755,0.129065299659755,0.162470648980066,0.882263957932969,6.83579521574596,"IDU harm reduction measures"
"48",2.6,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",12.035513176305,12.035513176305,13.7098951644329,75.428075391726,6.26712582062772,"CVD secondary prevention"
"49",3.9,"First-level hospital surgical package","LIC+LMIC",0.0385982591651805,0.0385982591651805,0.0364636942349174,0.184149982330615,4.77094009713103,"Repair of gastrointestinal perforations"
"50",3.7,"First-level hospital surgical package","LIC+LMIC",0.264676697918471,0.264676697918471,0.235944393332981,1.13644776547522,4.29372050661325,"Management of appendicitis"
"51",3.3,"First-level hospital surgical package","LIC+LMIC",1.96820144417799,1.96820144417799,1.62483696038293,7.78300167828966,3.95437250659075,"Cervical cancer screening and treatment"
"52",4.4,"Referral hospital NCDs package","LIC+LMIC",0.202742944699694,0.202742944699694,0.122501913400522,0.658840611257729,3.24963520794085,"Treatment of early-stage colorectal cancer"
"53",3.6,"First-level hospital surgical package","LIC+LMIC",1.67646580754913,1.67646580754913,1.05527087524804,5.20265025143226,3.10334408730838,"Management of bowel obstruction"
"54",2.9,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",1.40408687181234,1.40408687181234,0.53612835127133,2.81758899335057,2.00670560341735,"Alcohol use screening/brief intervention"
"55",4.2,"Referral hospital NCDs package","LIC+LMIC",0.23671623387522,0.23671623387522,0.0804684199334976,0.442198622896746,1.86805364236169,"Management of acute ventilatory failure"
"56",2.12,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",1.6228627554099,1.6228627554099,0.553870059065119,2.78455832242338,1.71583106035363,"Schizophrenia chronic treatment"
"57",2.14,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",2.78544300908572,2.78544300908572,0.687236493337411,3.48726658984915,1.25196120634103,"Asthma/COPD chronic treatment"
"58",4.1,"Referral hospital NCDs package","LIC+LMIC",2.65175556873723,2.65175556873723,0.502571893203131,2.9828918006974,1.12487434206383,"PCI for ACS"
"59",3.8,"First-level hospital surgical package","LIC+LMIC",7.52679703913181,7.52679703913181,1.53742514687284,7.74489216464125,1.02897582123918,"Repair of hernias"
"60",2.3,"Outpatient cardiometabolic and 
respiratory disease package","LIC+LMIC",34.9967386031189,34.9967386031189,3.89999749116043,20.9344375383209,0.598182527112832,"Diabetes screening and treatment"
"61",2.11,"Outpatient mental, neurological, and 
substance use disorder package","LIC+LMIC",2.72065201156575,2.72065201156575,0.347239216091373,1.59872908313449,0.587627185078481,"Bipolar disorder chronic treatment"
"62",5.4,"Alcohol regulations","LMIC",0.00192437658799223,0.00192437658799223,0.241984823597353,1.45098243646911,754.001293469786,"Alcohol regulations"
"63",5.2,"Alcohol tax","LMIC",0.001510347207803,0.001510347207803,0.129847139282343,0.778503001531452,515.446380480877,"Alcohol tax"
"64",5.3,"Tobacco regulations","LMIC",0.0103199994216178,0.0103199994216178,0.712143155871241,4.38340759758592,424.748822020649,"Tobacco regulations"
"65",2.13,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",0.0614411316957377,0.0614411316957377,2.67765184562097,15.4512975500768,251.481330561961,"Epilepsy acute and chronic treatment"
"66",2.5,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",0.00443498053969544,0.00443498053969544,0.0557712962092605,0.331143842227537,74.6663574425238,"Aspirin for suspected ACS"
"67",5.6,"Trans fat regulations","LMIC",0.0683573741791222,0.102536061268683,0.912544638647501,5.41557422330395,52.8162887894933,"Trans fat regulations"
"68",2.7,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",0.800667653134668,0.800667653134668,7.02713264799648,41.7255118169739,52.1133976795687,"Heart failure chronic treatment"
"69",4.3,"Referral hospital NCDs package","LMIC",0.0247361082718832,0.0247361082718832,0.164372627157308,0.979379241911939,39.5931013539898,"Treatment of early-stage breast cancer"
"70",5.5,"Sodium regulations","LMIC",0.0751034208868895,0.112655131330334,0.61224893457211,3.63072350333706,32.2286562579279,"Sodium regulations"
"71",1.2,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",0.0862030320777448,0.0862030320777448,0.364022096040494,2.15937299041098,25.0498496208751,"Pulmonary rehabilitation"
"72",2.4,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",5.42854175548379,5.42854175548379,17.6721341031465,104.795134769406,19.3044724512885,"CVD primary prevention"
"73",5.1,"Tobacco tax","LMIC",0.706982916811852,0.706982916811852,1.70149271746729,10.4744233953331,14.8156668941417,"Tobacco tax"
"74",3.2,"First-level hospital cardiometabolic 
and respiratory disease package","LMIC",6.3865037378518,6.3865037378518,15.5376351449865,92.2792197730797,14.4490982172539,"Heart failure acute treatment"
"75",2.1,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",0.20490550309507,0.20490550309507,0.448218113897803,2.64107056682442,12.8892124756603,"Depression chronic treatment"
"76",3.1,"First-level hospital cardiometabolic 
and respiratory disease package","LMIC",3.61661099320765,3.61661099320765,5.01402473634753,29.7600988423505,8.22872542782257,"Medical management of ACS"
"77",3.4,"First-level hospital cardiometabolic 
and respiratory disease package","LMIC",5.49895218823308,5.49895218823308,7.3549422481716,43.5333903805539,7.91667010193482,"Asthma/COPD acute treatment"
"78",1.1,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",0.118457734967921,0.118457734967921,0.142293764007732,0.855103952115234,7.21864175730528,"IDU harm reduction measures"
"79",2.6,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",11.2314283814099,11.2314283814099,12.4230659057935,73.7143770349287,6.56322370865488,"CVD secondary prevention"
"80",3.9,"First-level hospital surgical package","LMIC",0.0362793659411505,0.0362793659411505,0.0297404448566429,0.175245424992211,4.83044343378217,"Repair of gastrointestinal perforations"
"81",3.7,"First-level hospital surgical package","LMIC",0.234415994730075,0.234415994730075,0.181851696578737,1.06531193483136,4.54453603329434,"Management of appendicitis"
"82",3.3,"First-level hospital surgical package","LMIC",1.79997494751467,1.79997494751467,1.22038968759089,7.2415168486793,4.02312090992048,"Cervical cancer screening and treatment"
"83",4.4,"Referral hospital NCDs package","LMIC",0.190591324359792,0.190591324359792,0.106811632953309,0.637773770683627,3.3462896216601,"Treatment of early-stage colorectal cancer"
"84",3.6,"First-level hospital surgical package","LMIC",1.57418720232642,1.57418720232642,0.826722378478539,4.89794546604849,3.11141232682493,"Management of bowel obstruction"
"85",2.9,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",1.21345252632131,1.21345252632131,0.458081234017553,2.71373516909873,2.2363752270768,"Alcohol use screening/brief intervention"
"86",4.2,"Referral hospital NCDs package","LMIC",0.205351528206552,0.205351528206552,0.0729367099279567,0.432200077185608,2.10468400678704,"Management of acute ventilatory failure"
"87",2.12,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",1.53296443842139,1.53296443842139,0.472676003932301,2.68073817740547,1.74872822240158,"Schizophrenia chronic treatment"
"88",2.14,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",2.38618944231375,2.38618944231375,0.562566536434987,3.32231437648503,1.39230956166815,"Asthma/COPD chronic treatment"
"89",4.1,"Referral hospital NCDs package","LMIC",2.65175556873723,2.65175556873723,0.502571893203131,2.9828918006974,1.12487434206383,"PCI for ACS"
"90",3.8,"First-level hospital surgical package","LMIC",7.01205325502288,7.01205325502288,1.24777329407472,7.36144255779702,1.04982696081549,"Repair of hernias"
"91",2.11,"Outpatient mental, neurological, and 
substance use disorder package","LMIC",2.45177715113662,2.45177715113662,0.261741494353926,1.48927836947712,0.607428113434658,"Bipolar disorder chronic treatment"
"92",2.3,"Outpatient cardiometabolic and 
respiratory disease package","LMIC",33.4605246173346,33.4605246173346,3.40650561103533,20.2762053343301,0.605973921993615,"Diabetes screening and treatment"
