"","Code","Intervention package","location_name","Incremental cost (billions)","DALY.ave (millions)","benefit (billions)","BCR","Intervention"
"17",5.1,"Tobacco tax","Nigeria",0.000106366504449753,0.106095231700995,0.0653717278661796,614.589416135801,"Tobacco tax"
"18",5.1,"Tobacco tax","Nicaragua",2.91767383033851e-06,0.00288995878215057,0.00178470398340593,611.687284866543,"Tobacco tax"
"19",5.1,"Tobacco tax","Mauritania",1.97687412009302e-06,0.0018559562422341,0.00114860242410552,581.019505709081,"Tobacco tax"
"20",5.1,"Tobacco tax","Mongolia",2.90967447712523e-06,0.0026639543809642,0.00164056710462879,563.831836697305,"Tobacco tax"
"21",5.1,"Tobacco tax","Ghana",1.74006902558289e-05,0.0154632886491307,0.00953372829342816,547.893684288445,"Tobacco tax"
"22",5.1,"Tobacco tax","Benin",4.02925168918032e-06,0.00316211757049011,0.00195080245688128,484.159989836261,"Tobacco tax"
"23",5.1,"Tobacco tax","Honduras",5.31166835719574e-06,0.0041382388838816,0.00255686974598565,481.368484258218,"Tobacco tax"
"24",5.1,"Tobacco tax","Pakistan",7.02978630870127e-05,0.0545523885057601,0.0336167708419172,478.204732913535,"Tobacco tax"
"25",5.1,"Tobacco tax","Cape Verde",4.49126139559004e-07,0.000343139086719341,0.000211992138533706,472.010243585156,"Tobacco tax"
"26",5.1,"Tobacco tax","Papua New Guinea",5.91064686538291e-06,0.00441946816952407,0.00272717992237449,461.401261907028,"Tobacco tax"
"27",5.1,"Tobacco tax","Sierra Leone",9.80068727510855e-07,0.00315947976048013,0.000438814310385934,447.738304537499,"Tobacco tax"
"28",5.1,"Tobacco tax","Zambia",5.77608760963261e-06,0.00414171332399766,0.00254860036784494,441.232983307717,"Tobacco tax"
"29",5.1,"Tobacco tax","Somalia",1.30251365267488e-06,0.00398350293706956,0.000551907485054379,423.724913685907,"Tobacco tax"
"30",5.4,"Alcohol regulations","Haiti",4.7168162184878e-06,0.0029691752228701,0.00182108322373768,386.083141547863,"Alcohol regulations"
"31",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Lesotho",6.08164386318512e-05,0.00376529908681155,0.0218369936516411,359.063998861065,"Epilepsy acute and chronic treatment"
"32",5.1,"Tobacco tax","Afghanistan",4.94714954348136e-06,0.0128288983676293,0.0017709514014957,357.974099212183,"Tobacco tax"
"33",5.1,"Tobacco tax","Congo",2.33093962814377e-06,0.00134535707416741,0.000827276492616019,354.911162274424,"Tobacco tax"
"34",5.1,"Tobacco tax","Solomon Islands",4.05264894657719e-07,0.000230422324372708,0.000141923392498664,350.199078107988,"Tobacco tax"
"35",5.1,"Tobacco tax","Iran",0.000109397393213322,0.0618556841587103,0.0380095257200184,347.444528645219,"Tobacco tax"
"36",5.1,"Tobacco tax","Bolivia",8.99226837622112e-06,0.00501355884233771,0.00307973758447219,342.487285256761,"Tobacco tax"
"37",5.1,"Tobacco tax","Algeria",3.80540909432658e-05,0.0205840501170897,0.0126631121136376,332.766117906135,"Tobacco tax"
"38",5.1,"Tobacco tax","Comoros",3.1750167926189e-07,0.000159079674170828,9.80393023839681e-05,308.783571198377,"Tobacco tax"
"39",5.1,"Tobacco tax","Vanuatu",2.1764767695622e-07,0.000108108905023542,6.65945535305106e-05,305.974106693113,"Tobacco tax"
"40",5.1,"Tobacco tax","Burundi",8.49911319855667e-07,0.00181365542638878,0.000251341162697677,295.726338531836,"Tobacco tax"
"41",5.1,"Tobacco tax","Belize",3.89093698359813e-07,0.000181755822405569,0.000112110383539179,288.132097774314,"Tobacco tax"
"42",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Haiti",0.00154531055058274,0.0700422232712473,0.427876726433746,276.887209676006,"Heart failure chronic treatment"
"43",5.1,"Tobacco tax","Kenya",2.39899851442693e-05,0.0105067244870197,0.0064991990630312,270.913009072193,"Tobacco tax"
"44",5.1,"Tobacco tax","Cote d'Ivoire",1.55546021665923e-05,0.00672061548474805,0.00413899061623297,266.094276915842,"Tobacco tax"
"45",5.1,"Tobacco tax","Indonesia",0.000249455037500148,0.100415478376433,0.0617335202625483,247.473536238015,"Tobacco tax"
"46",5.2,"Alcohol tax","Haiti",3.36914219899761e-06,0.00135212155975945,0.000829295791831387,246.144491045264,"Alcohol tax"
"47",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Mauritania",0.000243960060359242,0.0102788921628319,0.0598106794602197,245.165865970625,"Epilepsy acute and chronic treatment"
"48",5.1,"Tobacco tax","Tanzania",1.70445694191783e-05,0.00674667622196189,0.00415889817830785,244.001363485799,"Tobacco tax"
"49",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Haiti",7.01791291520961e-06,0.00027351052045081,0.00165441637612093,235.741935830436,"Aspirin for suspected ACS"
"50",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Cameroon",0.00134581591509054,0.0546495071329388,0.316382071815049,235.085696541019,"Epilepsy acute and chronic treatment"
"51",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Tajikistan",4.77618157946017e-06,0.00018687281478938,0.00111260028316491,232.947651728657,"Aspirin for suspected ACS"
"52",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Nigeria",0.0129301762559829,0.506010329005692,2.94024872618915,227.394326881559,"Epilepsy acute and chronic treatment"
"53",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Cote d'Ivoire",0.00167937992672403,0.0630613787924429,0.367434822097455,218.79195782351,"Epilepsy acute and chronic treatment"
"54",5.1,"Tobacco tax","Senegal",6.21262580701859e-06,0.00213926880126022,0.00131791333718543,212.134671896149,"Tobacco tax"
"55",5.1,"Tobacco tax","Djibouti",7.9201416339771e-07,0.000270665403708143,0.000167031534988843,210.894631318566,"Tobacco tax"
"56",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Benin",0.000487738754834335,0.0175728127055744,0.102367576958064,209.881982810314,"Epilepsy acute and chronic treatment"
"57",4.3,"Referral hospital NCDs package","Cote d'Ivoire",7.23991632618257e-05,0.00241112760712621,0.0145848046375408,201.449906054798,"Treatment of early-stage breast cancer"
"58",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Philippines",0.00532658396568561,0.181506518375732,1.05208234420305,197.5153965432,"Epilepsy acute and chronic treatment"
"59",5.1,"Tobacco tax","Philippines",8.99564238572048e-05,0.0283415948844364,0.0174532127674789,194.018526071955,"Tobacco tax"
"60",5.1,"Tobacco tax","Liberia",6.86572780219578e-07,0.000951149220276151,0.000132405621243602,192.850088232825,"Tobacco tax"
"61",5.1,"Tobacco tax","Mozambique",3.79123916799755e-06,0.00512678776290135,0.000707533205563266,186.623205292788,"Tobacco tax"
"62",5.1,"Tobacco tax","Sri Lanka",1.8067377633805e-05,0.00533208782244432,0.003279750748289,181.52887567659,"Tobacco tax"
"63",4.3,"Referral hospital NCDs package","Benin",2.65378657619738e-05,0.00079830104673616,0.00477066862825423,179.768360841215,"Treatment of early-stage breast cancer"
"64",4.3,"Referral hospital NCDs package","Cameroon",8.60594749416255e-05,0.00256128595772875,0.0153965218021681,178.905597699866,"Treatment of early-stage breast cancer"
"65",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Nicaragua",0.000314701048633039,0.00947310217674429,0.0559087616550375,177.6567377131,"Epilepsy acute and chronic treatment"
"66",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Uzbekistan",3.29529244382073e-05,0.000965080169786219,0.00572306349494999,173.673917945637,"Aspirin for suspected ACS"
"67",5.1,"Tobacco tax","Togo",1.9478818131957e-06,0.00238725504204519,0.000330409613005246,169.625082367382,"Tobacco tax"
"68",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Comoros",3.48529547957157e-05,0.00100461589639034,0.00579380704013992,166.235748851117,"Epilepsy acute and chronic treatment"
"69",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Cambodia",0.000398944146313379,0.0114932830044483,0.0658695148744421,165.109616178452,"Epilepsy acute and chronic treatment"
"70",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Kyrgyzstan",0.000228334820554158,0.00642611183762474,0.037309280064339,163.397242583462,"Epilepsy acute and chronic treatment"
"71",5.1,"Tobacco tax","Chad",2.86079835582397e-06,0.00335576315074732,0.000464485730293531,162.362275323578,"Tobacco tax"
"72",5.1,"Tobacco tax","Guinea-Bissau",3.82043482433991e-07,0.000441221647207696,6.10022140969693e-05,159.67348456863,"Tobacco tax"
"73",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Kyrgyzstan",0.000641183532245707,0.0170359330415804,0.100919645218714,157.395878314667,"Heart failure chronic treatment"
"74",5.1,"Tobacco tax","Niger",3.62277988272478e-06,0.00410273386920374,0.000568143269732844,156.825224861724,"Tobacco tax"
"75",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Pakistan",0.000134252973884611,0.00350675027996888,0.0208598632147159,155.377289687786,"Aspirin for suspected ACS"
"76",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Kyrgyzstan",4.40188122371197e-06,0.000113667552200505,0.000672568614376522,152.79117727065,"Aspirin for suspected ACS"
"77",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Lesotho",0.000282067721294232,0.00719008175144189,0.0425415059608865,150.820185187054,"Heart failure chronic treatment"
"78",5.1,"Tobacco tax","Swaziland",1.0931871018574e-06,0.000266399067874689,0.000163116678414026,149.212040772233,"Tobacco tax"
"79",5.1,"Tobacco tax","El Salvador",5.42063923173306e-06,0.00130871420852116,0.000804211588319575,148.361024214935,"Tobacco tax"
"80",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Nepal",0.00139358859229316,0.0347520145883236,0.206609365514437,148.257072895853,"Heart failure chronic treatment"
"81",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Pakistan",0.00742382698949056,0.189557032068918,1.09773479676023,147.86643038883,"Epilepsy acute and chronic treatment"
"82",5.4,"Alcohol regulations","Lesotho",7.76388813888771e-07,0.000193935955672238,0.000114767423205928,147.822097836626,"Alcohol regulations"
"83",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Pakistan",0.0169123965202326,0.409392686771835,2.43340758715252,143.883073238107,"Heart failure chronic treatment"
"84",5.4,"Alcohol regulations","Vietnam",8.43512990955249e-05,0.0202346436197356,0.0121174562759188,143.654649138198,"Alcohol regulations"
"85",1.1,"Outpatient mental, neurological, and 
substance use disorder package","Haiti",0.000110572862592513,0.00246151438204851,0.0156552354712012,141.582980707431,"IDU harm reduction measures"
"86",5.4,"Alcohol regulations","Mongolia",4.07347789062499e-06,0.000955135921858627,0.000573517034919617,140.792966187334,"Alcohol regulations"
"87",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Timor-Leste",3.88864084828825e-05,0.000947154161203892,0.00543760146251122,139.832956414702,"Epilepsy acute and chronic treatment"
"88",5.2,"Alcohol tax","Myanmar",1.59890148796333e-05,0.00370190532899164,0.00221371606810823,138.452311463419,"Alcohol tax"
"89",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Angola",0.00281749293760716,0.0680574028834555,0.38967672461418,138.306193926124,"Epilepsy acute and chronic treatment"
"90",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Tajikistan",0.000352005249659699,0.00845473232719276,0.0485739588502589,137.992143291095,"Epilepsy acute and chronic treatment"
"91",5.1,"Tobacco tax","Democratic Republic of the Congo",1.16823804963485e-05,0.0116138915480688,0.00161048817482156,137.856165130467,"Tobacco tax"
"92",5.1,"Tobacco tax","South Sudan",1.88594992909309e-06,0.00186063634425146,0.000257975896057781,136.788306029861,"Tobacco tax"
"93",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Ukraine",0.0123047864565541,0.286018035529775,1.67780337535255,136.353717415296,"Heart failure chronic treatment"
"94",4.3,"Referral hospital NCDs package","Chad",1.76203897904609e-05,0.00176888743075428,0.00237389725065831,134.724445877098,"Treatment of early-stage breast cancer"
"95",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Myanmar",0.00146041749283706,0.0336944642234398,0.19311639779376,132.233692585129,"Epilepsy acute and chronic treatment"
"96",5.6,"Trans fat regulations","Pakistan",0.00267645796526919,0.117599291793119,0.349621733914317,130.628516663124,"Trans fat regulations"
"97",5.1,"Tobacco tax","Mali",4.44372932271704e-06,0.00411587291487428,0.000568940504456105,128.032214191713,"Tobacco tax"
"98",5.1,"Tobacco tax","Ethiopia",2.62964730253706e-05,0.0241794672495844,0.00334508412975696,127.206569737685,"Tobacco tax"
"99",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Kenya",0.00272702261315672,0.0597253785470871,0.346042047720741,126.893721398288,"Epilepsy acute and chronic treatment"
"100",5.1,"Tobacco tax","Guinea",3.49604953646506e-06,0.00312051077111751,0.000431938114398045,123.550341576335,"Tobacco tax"
"101",4.3,"Referral hospital NCDs package","Nigeria",0.00099228005032677,0.0202609129019753,0.121330068152654,122.274017413429,"Treatment of early-stage breast cancer"
"102",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Lesotho",1.13989883610963e-06,2.34894963894213e-05,0.000139122771390982,122.048349365628,"Aspirin for suspected ACS"
"103",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Bolivia",0.000897285114456274,0.0188316762600635,0.10846384206694,120.880019426897,"Epilepsy acute and chronic treatment"
"104",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Tajikistan",0.00105329080620037,0.0213567013324775,0.126974354228368,120.550140076143,"Heart failure chronic treatment"
"105",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Zimbabwe",0.000400343977675966,0.00827859141788262,0.0481436791030215,120.255784494374,"Epilepsy acute and chronic treatment"
"106",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Somalia",0.000167092214678407,0.0150464314053826,0.0196825570409786,117.794578753178,"Epilepsy acute and chronic treatment"
"107",2.7,"Outpatient cardiometabolic and 
respiratory disease package","India",0.149786715608103,2.94523268564636,17.4755368866844,116.669471092529,"Heart failure chronic treatment"
"108",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Sudan",0.00065349825822044,0.0582383508265172,0.0752696790769712,115.179616977007,"Epilepsy acute and chronic treatment"
"109",5.4,"Alcohol regulations","Cambodia",8.36709062660919e-06,0.00158463742724826,0.000951899788981885,113.767118280593,"Alcohol regulations"
"110",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Nepal",0.000908113664753392,0.0178340293770116,0.103103730859563,113.536151763075,"Epilepsy acute and chronic treatment"
"111",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Laos",0.000278673879316083,0.00538370077766063,0.0307474942390329,110.335042216705,"Epilepsy acute and chronic treatment"
"112",5.1,"Tobacco tax","Burkina Faso",4.32776253706998e-06,0.00344317829140194,0.000476901399291747,110.195833345011,"Tobacco tax"
"113",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Zambia",0.000825975241848611,0.0158707928792171,0.090928189962333,110.085854097548,"Epilepsy acute and chronic treatment"
"114",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Burundi",0.000159146596593203,0.0134337131156057,0.017456119444609,109.685785422285,"Epilepsy acute and chronic treatment"
"115",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Tanzania",0.00192522015818705,0.0360414003291695,0.209107071003165,108.614627846032,"Epilepsy acute and chronic treatment"
"116",5.4,"Alcohol regulations","Ukraine",4.63618472279475e-05,0.00833072597469104,0.00498770188906897,107.582035386682,"Alcohol regulations"
"117",5.3,"Tobacco regulations","Myanmar",9.23407347254159e-05,0.0159489581009016,0.00980824538622459,106.217969949994,"Tobacco regulations"
"118",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Senegal",0.000722460649062269,0.0132540084730676,0.0767227686467303,106.196467235017,"Epilepsy acute and chronic treatment"
"119",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Zimbabwe",6.09183435591052e-06,0.000109145270883639,0.000646550105366619,106.133894586171,"Aspirin for suspected ACS"
"120",2.5,"Outpatient cardiometabolic and 
respiratory disease package","India",0.00160466115045813,0.0286543774480741,0.170173541505908,106.049517966658,"Aspirin for suspected ACS"
"121",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Mongolia",0.000552170392237292,0.00977977126967479,0.0580154049460485,105.067938740759,"Heart failure chronic treatment"
"122",5.4,"Alcohol regulations","Burundi",1.18987393412364e-06,0.000924511665289934,0.000124610381763515,104.725700925025,"Alcohol regulations"
"123",5.4,"Alcohol regulations","Philippines",0.000125934404785568,0.0214990094592357,0.0128995799994388,102.430944279312,"Alcohol regulations"
"124",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Bhutan",8.00027034747965e-05,0.00137214593949876,0.00814721282774752,101.836718934307,"Heart failure chronic treatment"
"125",5.1,"Tobacco tax","Syria",1.08652112917447e-05,0.00788174194752984,0.00109550960284397,100.827270950205,"Tobacco tax"
"126",2.13,"Outpatient mental, neurological, and 
substance use disorder package","India",0.0475491913280891,0.83029325023072,4.76702924919945,100.254686064101,"Epilepsy acute and chronic treatment"
"127",5.4,"Alcohol regulations","Benin",5.64092737904385e-06,0.000935513205892885,0.00055751628076916,98.8341531997634,"Alcohol regulations"
"128",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Egypt",0.000150493532538224,0.00250491868179246,0.0148466376009537,98.6529942553033,"Aspirin for suspected ACS"
"129",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Bangladesh",0.00462655745326909,0.0789152865677778,0.4554380653493,98.439945888382,"Epilepsy acute and chronic treatment"
"130",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Sierra Leone",0.000142809521337282,0.010688523188749,0.0140554562905753,98.4210027381836,"Epilepsy acute and chronic treatment"
"131",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Bangladesh",0.0170435541898132,0.281198071151333,1.6772794944247,98.4113686467575,"Heart failure chronic treatment"
"132",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Afghanistan",7.28678923007853e-06,0.000536194743479186,0.000711853611976487,97.6909842593067,"Aspirin for suspected ACS"
"133",5.6,"Trans fat regulations","Egypt",0.00269227754984254,0.0878738101869387,0.260213096659461,96.651660849261,"Trans fat regulations"
"134",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Nepal",1.93780025262166e-05,0.000313311825366613,0.00186266787948097,96.1228009419936,"Aspirin for suspected ACS"
"135",5.4,"Alcohol regulations","Tajikistan",3.56020806753897e-06,0.000572914996714235,0.000341921024159073,96.0396183797848,"Alcohol regulations"
"136",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Ukraine",0.000134706411408303,0.00219717694623857,0.0129018344856648,95.7774344278135,"Aspirin for suspected ACS"
"137",4.3,"Referral hospital NCDs package","Somalia",1.20991232534614e-05,0.000857415994636423,0.00114654550785462,94.7626934477758,"Treatment of early-stage breast cancer"
"138",5.4,"Alcohol regulations","Sierra Leone",1.37208715813159e-06,0.000964950422997751,0.000129610344728427,94.4621804528231,"Alcohol regulations"
"139",5.2,"Alcohol tax","Lesotho",5.5456248548589e-07,8.83159968582273e-05,5.22636200857994e-05,94.2429779396414,"Alcohol tax"
"140",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Sudan",1.20618895731461e-05,0.000848803407608309,0.00113075529188523,93.746115401577,"Aspirin for suspected ACS"
"141",5.2,"Alcohol tax","Vietnam",6.02517191179819e-05,0.0093911252540563,0.00562530077611929,93.363324042325,"Alcohol tax"
"142",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Nicaragua",0.00112788326490668,0.0174300945983705,0.104915755852564,93.0200483657716,"Heart failure chronic treatment"
"143",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Ghana",0.00187105637324143,0.0302072353344846,0.173418525489713,92.6848212431359,"Epilepsy acute and chronic treatment"
"144",2.1,"Outpatient mental, neurological, and 
substance use disorder package","Haiti",0.000619886156997345,0.00926589095199971,0.0574510040285186,92.6799274028064,"Depression chronic treatment"
"145",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Djibouti",8.76030432267793e-05,0.0014124786808047,0.00811827812804422,92.671188454359,"Epilepsy acute and chronic treatment"
"146",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Papua New Guinea",0.00035746370111685,0.00566006693234855,0.0329485330427701,92.1730876165232,"Epilepsy acute and chronic treatment"
"147",5.2,"Alcohol tax","Mongolia",2.90967941923043e-06,0.000446117189792482,0.000268014446204512,92.1113317271898,"Alcohol tax"
"148",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Honduras",0.000693520730458584,0.0110161761102641,0.0638567841010521,92.0762441503766,"Epilepsy acute and chronic treatment"
"149",5.4,"Alcohol regulations","Indonesia",0.000349226118831428,0.0532964252411619,0.0317630444652502,90.9526600459753,"Alcohol regulations"
"150",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Bhutan",4.60585573046744e-05,0.000725811356461753,0.0041683110534067,90.5002522296474,"Epilepsy acute and chronic treatment"
"151",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Zimbabwe",0.00136614434350024,0.0208452645601641,0.123446877142691,90.361518334442,"Heart failure chronic treatment"
"152",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Benin",5.94463044351984e-06,8.81454328378782e-05,0.00052498017322328,88.3116584304335,"Aspirin for suspected ACS"
"153",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Swaziland",0.000120412318474795,0.00180518789609597,0.0105929011785189,87.9719061362994,"Epilepsy acute and chronic treatment"
"154",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Democratic Republic of the Congo",0.0018203532188961,0.122175298464812,0.159082329434354,87.3909128091224,"Epilepsy acute and chronic treatment"
"155",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Congo",0.000370481271012834,0.00564517034480301,0.0321801882606485,86.8604995137088,"Epilepsy acute and chronic treatment"
"156",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Afghanistan",0.000467970263804961,0.0308740296945095,0.0400488857944103,85.5799799516786,"Epilepsy acute and chronic treatment"
"157",4.3,"Referral hospital NCDs package","Niger",1.97240321964642e-05,0.00124953087516287,0.00167655648374561,85.0006969693629,"Treatment of early-stage breast cancer"
"158",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Uzbekistan",0.00168282576394658,0.024936925531669,0.14266864868383,84.7792158525327,"Epilepsy acute and chronic treatment"
"159",5.3,"Tobacco regulations","Lesotho",3.20261354776259e-06,0.000442784404985632,0.000271509451986621,84.7774631367257,"Tobacco regulations"
"160",4.3,"Referral hospital NCDs package","Sierra Leone",1.29044459552381e-05,0.000813876089536912,0.00109291519178938,84.6929186716265,"Treatment of early-stage breast cancer"
"161",4.3,"Referral hospital NCDs package","Kenya",0.000163238553351349,0.00223920901172213,0.0134302559653263,82.2737992318486,"Treatment of early-stage breast cancer"
"162",5.4,"Alcohol regulations","Cameroon",1.43719653349938e-05,0.00195256796153552,0.00116787502553343,81.26063473656,"Alcohol regulations"
"163",5.4,"Alcohol regulations","North Korea",5.48605662562634e-06,0.00333909962251258,0.000443698954667777,80.8775747219197,"Alcohol regulations"
"164",5.4,"Alcohol regulations","Kyrgyzstan",2.6995536515959e-06,0.000364247116319663,0.00021752946650381,80.5797900609284,"Alcohol regulations"
"165",5.4,"Alcohol regulations","Madagascar",4.82542170520841e-06,0.0028544555087849,0.000381228857194982,79.0042571374633,"Alcohol regulations"
"166",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Cameroon",1.45217297535035e-05,0.000189409650121589,0.00112682223858363,77.5955934802999,"Aspirin for suspected ACS"
"167",4.3,"Referral hospital NCDs package","Zimbabwe",5.75032857160808e-05,0.000745026709605806,0.00446143639170966,77.5857646420024,"Treatment of early-stage breast cancer"
"168",1.2,"Outpatient cardiometabolic and 
respiratory disease package","Nepal",0.000505467230012173,0.00656942732473282,0.0389699345855177,77.0968566737338,"Pulmonary rehabilitation"
"169",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Uzbekistan",0.00759389789070506,0.098224768235084,0.582353526138442,76.6870366865538,"Heart failure chronic treatment"
"170",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Myanmar",4.37897336585859e-05,0.000564195370288278,0.00334764601093692,76.4481930179665,"Aspirin for suspected ACS"
"171",2.13,"Outpatient mental, neurological, and 
substance use disorder package","Chad",0.00036122639030491,0.0210906642475797,0.0275074822380258,76.1502563940771,"Epilepsy acute and chronic treatment"
"172",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Bangladesh",0.00019510769056233,0.00243943541390644,0.0145706452256341,74.6800148350853,"Aspirin for suspected ACS"
"173",5.1,"Tobacco tax","Eritrea",5.85784025309508e-07,0.000315129645596976,4.34200634754113e-05,74.1229900430789,"Tobacco tax"
"174",5.2,"Alcohol tax","Cambodia",5.9765282116519e-06,0.000735147705381894,0.000441804146547597,73.9232094121552,"Alcohol tax"
"175",1.1,"Outpatient mental, neurological, and 
substance use disorder package","Nigeria",0.00495075977406187,0.0608271770820325,0.365905080115755,73.9088739536127,"IDU harm reduction measures"
"176",2.7,"Outpatient cardiometabolic and 
respiratory disease package","Cameroon",0.00324268224502567,0.0402689846613944,0.239346438184126,73.8112525676197,"Heart failure chronic treatment"
"177",5.4,"Alcohol regulations","Tanzania",2.38623630698628e-05,0.00293540339208249,0.00175804597336042,73.6744289831361,"Alcohol regulations"
"178",2.5,"Outpatient cardiometabolic and 
respiratory disease package","Solomon Islands",6.84474559391733e-07,8.09481986138883e-06,4.99580731311771e-05,72.9874798788329,"Aspirin for suspected ACS"
