"WB_Region","Intervention","Metric","Base","Pessimistic","Optimistic"
"LIC","Heart failure chronic treatment","DALYS.avert",2603313.90384066,1888397.0562252,3296127.97724492
"LIC","IDU harm reduction measures","BCR",11.9014799511659,8.50102803600809,15.3019551245059
"LIC","IDU harm reduction measures","DALYS.avert",363388.632913277,259562.161955567,467216.02171026
"LIC","Management of acute ventilatory failure","BCR",0.304297553094026,0.21738910123594,0.391179039231707
"LIC","Management of acute ventilatory failure","DALYS.avert",25210.6664420821,18010.2531240509,32408.9722767935
"LIC","Management of appendicitis","BCR",4.39136290333675,3.16241775495024,5.59972397667939
"LIC","Management of appendicitis","DALYS.avert",192711.315282566,138731.553474304,245826.578207365
"LIC","Management of bowel obstruction","BCR",2.88586391129019,2.06132763642472,3.71040316299804
"LIC","Management of bowel obstruction","DALYS.avert",852031.698941591,608581.817961721,1095491.38397376
"LIC","Medical management of ACS","BCR",2.57042173490545,1.83662767460692,3.30372429616309
"LIC","Medical management of ACS","DALYS.avert",1544032.37354158,1102524.26560229,1985826.03950979
"LIC","Pulmonary rehabilitation","BCR",14.055577029596,10.0397307495851,18.0713970012265
"LIC","Pulmonary rehabilitation","DALYS.avert",69884.9608681522,49917.0092504292,89853.5685405649
"LIC","Repair of gastrointestinal perforations","BCR",3.63074653624308,2.59339020596081,4.66810300816833
"LIC","Repair of gastrointestinal perforations","DALYS.avert",24474.8181175725,17481.9951048436,31467.655399544
"LIC","Repair of hernias","BCR",0.70681576441556,0.511367986046963,0.897063656247949
"LIC","Repair of hernias","DALYS.avert",1058353.23609915,765271.656583227,1343990.08706175
"LIC","Salt regulations","BCR",6.18680816182135,4.40100751102235,7.97960243552023
"LIC","Salt regulations","DALYS.avert",227117.000288396,162203.336825693,292049.161415285
"LIC","Schizophrenia chronic treatment","BCR",0.85957942892442,0.614291503818986,1.10462239607336
"LIC","Schizophrenia chronic treatment","DALYS.avert",149548.630067402,106870.418726087,192186.866464286
"LIC","Tobacco regulations","BCR",75.5087272593963,46.4228596477949,105.815784181088
"LIC","Tobacco regulations","DALYS.avert",181082.841915543,129339.916652885,232829.745228142
"LIC","Tobacco tax","BCR",94.3109610266658,56.0372690261666,135.198548705539
"LIC","Tobacco tax","DALYS.avert",768622.854197027,548832.485246538,988560.947893377
"LIC","Trans fat regulations","BCR",10.1668918466,7.21462852447476,13.1371077045942
"LIC","Trans fat regulations","DALYS.avert",165984.259634005,118555.260245057,213417.20087834
"LIC","Treatment of early-stage breast cancer","BCR",35.1734471242924,25.1238572993386,45.2230637533202
"LIC","Treatment of early-stage breast cancer","DALYS.avert",128422.829161443,91729.5671930789,165116.91121898
"LIC","Treatment of early-stage colorectal cancer","BCR",1.70644692315794,1.21887504142109,2.19399966468411
"LIC","Treatment of early-stage colorectal cancer","DALYS.avert",55448.4961381033,39605.119141711,71291.2488165668
"LIC/LMC","Alcohol regulations","BCR",76.2093521767197,46.7933576578237,106.886183721061
"LIC/LMC","Alcohol regulations","DALYS.avert",1170815.51648997,836278.33307549,1505367.47378789
"LIC/LMC","Alcohol tax","BCR",53.3178901921648,34.1790171055929,72.7935208630697
"LIC/LMC","Alcohol tax","DALYS.avert",548517.875794502,391794.519283068,705245.370033137
"LIC/LMC","Alcohol use screening/brief intervention","BCR",1.8186223822136,1.29901243700208,2.33823516784676
"LIC/LMC","Alcohol use screening/brief intervention","DALYS.avert",1971942.43458929,1408520.73863532,2535371.78841244
"LIC/LMC","Aspirin for suspected ACS","BCR",63.1010108200087,45.0716329623211,81.131198027155
"LIC/LMC","Aspirin for suspected ACS","DALYS.avert",140058.736483745,100040.336267438,180079.81614505
"LIC/LMC","Asthma/COPD acute treatment","BCR",6.29673532117185,4.56616980974341,7.97245910282537
"LIC/LMC","Asthma/COPD acute treatment","DALYS.avert",18952010.4391776,13729252.2822734,24020499.6881945
"LIC/LMC","Asthma/COPD chronic treatment","BCR",1.17159112679226,0.836852722843078,1.50632799578171
"LIC/LMC","Asthma/COPD chronic treatment","DALYS.avert",1607379.6621967,1148111.65103652,2066661.01880572
"LIC/LMC","Bipolar disorder chronic treatment","BCR",0.826130313582691,0.590870572818422,1.06076806092716
"LIC/LMC","Bipolar disorder chronic treatment","DALYS.avert",1700536.71075288,1216174.74005033,2183694.15246722
"LIC/LMC","Cervical cancer screening and treatment","BCR",4.18240515857133,2.98717892353283,5.37783423781914
"LIC/LMC","Cervical cancer screening and treatment","DALYS.avert",5239816.43788368,3742282.23587585,6737705.96675329
"LIC/LMC","CVD primary prevention","BCR",15.9518165576359,11.3902367039249,20.516544494112
"LIC/LMC","CVD primary prevention","DALYS.avert",45517766.2871809,32480914.4001298,58580231.0297156
"LIC/LMC","CVD secondary prevention","BCR",5.53420257529567,3.95797396766814,7.10644642670747
"LIC/LMC","CVD secondary prevention","DALYS.avert",31124296.6372122,22216560.3584619,40044164.4100118
"LIC/LMC","Depression chronic treatment","BCR",23.1009317143938,16.5073800239795,29.6891022408542
"LIC/LMC","Depression chronic treatment","DALYS.avert",2698565.95727879,1928299.65292561,3468228.64530362
"LIC/LMC","Diabetes screening and treatment","BCR",0.557982098733886,0.398574545377056,0.717376926262811
"LIC/LMC","Diabetes screening and treatment","DALYS.avert",9210106.89252864,6578010.01531405,11842714.3198869
"LIC/LMC","Epilepsy acute and chronic treatment","BCR",31.7278702877971,23.0891232406322,40.0255291925449
"LIC/LMC","Epilepsy acute and chronic treatment","DALYS.avert",5863533.09791952,4262904.40419866,7404427.24039918
"LIC/LMC","Heart failure acute treatment","BCR",11.7447031426418,8.67290324127548,14.6127692303707
"LIC/LMC","Heart failure acute treatment","DALYS.avert",39529746.8986511,29075480.8223556,49370684.1438558
"LIC/LMC","Heart failure chronic treatment","BCR",40.5607471779217,29.3602042840992,51.4637925617193
"LIC/LMC","Heart failure chronic treatment","DALYS.avert",18307352.2418192,13229785.6918199,23266772.1038276
"LIC/LMC","IDU harm reduction measures","BCR",30.0313451379641,21.4508154061039,38.6119902444686
"LIC/LMC","IDU harm reduction measures","DALYS.avert",2930470.15779939,2093177.61636925,3767774.93730007
"LIC/LMC","Management of acute ventilatory failure","BCR",1.60075542473255,1.143518506673,2.05785031712655
"LIC/LMC","Management of acute ventilatory failure","DALYS.avert",193412.187298915,138164.091832285,248643.878323345
"LIC/LMC","Management of appendicitis","BCR",8.37831385694427,6.03626874671589,10.6789307869421
"LIC/LMC","Management of appendicitis","DALYS.avert",815046.724053442,587010.798132956,1039212.19953227
"LIC/LMC","Management of bowel obstruction","BCR",3.08196258527102,2.20139697163355,3.96253209609627
"LIC/LMC","Management of bowel obstruction","DALYS.avert",3778469.64172712,2698851.33268659,4858132.40349794
"LIC/LMC","Medical management of ACS","BCR",7.24241913420919,5.17613820904779,9.30630774765846
"LIC/LMC","Medical management of ACS","DALYS.avert",12982352.5396699,9270442.79754194,16696401.0154366
"LIC/LMC","PCI for ACS","BCR",0.950495662833614,0.678944747681264,1.22203030833041
"LIC/LMC","PCI for ACS","DALYS.avert",1149443.43911939,821009.426388134,1477893.37640568
"LIC/LMC","Pulmonary rehabilitation","BCR",21.3919886473724,15.2802121890278,27.5035637074446
"LIC/LMC","Pulmonary rehabilitation","DALYS.avert",917832.848437425,655571.37679738,1180111.71514424
"LIC/LMC","Repair of gastrointestinal perforations","BCR",4.44921369939765,3.17793770846028,5.72044043508066
"LIC/LMC","Repair of gastrointestinal perforations","DALYS.avert",128182.125764677,91556.3155820038,164806.518966406
"LIC/LMC","Repair of hernias","BCR",0.96066739224254,0.695837715421774,1.21777921390754
"LIC/LMC","Repair of hernias","DALYS.avert",5410164.55959518,3916491.86550968,6862161.55778737
"LIC/LMC","Salt regulations","BCR",36.3094426712317,25.3400468685896,47.5288950515277
"LIC/LMC","Salt regulations","DALYS.avert",2935581.72425505,2096488.20869847,3774960.32610672
"LIC/LMC","Schizophrenia chronic treatment","BCR",1.37175428066474,0.9802152000902,1.76298079011731
"LIC/LMC","Schizophrenia chronic treatment","DALYS.avert",888103.252700555,634597.314845673,1141418.9116392
"LIC/LMC","Tobacco regulations","BCR",91.5997948687461,54.692738114944,130.873007670031
"LIC/LMC","Tobacco regulations","DALYS.avert",2024179.15225316,1445774.23586052,2602638.50107042
"LIC/LMC","Tobacco tax","BCR",101.194099600917,59.399655614057,146.288147482089
"LIC/LMC","Tobacco tax","DALYS.avert",9434619.94574619,6737096.76462022,12133680.8239966
"LIC/LMC","Trans fat regulations","BCR",40.1991637896632,27.9887149977021,52.7171231671055
"LIC/LMC","Trans fat regulations","DALYS.avert",1985393.99631381,1418031.01810625,2552843.11505193
"LIC/LMC","Treatment of early-stage breast cancer","BCR",38.8430901484159,27.7450637925453,49.9411663478763
"LIC/LMC","Treatment of early-stage breast cancer","DALYS.avert",644184.984023568,460127.92481027,828246.493848099
"LIC/LMC","Treatment of early-stage colorectal cancer","BCR",2.99983726721129,2.14273410021681,3.8569272885475
"LIC/LMC","Treatment of early-stage colorectal cancer","DALYS.avert",392047.39558949,280030.135131203,504064.498003892
"LMC","Alcohol regulations","BCR",78.089936284656,47.7825454392261,109.769828197954
"LMC","Alcohol regulations","DALYS.avert",1019681.27987565,728327.657824172,1311047.79472665
"LMC","Alcohol tax","BCR",56.6772668481813,36.0993063457202,77.6828195860383
"LMC","Alcohol tax","DALYS.avert",504050.693050593,360032.539788099,648072.748905568
"LMC","Alcohol use screening/brief intervention","BCR",2.16025812460849,1.5430371072982,2.77748267039408
"LMC","Alcohol use screening/brief intervention","DALYS.avert",1682284.77297778,1201623.27349063,2162953.23865525
"LMC","Aspirin for suspected ACS","BCR",71.9114037543943,51.3646419918217,92.4591753892566
"LMC","Aspirin for suspected ACS","DALYS.avert",126470.516921544,90334.5005555918,162609.184408467
"LMC","Asthma/COPD acute treatment","BCR",7.60556316643115,5.51326727877302,9.63324430813074
"LMC","Asthma/COPD acute treatment","DALYS.avert",16287066.0944532,11793870.2384051,20651534.7817153
"LMC","Asthma/COPD chronic treatment","BCR",1.34176586408893,0.958406852789187,1.72512274333926
"LMC","Asthma/COPD chronic treatment","DALYS.avert",1288750.36181783,920521.088225984,1656991.54500013
"LMC","Bipolar disorder chronic treatment","BCR",0.948529400494618,0.678412879679176,1.21793241776493
"LMC","Bipolar disorder chronic treatment","DALYS.avert",1462922.60761402,1046236.76083221,1878574.82130028
"LMC","Cervical cancer screening and treatment","BCR",4.02938763746669,2.8779690280986,5.18093834196803
"LMC","Cervical cancer screening and treatment","DALYS.avert",3804247.50819391,2717073.86195099,4891617.91418409
"LMC","CVD primary prevention","BCR",18.738449153945,13.380406684965,24.0998639203649
"LMC","CVD primary prevention","DALYS.avert",40327024.3250386,28777247.0276183,51899181.1503856
"LMC","CVD secondary prevention","BCR",6.45471188052314,4.61642267493306,8.28826200182678
"LMC","CVD secondary prevention","DALYS.avert",28033762.6139876,20010611.5776333,36067776.7999295
"LMC","Depression chronic treatment","BCR",28.4550609819702,20.3331240492217,36.5705196996051
"LMC","Depression chronic treatment","DALYS.avert",2278514.62301703,1628130.50937577,2928401.10194448
"LMC","Diabetes screening and treatment","BCR",0.609750355520882,0.435552488888172,0.783935002255428
"LMC","Diabetes screening and treatment","DALYS.avert",7990836.61300764,5707168.70628276,10274962.2060262
"LMC","Epilepsy acute and chronic treatment","BCR",32.4137766442256,23.5145781338216,41.0234697772703
"LMC","Epilepsy acute and chronic treatment","DALYS.avert",3992938.84518457,2894284.82687118,5057843.53401487
"LMC","Heart failure acute treatment","BCR",13.6668073195386,10.0706157832389,17.0401286804008
"LMC","Heart failure acute treatment","DALYS.avert",33220142.588138,24381869.3309259,41578374.7021771
"LMC","Heart failure chronic treatment","BCR",47.5721298866573,34.4131957165376,60.3985494400145
"LMC","Heart failure chronic treatment","DALYS.avert",15704038.3379785,11341388.6355947,19970644.1265827
"LMC","IDU harm reduction measures","BCR",34.4947288873413,24.6389132781274,44.3506862635629
"LMC","IDU harm reduction measures","DALYS.avert",2567081.52488611,1833615.45441368,3300558.91558981
"LMC","Management of acute ventilatory failure","BCR",2.04981003753125,1.4642962739882,2.63514138647237
"LMC","Management of acute ventilatory failure","DALYS.avert",168201.520856833,120153.838708234,216234.906046551
"LMC","Management of appendicitis","BCR",8.73711163387134,6.29573560171387,11.1345058493969
"LMC","Management of appendicitis","DALYS.avert",622335.408770876,448279.244658652,793385.621324905
"LMC","Management of bowel obstruction","BCR",3.06220523919754,2.18728421435818,3.93713045547392
"LMC","Management of bowel obstruction","DALYS.avert",2926437.94278553,2090269.51472487,3762641.01952418
"LMC","Medical management of ACS","BCR",8.41949388208228,6.01754037041999,10.8185462666617
"LMC","Medical management of ACS","DALYS.avert",11438320.1661284,8167918.53193965,14710574.9759268
"LMC","PCI for ACS","BCR",1.14080360673991,0.814882828633473,1.46670488371224
"LMC","PCI for ACS","DALYS.avert",1149443.43911939,821009.426388134,1477893.37640568
"LMC","Pulmonary rehabilitation","BCR",24.4844816428669,17.4891553111302,31.4795851410408
"LMC","Pulmonary rehabilitation","DALYS.avert",847947.887569273,605654.367546951,1090258.14660368
"LMC","Repair of gastrointestinal perforations","BCR",4.60913453698437,3.29214650563745,5.92605977124734
"LMC","Repair of gastrointestinal perforations","DALYS.avert",103707.307647105,74074.3204771602,133338.863566862
"LMC","Repair of hernias","BCR",0.99877633810397,0.723663620108856,1.26568694535035
"LMC","Repair of hernias","DALYS.avert",4351811.32349604,3151220.20892646,5518171.47072561
"LMC","Salt regulations","BCR",45.5769592723954,31.6237330982668,59.9346130844553
"LMC","Salt regulations","DALYS.avert",2708464.72396666,1934284.87187278,3482911.16469144
"LMC","Schizophrenia chronic treatment","BCR",1.47439945558344,1.05354201031808,1.89493726721177
"LMC","Schizophrenia chronic treatment","DALYS.avert",738554.622633153,527726.896119586,949232.045174912
"LMC","Tobacco regulations","BCR",93.8124289648813,55.7927653471233,134.395349023938
"LMC","Tobacco regulations","DALYS.avert",1843096.31033761,1316434.31920764,2369808.75584228
"LMC","Tobacco tax","BCR",102.378676041389,59.970045247343,148.215807831423
"LMC","Tobacco tax","DALYS.avert",8665997.09154916,6188264.27937368,11145119.8761032
"LMC","Trans fat regulations","BCR",48.2822616559155,33.4471208716196,63.5719557878061
"LMC","Trans fat regulations","DALYS.avert",1819409.73667981,1299475.7578612,2339425.91417359
"LMC","Treatment of early-stage breast cancer","BCR",39.6583524699657,28.3274071935006,50.9893502621806
"LMC","Treatment of early-stage breast cancer","DALYS.avert",515762.154862125,368398.357617191,663129.582629119
"LMC","Treatment of early-stage colorectal cancer","BCR",3.31323583679106,2.36659291436788,4.25986847555975
"LMC","Treatment of early-stage colorectal cancer","DALYS.avert",336598.899451387,240425.015989492,432773.249187325
