"","Code","Intervention","WB_Region","Baseline.cost","Adjusted.cost","Incremental.cost","Deaths.avert","DALYS.Baseline","DALYS.Adjusted","DALYS.avert","Gross.benefits","Forgone.surplus","BCR","BCR.without.surplus"
"53",4.4,"Treatment of early-stage colorectal cancer","LIC/LMC",227540968.877721,715334140.635465,487793171.757744,46836.6800049109,17632228.6711416,17366574.0614849,265653.08590657,1398960610.51288,0,2.86793807603288,2.86793807603288
"54",2.9,"Alcohol use screening/brief intervention","LIC/LMC",116036275.624937,4154036918.62573,4038000643.00079,66723.502951573,67119371.4485419,65774812.9127456,1344558.53579633,7036983875.33635,0,1.74269013243814,1.74269013243814
"55",4.2,"Management of acute ventilatory failure","LIC/LMC",510560748.280452,959691526.623715,449130778.343263,25738.5720872216,136249896.373851,136118044.887248,131849.383769159,690201636.122237,0,1.53674980518643,1.53674980518643
"56",2.12,"Schizophrenia chronic treatment","LIC/LMC",4999815530.05539,7345861892.04256,2346046361.98717,180.355565362006,16354025.5938556,15729139.9826288,624885.61122675,3165346992.32586,0,1.3492261038033,1.3492261038033
"57",2.14,"Asthma/COPD chronic treatment","LIC/LMC",6364172378.92414,11458041293.2121,5093868914.28797,144259.035473902,38208260.8590041,37109371.9125581,1098888.94644606,5736129004.65039,0,1.12608492703079,1.12608492703079
"58",3.8,"Repair of hernias","LIC/LMC",2341868667.93083,23205738760.9417,20863870093.0108,204474.692306358,21037688.0918701,17328629.7464148,3709058.34545532,19301715595.4274,0,0.925126331278936,0.925126331278936
"59",4.1,"PCI for ACS","LIC/LMC",6870093011.10702,11363751853.799,4493658842.69203,153059.935195407,219231494.142402,218449036.944693,782457.1977096,4101802964.38669,0,0.912798035626892,0.912798035626892
"60",2.11,"Bipolar disorder chronic treatment","LIC/LMC",988696374.500691,8445107302.58308,7456410928.08238,670.056187225223,17745316.1276886,16548774.125572,1196542.00211662,6061113751.07096,0,0.812872816363105,0.812872816363105
"61",2.3,"Diabetes screening and treatment","LIC/LMC",85650929136.7038,147187918868.829,61536989732.1248,831054.235018937,377355060.642758,371098403.296421,6256657.34633788,32865701659.0105,0,0.534080425481932,0.534080425481932
"62",5.1,"Tobacco tax","LMC",8352345.94945785,38887420.6117218,30535074.6622639,1430528.29819938,633211158.179728,627456932.867243,5754225.31248509,37121236254.0414,334091126.286372,101.806277654936,1215.69168127553
"63",5.3,"Tobacco regulations","LMC",31274014.6976878,45310669.4521814,14036654.7544936,302960.5392761,633211158.179728,631987065.971387,1224092.20834061,7895000793.07904,71055007.1377113,92.7823081312069,562.456007586251
"64",5.4,"Alcohol regulations","LMC",9631624.52760926,27168925.6524597,17537301.1248504,133397.064594124,185042083.010554,184353322.02531,688760.985243721,4366485992.71593,39298373.9344434,76.8265000487915,248.982780282458
"65",2.5,"Aspirin for suspected ACS","LMC",10722517.2208275,18581718.678914,7859201.45808646,21259.2533351145,219231494.142402,219145429.726385,86060.9485734256,541507858.398071,0,68.9011296231508,68.9011296231508
"66",5.2,"Alcohol tax","LMC",9250367.64220997,28931500.1548006,19681132.5125906,66371.5951100741,185042083.010554,184701425.08541,340657.268109847,2158434434.51332,19425909.9106199,55.1929857327248,109.67023534507
"67",5.6,"Trans fat regulations","LMC",419870536.962801,580681381.201151,160810844.238349,286909.218233011,219231494.142402,217992949.29457,1238544.84783288,7790091040.73862,7790091.04073862,46.2043168849778,48.4425728727122
"68",2.7,"Heart failure chronic treatment","LMC",1856010881.70807,3323272170.16525,1467261288.45718,2405987.04732891,249089052.84804,238384015.764812,10705037.0832282,67238040822.2514,0,45.8255399711063,45.8255399711063
"69",5.5,"Salt regulations","LMC",1028661792.88584,1282774258.31662,254112465.430779,433332.644074376,367034114.967791,365189937.70459,1844177.26320142,11596657969.9066,11596657.9699066,43.6441843678023,45.6359271877814
"70",4.3,"Treatment of early-stage breast cancer","LMC",29680953.5562974,87944937.147271,58263983.5909736,47087.4309042432,26770325.7413665,26420155.5075198,350168.929441105,2208393462.50217,0,37.9032350071632,37.9032350071632
"71",1.1,"IDU harm reduction measures","LMC",13299521.221879,350033749.415705,336734228.193826,24913.2857490948,41099236.7830331,39367886.9366775,1731347.49915092,10992199389.8526,0,32.6435463624013,32.6435463624013
"72",2.13,"Epilepsy acute and chronic treatment","LMC",1932365136.14314,2473048067.99047,540682931.847327,47052.5122966396,23196834.9744477,20415388.0703525,2781446.90409527,17074759202.1701,0,31.5799856004916,31.5799856004916
"73",2.1,"Depression chronic treatment","LMC",507037152.673026,863033856.392007,355996703.718981,19003.2807841007,138544187.429973,136982114.281378,1562072.33131456,9753630113.65749,0,27.3980910827671,27.3980910827671
"74",1.2,"Pulmonary rehabilitation","LMC",206085967.358833,360487269.105911,154401301.747078,123848.875264263,90091931.8479528,89514317.5775431,577614.270409763,3630606684.76577,0,23.5140937523506,23.5140937523506
"75",2.4,"CVD primary prevention","LMC",13021956542.4629,22645823037.0472,9623866494.58428,6606270.86827476,367034114.967791,339576409.092969,27457705.8748222,172665881630.933,0,17.9414252814188,17.9414252814188
"76",3.2,"Heart failure acute treatment","LMC",16538900672.1789,27318360618.5154,10779459946.3366,5139094.06253571,249089052.84804,226388972.280737,22700080.5673031,142229664140.425,0,13.1945074102495,13.1945074102495
"77",3.7,"Management of appendicitis","LMC",46699432.1140657,362979830.480939,316280398.366873,37374.0057341971,2718147.82089854,2289408.81785497,428737.985234094,2663561523.29147,0,8.42151943985427,8.42151943985427
"78",3.1,"Medical management of ACS","LMC",9477679634.31077,15537517611.9363,6059837977.62553,1850247.03736609,219231494.142402,211445692.667578,7785801.47482485,48975108532.651,0,8.08191715908572,8.08191715908572
"79",3.4,"Asthma/COPD acute treatment","LMC",13641163495.6648,23178838704.9492,9537675209.28442,2079343.82446925,121299196.595231,110162790.113716,11136406.4815152,69731413631.5127,0,7.31115414410767,7.31115414410767
"80",2.6,"CVD secondary prevention","LMC",28291417835.0682,47645746731.5796,19354328896.5114,4615886.9738659,263742951.854139,244661625.98278,19081325.8713598,120031233697.171,0,6.20177709798073,6.20177709798073
"81",3.9,"Repair of gastrointestinal perforations","LMC",12872481.7113731,112883030.415518,100010548.704145,11892.5755704081,8574877.65527011,8503841.43410051,71033.3369281643,443999827.187238,0,4.43952995899156,4.43952995899156
"82",3.3,"Cervical cancer screening and treatment","LMC",2132692371.09255,6358268724.59569,4225576353.50314,344701.548409221,15295296.8267178,12704059.0762769,2591237.7504409,16288405970.377,0,3.8547181751605,3.8547181751605
"83",4.4,"Treatment of early-stage colorectal cancer","LMC",220880408.295155,675920122.826446,455039714.531291,41023.6088351468,15326072.1801341,15097906.6748805,228163.981503386,1441277707.65815,0,3.16736685091922,3.16736685091922
"84",3.6,"Management of bowel obstruction","LMC",697144606.425522,4964612716.98779,4267468110.56227,253068.66952932,12982841.9965605,10987223.1757224,1995618.82083811,12529663695.0266,0,2.93608841833282,2.93608841833282
"85",2.9,"Alcohol use screening/brief intervention","LMC",101534256.418571,3583367055.00796,3481832798.58938,59318.2070626527,57786109.3682982,56638708.8361744,1147400.53212386,7202782996.77481,0,2.06867572724713,2.06867572724713
"86",4.2,"Management of acute ventilatory failure","LMC",491336795.63283,857485333.541131,366148537.9083,23198.0623921645,121299196.595231,121184534.218312,114660.274086112,720169838.638655,0,1.96687891409529,1.96687891409529
"87",2.12,"Schizophrenia chronic treatment","LMC",4802025732.84031,6978417182.00142,2176391449.16112,148.431099190739,14125953.13691,13605897.6331654,520055.503744563,3155933212.10413,0,1.45007609422495,1.45007609422495
"88",2.14,"Asthma/COPD chronic treatment","LMC",5619351060.4021,9900175724.40514,4280824664.00304,126205.864703222,31207264.7472787,30326207.1334776,881057.613801022,5517652869.16662,0,1.28892288337897,1.28892288337897
"89",4.1,"PCI for ACS","LMC",6870093011.10702,11363751853.799,4493658842.69203,153059.935195407,219231494.142402,218449036.944693,782457.1977096,4921535690.3459,0,1.09521791988053,1.09521791988053
"90",3.8,"Repair of hernias","LMC",2291637041.86556,21662355095.7024,19370718053.8368,167001.869484483,16915874.8437943,13931560.2784111,2984314.56538326,18625464395.3733,0,0.961526792326841,0.961526792326841
"91",2.11,"Bipolar disorder chronic treatment","LMC",912987737.282787,7612544592.34423,6699556855.06144,574.988381798946,15327620.4829179,14297572.2444465,1030048.23847136,6251391824.60686,0,0.933105272460522,0.933105272460522
"92",2.3,"Diabetes screening and treatment","LMC",82226451598.832,140879033544.189,58652581945.3567,745358.148764048,335842810.231822,330414624.539634,5428185.69218763,34214965922.7634,0,0.583349697284249,0.583349697284249
