IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,10.7,,,,,,10.7,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,ALB,Albania,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,10.9,,,,,,10.9,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,11.2,,,,,,11.2,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2000,FALSE,Sex,Male,MLE,,,,,,,,,,11.6,,,,,,11.6,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2000,FALSE,Sex,Male,MLE,,,,,,,,,,11.7,,,,,,11.7,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,11.8,,,,,,11.8,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,COG,Congo,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,11.9,,,,,,11.9,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,12,,,,,,12,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,12.3,,,,,,12.3,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,HTI,Haiti,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,12.3,,,,,,12.3,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,12.5,,,,,,12.5,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,12.8,,,,,,12.8,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,GHA,Ghana,Year,2000,FALSE,Sex,Male,MLE,,,,,,,,,,12.8,,,,,,12.8,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MWI,Malawi,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,12.8,,,,,,12.8,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,MEX,Mexico,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,12.8,,,,,,12.8,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,PER,Peru,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,13,,,,,,13,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,13,,,,,,13,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,13.3,,,,,,13.3,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,13.3,,,,,,13.3,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,PAN,Panama,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,13.4,,,,,,13.4,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,13.5,,,,,,13.5,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,UGA,Uganda,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,13.6,,,,,,13.6,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,13.7,,,,,,13.7,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,TCD,Chad,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,13.9,,,,,,13.9,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,14,,,,,,14,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,14.1,,,,,,14.1,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,14.2,,,,,,14.2,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,14.2,,,,,,14.2,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,14.2,,,,,,14.2,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,14.3,,,,,,14.3,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,SEN,Senegal,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,14.3,,,,,,14.3,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,TGO,Togo,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,14.4,,,,,,14.4,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,14.5,,,,,,14.5,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2000,FALSE,Sex,Male,MLE,,,,,,,,,,14.5,,,,,,14.5,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,14.5,,,,,,14.5,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,14.9,,,,,,14.9,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,14.9,,,,,,14.9,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BLZ,Belize,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,15,,,,,,15,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,15,,,,,,15,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,COL,Colombia,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,15.1,,,,,,15.1,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,15.2,,,,,,15.2,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,15.2,,,,,,15.2,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,15.5,,,,,,15.5,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,BLR,Belarus,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,15.6,,,,,,15.6,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,15.9,,,,,,15.9,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,16.2,,,,,,16.2,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,LBR,Liberia,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,16.3,,,,,,16.3,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MLI,Mali,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,16.3,,,,,,16.3,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,BDI,Burundi,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,16.4,,,,,,16.4,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,NER,Niger,Year,2000,FALSE,Sex,Male,MLE,,,,,,,,,,16.4,,,,,,16.4,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,16.4,,,,,,16.4,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,BEN,Benin,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,16.7,,,,,,16.7,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,16.7,,,,,,16.7,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2000,FALSE,Sex,Male,MLE,,,,,,,,,,16.7,,,,,,16.7,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BRB,Barbados,Year,2000,FALSE,Sex,Male,MLE,,,,,,,,,,17.1,,,,,,17.1,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2000,FALSE,Sex,Male,MLE,,,,,,,,,,17.2,,,,,,17.2,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,17.4,,,,,,17.4,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BRA,Brazil,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,17.9,,,,,,17.9,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,18,,,,,,18,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,18,,,,,,18,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,NAM,Namibia,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,18,,,,,,18,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,COG,Congo,Year,2000,FALSE,Sex,Male,MLE,,,,,,,,,,18.2,,,,,,18.2,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,HTI,Haiti,Year,2000,FALSE,Sex,Male,MLE,,,,,,,,,,18.3,,,,,,18.3,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,18.4,,,,,,18.4,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,18.4,,,,,,18.4,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,18.7,,,,,,18.7,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,18.7,,,,,,18.7,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,18.8,,,,,,18.8,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,19.3,,,,,,19.3,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,KEN,Kenya,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19.3,,,,,,19.3,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,19.4,,,,,,19.4,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2000,FALSE,Sex,Male,MLE,,,,,,,,,,19.5,,,,,,19.5,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,ITA,Italy,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,19.7,,,,,,19.7,,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates on the assumption that there is little difference between the two measures in the country.,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2000,FALSE,Sex,Both sexes,BTSX,,,,,,,,,,19.9,,,,,,19.9,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,2,,,,,,2,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,2,,,,,,2,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,2.1,,,,,,2.1,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,2.2,,,,,,2.2,,,EN,2022-01-17T08:00:00.000Z
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2000,FALSE,Sex,Female,FMLE,,,,,,,,,,2.8,,,,,,2.8,,,EN,2022-01-17T08:00:00.000Z
