measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Kazakhstan,Both,All ages,Opioid use disorders,Number,2019,30648.243741046328,42038.27732501177,20585.29063532842
YLDs (Years Lived with Disability),Zimbabwe,Both,All ages,Appendicitis,Number,2019,496.8569766676596,784.3595351395335,281.63204835364724
YLDs (Years Lived with Disability),Zimbabwe,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,288.87178159724243,404.08799637942576,191.4279352782305
YLDs (Years Lived with Disability),Zimbabwe,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,9108.197036791924,13541.648608918613,5833.872005070432
YLDs (Years Lived with Disability),Zimbabwe,Both,All ages,Idiopathic epilepsy,Number,2019,19736.938353827347,41298.55492270631,4383.819611899137
YLDs (Years Lived with Disability),Micronesia (Federated States of),Both,All ages,Major depressive disorder,Number,2019,315.123112871686,449.43031315996075,206.91954600927764
YLDs (Years Lived with Disability),Micronesia (Federated States of),Both,All ages,Bipolar disorder,Number,2019,56.92127349964029,90.41064459186704,32.813766967172725
YLDs (Years Lived with Disability),Micronesia (Federated States of),Both,All ages,Peptic ulcer disease,Number,2019,7.246725371510482,10.452988643808133,4.642113735853106
YLDs (Years Lived with Disability),Pakistan,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,56726.774544803826,83059.50927978597,35687.92162286869
YLDs (Years Lived with Disability),Pakistan,Both,All ages,Peptic ulcer disease,Number,2019,12804.458421933734,18479.544964292334,8351.924088520487
YLDs (Years Lived with Disability),Pakistan,Both,All ages,Appendicitis,Number,2019,4487.830043360211,6996.018256842302,2768.3969393246807
YLDs (Years Lived with Disability),Pakistan,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,2321.655222334832,3184.965046749215,1558.6738274509178
YLDs (Years Lived with Disability),Dominican Republic,Both,All ages,Peptic ulcer disease,Number,2019,290.9870704622227,413.65167039934835,187.68974802864372
YLDs (Years Lived with Disability),Ecuador,Both,All ages,Peptic ulcer disease,Number,2019,348.9384844177911,499.58234243135223,230.21258837414143
YLDs (Years Lived with Disability),Ecuador,Both,All ages,Appendicitis,Number,2019,1832.1250986304356,2643.03767771028,1200.2825050579693
YLDs (Years Lived with Disability),Ecuador,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,422.43090818532806,582.3768111549393,285.243282003598
YLDs (Years Lived with Disability),Ecuador,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,10911.608618430068,15414.194106998522,7371.021435302714
YLDs (Years Lived with Disability),Maldives,Both,All ages,Major depressive disorder,Number,2019,1701.900801942622,2396.7772340163438,1127.688082199406
YLDs (Years Lived with Disability),Maldives,Both,All ages,Bipolar disorder,Number,2019,409.03975903007296,648.8462766071378,232.15875973615246
YLDs (Years Lived with Disability),Zimbabwe,Both,All ages,Major depressive disorder,Number,2019,46020.73716171478,65059.02586642902,30908.036897494578
YLDs (Years Lived with Disability),Zimbabwe,Both,All ages,Bipolar disorder,Number,2019,15277.561573274366,24648.229397400686,8890.376867121213
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Idiopathic epilepsy,Number,2019,8668.6880238578,19192.930554498984,2010.6185518671236
YLDs (Years Lived with Disability),Somalia,Both,All ages,Major depressive disorder,Number,2019,92758.25123290787,131795.32704630177,61434.29281232278
YLDs (Years Lived with Disability),Somalia,Both,All ages,Bipolar disorder,Number,2019,20023.524547302564,31892.819398059637,11464.639132206501
YLDs (Years Lived with Disability),Kazakhstan,Both,All ages,Peptic ulcer disease,Number,2019,909.5175112912698,1263.3079412396246,587.6085229789842
YLDs (Years Lived with Disability),Kazakhstan,Both,All ages,Appendicitis,Number,2019,530.3513964296021,833.1036532506217,318.6327416094381
YLDs (Years Lived with Disability),Kazakhstan,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,435.5946994432284,608.950970263431,284.99919998308275
YLDs (Years Lived with Disability),Kazakhstan,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,6563.6560516322015,9450.140744563354,4292.270760741327
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Schizophrenia,Number,2019,21217.981656712687,28264.78496915885,14793.743276191932
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Alcohol use disorders,Number,2019,5014.601124887847,7207.094764037788,3169.631429554762
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Opioid use disorders,Number,2019,13799.620499722865,18881.782399363932,9433.771286881187
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Major depressive disorder,Number,2019,102501.63081462427,143690.39926364302,68902.86529619365
YLDs (Years Lived with Disability),Maldives,Both,All ages,Idiopathic epilepsy,Number,2019,489.6856665099147,1026.2232259684934,106.76119715381692
YLDs (Years Lived with Disability),Maldives,Both,All ages,Schizophrenia,Number,2019,1254.2228280199142,1712.681278560227,845.9254301673637
YLDs (Years Lived with Disability),Maldives,Both,All ages,Alcohol use disorders,Number,2019,440.0732095775066,664.8248131994103,264.23185788381335
YLDs (Years Lived with Disability),Maldives,Both,All ages,Opioid use disorders,Number,2019,263.21235730409006,386.37031247644876,163.70603402959298
YLDs (Years Lived with Disability),Tuvalu,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,0.17275134248577836,0.2402002857778196,0.11229288849050813
YLDs (Years Lived with Disability),Tuvalu,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,2.276653467554823,3.1976767054930857,1.4935735557224539
YLDs (Years Lived with Disability),Zimbabwe,Both,All ages,Schizophrenia,Number,2019,15661.314306895425,21116.950007779884,10640.243541651002
YLDs (Years Lived with Disability),Zimbabwe,Both,All ages,Alcohol use disorders,Number,2019,21132.727605627875,30952.048998036178,13511.60711189088
YLDs (Years Lived with Disability),Zimbabwe,Both,All ages,Opioid use disorders,Number,2019,18457.78087309775,26891.13081391664,12005.794182701122
YLDs (Years Lived with Disability),Ecuador,Both,All ages,Idiopathic epilepsy,Number,2019,35150.50447899894,69439.17583275316,8752.583735551789
YLDs (Years Lived with Disability),Republic of Korea,Both,All ages,Idiopathic epilepsy,Number,2019,31622.156647470296,69709.42294201735,8050.511660189739
YLDs (Years Lived with Disability),Liberia,Both,All ages,Bipolar disorder,Number,2019,4918.265731587643,7847.828766355517,2871.123117547064
YLDs (Years Lived with Disability),Finland,Both,All ages,Major depressive disorder,Number,2019,36622.43856578323,51187.647628292056,25369.62023840913
YLDs (Years Lived with Disability),Finland,Both,All ages,Bipolar disorder,Number,2019,11833.645097656461,18231.110391061473,6929.755519110319
YLDs (Years Lived with Disability),Ecuador,Both,All ages,Schizophrenia,Number,2019,30898.541237645673,41389.28756152986,21423.171290425926
YLDs (Years Lived with Disability),Ecuador,Both,All ages,Alcohol use disorders,Number,2019,16971.191006114273,24533.887382786364,11213.277870151545
YLDs (Years Lived with Disability),Ecuador,Both,All ages,Opioid use disorders,Number,2019,11107.34871584702,15704.818913486593,7285.386741342746
YLDs (Years Lived with Disability),Republic of Korea,Both,All ages,Peptic ulcer disease,Number,2019,3784.790393018785,5441.186348020753,2379.9875272918657
YLDs (Years Lived with Disability),Republic of Korea,Both,All ages,Appendicitis,Number,2019,2241.4971667777945,3395.0651466322165,1355.8379956731296
YLDs (Years Lived with Disability),Republic of Korea,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,1538.0293394134887,2143.6422721303456,1027.3054750029833
YLDs (Years Lived with Disability),Republic of Korea,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,18049.51251733054,25985.027835003686,12190.817098993299
YLDs (Years Lived with Disability),Comoros,Both,All ages,Peptic ulcer disease,Number,2019,36.06198034941652,51.44383547454694,23.392228111023876
YLDs (Years Lived with Disability),Comoros,Both,All ages,Appendicitis,Number,2019,16.48575041294394,26.75669239080753,9.495068477034811
YLDs (Years Lived with Disability),Comoros,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,18.436542271475417,25.335823114857615,12.262172739562885
YLDs (Years Lived with Disability),Comoros,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,190.17919779240182,268.0141931263854,128.68068331620648
YLDs (Years Lived with Disability),Tuvalu,Both,All ages,Bipolar disorder,Number,2019,6.767954027676842,10.694977821286235,3.955247305693034
YLDs (Years Lived with Disability),Kyrgyzstan,Both,All ages,Schizophrenia,Number,2019,10816.676765878885,14454.219585848037,7626.818814030497
YLDs (Years Lived with Disability),Kyrgyzstan,Both,All ages,Alcohol use disorders,Number,2019,19160.310950307612,27226.58827323629,13002.196939078047
YLDs (Years Lived with Disability),Kyrgyzstan,Both,All ages,Opioid use disorders,Number,2019,4698.675727589459,6393.056719129525,3240.4399235494957
YLDs (Years Lived with Disability),Kyrgyzstan,Both,All ages,Major depressive disorder,Number,2019,27750.814708861726,39748.88608869064,18475.417771921744
YLDs (Years Lived with Disability),Kyrgyzstan,Both,All ages,Bipolar disorder,Number,2019,7168.420407028859,11234.81958224311,4146.49439129128
YLDs (Years Lived with Disability),Iraq,Both,All ages,Schizophrenia,Number,2019,61587.20764638647,82115.4282105351,42426.16418262223
YLDs (Years Lived with Disability),Iraq,Both,All ages,Alcohol use disorders,Number,2019,17087.094416437387,25255.092110393543,10498.294567939134
YLDs (Years Lived with Disability),Iraq,Both,All ages,Opioid use disorders,Number,2019,30048.900582359933,41444.17962985382,20045.26623216227
YLDs (Years Lived with Disability),Republic of Korea,Both,All ages,Bipolar disorder,Number,2019,69048.2433259357,108121.80294150088,41586.26218153652
YLDs (Years Lived with Disability),Liberia,Both,All ages,Major depressive disorder,Number,2019,24325.078714050145,34434.26710617233,16021.40534490793
YLDs (Years Lived with Disability),Comoros,Both,All ages,Major depressive disorder,Number,2019,3673.7595399273387,5172.582484199017,2461.513324152227
YLDs (Years Lived with Disability),Comoros,Both,All ages,Bipolar disorder,Number,2019,908.4533180590419,1416.0721293565684,524.2666394944595
YLDs (Years Lived with Disability),Pakistan,Both,All ages,Idiopathic epilepsy,Number,2019,293980.7857185709,517439.4057683447,128669.69090340358
YLDs (Years Lived with Disability),Pakistan,Both,All ages,Schizophrenia,Number,2019,324945.52221441636,414952.43537465634,236825.2335030038
YLDs (Years Lived with Disability),Pakistan,Both,All ages,Alcohol use disorders,Number,2019,252442.3078359731,358745.1212079785,170156.4946754277
YLDs (Years Lived with Disability),Estonia,Both,All ages,Idiopathic epilepsy,Number,2019,1667.0690942068636,3604.3933981853083,422.70801188697925
YLDs (Years Lived with Disability),Myanmar,Both,All ages,Idiopathic epilepsy,Number,2019,63385.058418478075,132734.57955393664,14196.363998213328
YLDs (Years Lived with Disability),Norway,Both,All ages,Major depressive disorder,Number,2019,26144.1525538821,36443.79519888985,17724.423167672714
YLDs (Years Lived with Disability),Norway,Both,All ages,Bipolar disorder,Number,2019,10690.380975578579,16001.717598936764,6611.351578950657
YLDs (Years Lived with Disability),Maldives,Both,All ages,Peptic ulcer disease,Number,2019,16.798796508400358,25.631208416485205,10.102681906796946
YLDs (Years Lived with Disability),Maldives,Both,All ages,Appendicitis,Number,2019,13.891228988511715,22.465633585290927,8.075357029517027
YLDs (Years Lived with Disability),Maldives,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,21.897203201785477,30.280763554024855,14.750091531424165
YLDs (Years Lived with Disability),Maldives,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,97.417335778893,140.6535506532012,62.14458722992185
YLDs (Years Lived with Disability),France,Both,All ages,Peptic ulcer disease,Number,2019,1593.4129048677744,2291.2766763640548,1004.4628702184543
YLDs (Years Lived with Disability),France,Both,All ages,Appendicitis,Number,2019,1768.3588296784624,2731.7878854635037,1076.5825139263359
YLDs (Years Lived with Disability),Micronesia (Federated States of),Both,All ages,Appendicitis,Number,2019,1.5992938631216653,2.346767889706744,1.0062973546436706
YLDs (Years Lived with Disability),Micronesia (Federated States of),Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,1.2943813817421022,1.8368900575349025,0.8552133122528246
YLDs (Years Lived with Disability),Micronesia (Federated States of),Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,20.991485120755904,29.95909738546105,13.635053902662204
YLDs (Years Lived with Disability),Republic of Korea,Both,All ages,Schizophrenia,Number,2019,134587.18666632517,176673.40400591993,93721.39026133143
YLDs (Years Lived with Disability),Republic of Korea,Both,All ages,Alcohol use disorders,Number,2019,156721.8583079673,223625.6010422178,105803.6867353309
YLDs (Years Lived with Disability),Republic of Korea,Both,All ages,Opioid use disorders,Number,2019,18492.40951021923,26652.16893223605,11718.631319224112
YLDs (Years Lived with Disability),Republic of Korea,Both,All ages,Major depressive disorder,Number,2019,183103.40993305502,250324.477405883,127196.25209728314
YLDs (Years Lived with Disability),Comoros,Both,All ages,Idiopathic epilepsy,Number,2019,1096.5613971292503,2312.457540281865,233.22705364111945
YLDs (Years Lived with Disability),Comoros,Both,All ages,Schizophrenia,Number,2019,929.9093432170756,1246.231515303564,651.0602918861579
YLDs (Years Lived with Disability),Comoros,Both,All ages,Alcohol use disorders,Number,2019,844.2538221744757,1224.817823951459,547.4331567465006
YLDs (Years Lived with Disability),Comoros,Both,All ages,Opioid use disorders,Number,2019,172.1489900015378,252.98629450025444,110.07542890386235
YLDs (Years Lived with Disability),Dominican Republic,Both,All ages,Appendicitis,Number,2019,407.37150797340985,656.7362241530905,246.63239826998003
YLDs (Years Lived with Disability),Dominican Republic,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,208.9841828877891,288.0855096809667,139.41981130930347
YLDs (Years Lived with Disability),Dominican Republic,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,5453.603045489986,7759.657987345657,3626.8656550538553
YLDs (Years Lived with Disability),Dominican Republic,Both,All ages,Idiopathic epilepsy,Number,2019,14507.820514453428,30314.806179307347,3408.0016411133624
YLDs (Years Lived with Disability),Papua New Guinea,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,123.52914106527288,180.1488927891205,80.31522019930827
YLDs (Years Lived with Disability),Papua New Guinea,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,1777.75799813061,2600.2208586732163,1128.018003305479
YLDs (Years Lived with Disability),Ecuador,Both,All ages,Major depressive disorder,Number,2019,86538.80934169868,121924.01779997468,57828.56053776151
YLDs (Years Lived with Disability),Ecuador,Both,All ages,Bipolar disorder,Number,2019,35178.33035857795,54559.35304748478,20401.875360501657
YLDs (Years Lived with Disability),Estonia,Both,All ages,Schizophrenia,Number,2019,2871.2436786070407,3774.521890076957,1992.4927709431004
YLDs (Years Lived with Disability),Estonia,Both,All ages,Alcohol use disorders,Number,2019,2707.824191443325,3810.9526459830754,1866.3896788746952
YLDs (Years Lived with Disability),Estonia,Both,All ages,Opioid use disorders,Number,2019,4242.422430750684,5760.524335219057,2879.4497518778685
YLDs (Years Lived with Disability),United Republic of Tanzania,Both,All ages,Peptic ulcer disease,Number,2019,2025.8898735401538,3003.4960361239882,1252.3480036361195
YLDs (Years Lived with Disability),United Republic of Tanzania,Both,All ages,Appendicitis,Number,2019,1248.6506935150624,2072.8950964950773,680.4779073657305
YLDs (Years Lived with Disability),Canada,Both,All ages,Schizophrenia,Number,2019,78044.57380662824,92022.96080509892,59331.62321233099
YLDs (Years Lived with Disability),Canada,Both,All ages,Alcohol use disorders,Number,2019,68017.7534681623,96243.36446336673,44629.21392298435
YLDs (Years Lived with Disability),Canada,Both,All ages,Opioid use disorders,Number,2019,120734.17076240557,162044.77341316896,82748.89009341015
YLDs (Years Lived with Disability),Canada,Both,All ages,Major depressive disorder,Number,2019,162784.8338101714,223694.39248455394,111652.63483893784
YLDs (Years Lived with Disability),Canada,Both,All ages,Bipolar disorder,Number,2019,66529.7577980383,101364.56408500686,40495.21686146012
YLDs (Years Lived with Disability),Myanmar,Both,All ages,Schizophrenia,Number,2019,101458.58401187234,134862.47803222944,72154.82866989441
YLDs (Years Lived with Disability),Myanmar,Both,All ages,Alcohol use disorders,Number,2019,44067.409122541845,63561.76704746958,28382.044332398396
YLDs (Years Lived with Disability),Estonia,Both,All ages,Peptic ulcer disease,Number,2019,102.69956871503847,144.09671115176076,67.08700090918047
YLDs (Years Lived with Disability),Estonia,Both,All ages,Appendicitis,Number,2019,41.60212336437627,61.2202315837997,25.244755137275842
YLDs (Years Lived with Disability),Estonia,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,40.628542210027966,56.622145467994905,26.585334875927664
YLDs (Years Lived with Disability),Estonia,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,614.1525602678882,863.3156312177131,410.1244378281587
YLDs (Years Lived with Disability),Venezuela (Bolivarian Republic of),Both,All ages,Peptic ulcer disease,Number,2019,363.729419096217,515.9188873434936,238.89166015526274
YLDs (Years Lived with Disability),Venezuela (Bolivarian Republic of),Both,All ages,Appendicitis,Number,2019,1368.5902802570583,2145.312450307035,817.1579307897437
YLDs (Years Lived with Disability),Venezuela (Bolivarian Republic of),Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,812.216523424794,1124.068901822949,549.809124394667
YLDs (Years Lived with Disability),Venezuela (Bolivarian Republic of),Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,14761.496759030344,20941.64969409079,9818.437218394194
YLDs (Years Lived with Disability),Norway,Both,All ages,Idiopathic epilepsy,Number,2019,5212.026079962428,8976.902969359438,2625.0064746144963
YLDs (Years Lived with Disability),Norway,Both,All ages,Schizophrenia,Number,2019,11362.64200628177,14297.344813968526,8341.058751399554
YLDs (Years Lived with Disability),Norway,Both,All ages,Alcohol use disorders,Number,2019,9247.882884032488,13174.996162976802,6276.2490598372315
YLDs (Years Lived with Disability),Norway,Both,All ages,Opioid use disorders,Number,2019,7899.226727977764,10771.321259626875,5323.573268581997
YLDs (Years Lived with Disability),Papua New Guinea,Both,All ages,Idiopathic epilepsy,Number,2019,9209.961616193603,19923.44096398422,2103.0242486729926
YLDs (Years Lived with Disability),Turkey,Both,All ages,Peptic ulcer disease,Number,2019,5583.107755588224,8271.596178127467,3489.7010134601246
YLDs (Years Lived with Disability),China,Both,All ages,Peptic ulcer disease,Number,2019,67000.77961929885,95055.74128059164,42957.00743499975
YLDs (Years Lived with Disability),Monaco,Both,All ages,Major depressive disorder,Number,2019,274.74974134893864,395.61738101384225,185.75294740423865
YLDs (Years Lived with Disability),Monaco,Both,All ages,Bipolar disorder,Number,2019,82.25489906849657,123.37389386623876,49.44865697069878
YLDs (Years Lived with Disability),China,Both,All ages,Appendicitis,Number,2019,30592.869734574753,43872.08381952229,20037.717538880308
YLDs (Years Lived with Disability),China,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,30106.831057681236,41165.57037172528,20303.162315595586
YLDs (Years Lived with Disability),China,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,254758.0922185935,361596.4656775375,164210.47929466065
YLDs (Years Lived with Disability),Finland,Both,All ages,Peptic ulcer disease,Number,2019,179.52820261974395,252.36491454674507,117.07299617839357
YLDs (Years Lived with Disability),China,Both,All ages,Idiopathic epilepsy,Number,2019,833736.4336114824,1278491.1755107285,473711.88408292114
YLDs (Years Lived with Disability),Papua New Guinea,Both,All ages,Peptic ulcer disease,Number,2019,524.4206285480719,764.2461778617536,344.1373805431709
YLDs (Years Lived with Disability),Papua New Guinea,Both,All ages,Appendicitis,Number,2019,135.99623085968292,203.746611072867,85.26058155290265
YLDs (Years Lived with Disability),Kazakhstan,Both,All ages,Major depressive disorder,Number,2019,88018.74475881553,123315.80231128154,58736.934139219855
YLDs (Years Lived with Disability),Kazakhstan,Both,All ages,Bipolar disorder,Number,2019,20790.294299329475,32061.313096978545,12311.929888335975
YLDs (Years Lived with Disability),Turkey,Both,All ages,Appendicitis,Number,2019,2800.968954475167,4352.973144736372,1642.3026209488003
YLDs (Years Lived with Disability),Turkey,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,2115.9842536034234,2920.2477962227545,1425.7385940740344
YLDs (Years Lived with Disability),Turkey,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,13365.616837235133,18696.67000376932,8813.475366818315
YLDs (Years Lived with Disability),Czechia,Both,All ages,Major depressive disorder,Number,2019,48904.44812185367,67972.60869663488,33549.992775319115
YLDs (Years Lived with Disability),Czechia,Both,All ages,Bipolar disorder,Number,2019,13986.844970118622,21398.908075733547,8256.894038601837
YLDs (Years Lived with Disability),Norway,Both,All ages,Peptic ulcer disease,Number,2019,321.99045021989315,446.6265894306332,210.02668834265506
YLDs (Years Lived with Disability),Norway,Both,All ages,Appendicitis,Number,2019,177.60990001240924,257.4697359105494,112.75069364215264
YLDs (Years Lived with Disability),Norway,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,203.5319064328421,271.44397330224655,139.5631461584995
YLDs (Years Lived with Disability),Norway,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,1713.0481713795782,2481.0428883405875,1099.4275003047392
YLDs (Years Lived with Disability),Finland,Both,All ages,Appendicitis,Number,2019,155.28205398838242,234.2165186518592,95.81980944850395
YLDs (Years Lived with Disability),Finland,Both,All ages,Paralytic ileus and intestinal obstruction,Number,2019,159.87661838641688,224.66474367895867,106.63439796557887
YLDs (Years Lived with Disability),Finland,Both,All ages,"Inguinal, femoral, and abdominal hernia",Number,2019,1384.238584206996,1953.4717769434412,933.6342591172163
YLDs (Years Lived with Disability),Peru,Both,All ages,Idiopathic epilepsy,Number,2019,45439.24596255331,96337.89099623571,10637.321057762065
YLDs (Years Lived with Disability),Estonia,Both,All ages,Major depressive disorder,Number,2019,9298.977772972772,12781.5004154003,6281.17520445701
YLDs (Years Lived with Disability),Estonia,Both,All ages,Bipolar disorder,Number,2019,1644.9500421029782,2561.70276979295,978.2324709291029
YLDs (Years Lived with Disability),Dominican Republic,Both,All ages,Schizophrenia,Number,2019,19633.07409175162,26353.110578349813,13742.107769081238
YLDs (Years Lived with Disability),Dominican Republic,Both,All ages,Alcohol use disorders,Number,2019,14485.856398031767,20930.650789557174,9431.27313860428
YLDs (Years Lived with Disability),Djibouti,Both,All ages,Major depressive disorder,Number,2019,6322.184386260079,8998.521200455576,4142.880448284764
YLDs (Years Lived with Disability),Djibouti,Both,All ages,Bipolar disorder,Number,2019,1500.910823396224,2372.31199203435,876.97254667033
YLDs (Years Lived with Disability),Philippines,Both,All ages,Idiopathic epilepsy,Number,2019,94262.92648786047,140545.12468897877,56119.921599354704
YLDs (Years Lived with Disability),Philippines,Both,All ages,Schizophrenia,Number,2019,202808.16554044466,258278.34496335566,149362.90939969718
YLDs (Years Lived with Disability),Philippines,Both,All ages,Alcohol use disorders,Number,2019,85512.02880159285,121576.53047667313,57138.13465321496
YLDs (Years Lived with Disability),Benin,Both,All ages,Schizophrenia,Number,2019,12439.165222027774,16703.17221923264,8565.380633140481
YLDs (Years Lived with Disability),Benin,Both,All ages,Alcohol use disorders,Number,2019,5083.0341539269275,7302.882631643007,3247.3535092474626
YLDs (Years Lived with Disability),Benin,Both,All ages,Opioid use disorders,Number,2019,5712.268764843737,8254.854230667204,3755.432858435291
YLDs (Years Lived with Disability),Benin,Both,All ages,Major depressive disorder,Number,2019,55258.81700240222,79042.29283961332,36607.26525562136
YLDs (Years Lived with Disability),Pakistan,Both,All ages,Opioid use disorders,Number,2019,159375.52980311564,237087.65478082094,100215.40319527822
YLDs (Years Lived with Disability),China,Both,All ages,Schizophrenia,Number,2019,3569946.3381759445,4448819.914093717,2649629.005337276
YLDs (Years Lived with Disability),China,Both,All ages,Alcohol use disorders,Number,2019,2091491.197213337,2986763.3825849793,1404586.1265793948
YLDs (Years Lived with Disability),China,Both,All ages,Opioid use disorders,Number,2019,1841565.7009293714,2526219.0322513366,1238510.2344300007
YLDs (Years Lived with Disability),China,Both,All ages,Major depressive disorder,Number,2019,5087996.971422502,6995488.576312457,3514400.11819438
YLDs (Years Lived with Disability),Tuvalu,Both,All ages,Idiopathic epilepsy,Number,2019,10.446701686875501,21.124817103284258,2.436946326810083
YLDs (Years Lived with Disability),Tuvalu,Both,All ages,Schizophrenia,Number,2019,20.43391988416396,27.331069119797874,14.27126107984179
YLDs (Years Lived with Disability),Tuvalu,Both,All ages,Alcohol use disorders,Number,2019,8.669893878983597,12.63291865605843,5.71289435871548
YLDs (Years Lived with Disability),Tuvalu,Both,All ages,Opioid use disorders,Number,2019,5.736565512914715,8.28261136662474,3.590283255968645
YLDs (Years Lived with Disability),Peru,Both,All ages,Schizophrenia,Number,2019,63431.604316161036,84022.94917881425,44291.458174377825
YLDs (Years Lived with Disability),Peru,Both,All ages,Alcohol use disorders,Number,2019,27277.509224172412,39890.857780902705,17711.744072335558
YLDs (Years Lived with Disability),Peru,Both,All ages,Opioid use disorders,Number,2019,22392.60779603012,31343.77995589104,14815.450054947101
YLDs (Years Lived with Disability),Jordan,Both,All ages,Schizophrenia,Number,2019,18387.482130049866,24958.060389857135,12639.85213167653
YLDs (Years Lived with Disability),Jordan,Both,All ages,Alcohol use disorders,Number,2019,4849.570762936147,7242.056774698629,2984.349333001038
YLDs (Years Lived with Disability),Jordan,Both,All ages,Opioid use disorders,Number,2019,12265.232261187564,17416.81853591278,8041.458708997474
YLDs (Years Lived with Disability),Finland,Both,All ages,Idiopathic epilepsy,Number,2019,4896.787639135023,10970.027945805146,1149.4201163447356
YLDs (Years Lived with Disability),Finland,Both,All ages,Schizophrenia,Number,2019,10966.043555220269,14381.435487354553,7760.611165742206
YLDs (Years Lived with Disability),Finland,Both,All ages,Alcohol use disorders,Number,2019,13087.036209600697,18193.18965542846,8904.021079893853
YLDs (Years Lived with Disability),Finland,Both,All ages,Opioid use disorders,Number,2019,6436.810460919416,8677.996422073422,4429.765853237911
YLDs (Years Lived with Disability),Jordan,Both,All ages,Peptic ulcer disease,Number,2019,382.65755694369693,571.3022287027646,236.18421434943292
