"location","YLD","cause","YLL","YLDtoYLL"
"Canada",45.309490041,"Ischemic heart disease",947.127021216736,0.0478388738004673
"Canada",148.040712883,"Ischemic stroke",103.501117148715,1.43032961345034
"Canada",15.7219110163,"Intracerebral hemorrhage",142.216803043013,0.110548899144814
"Canada",7.40843921848,"Hypertensive heart disease",24.0891144908715,0.307543028254003
"Canada",49.8397238975,"Atrial fibrillation and flutter",39.2359931194364,1.27025519006962
"Canada",6.46652261748,"Peripheral artery disease",23.2609363409246,0.277999239699694
"Canada",93.6952293396,"Other cardiovascular and circulatory diseases",50.4830800398039,1.85597291737598
"Canada",181.703075388,"Chronic obstructive pulmonary disease",245.123816090685,0.741270588414704
"Guam",5.06105178908,"Diabetes mellitus type 1",104.483809812117,0.0484386221959247
"Guam",996.493913372,"Diabetes mellitus type 2",507.220405390894,1.96461716204821
"Brunei",0.640627340691,"Rheumatic heart disease",58.5448513108429,0.0109425052134747
"Brunei",39.8411016491,"Ischemic heart disease",1909.25175962904,0.0208673902999785
"Brunei",183.873241902,"Ischemic stroke",303.415115062672,0.606012135763309
"Brunei",40.8759126259,"Intracerebral hemorrhage",491.224664900655,0.0832122561153698
"Brunei",12.1666445072,"Hypertensive heart disease",114.363876403779,0.106385380504625
"Brunei",20.3817942218,"Atrial fibrillation and flutter",69.0526527051424,0.29516308821373
"Brunei",4.39521431877,"Peripheral artery disease",10.6928943174291,0.411040658244038
"Brunei",49.8158865707,"Other cardiovascular and circulatory diseases",87.0892682277856,0.57200947469675
"Brunei",209.166726275,"Chronic obstructive pulmonary disease",455.241368170589,0.459463354825479
"Canada",1.20042771085,"Esophageal cancer",75.6788502840281,0.0158621293313087
"Canada",3.16141883292,"Stomach cancer",117.524721124848,0.0269000326285529
"Canada",0.0654715109121,"Liver cancer due to hepatitis B",4.67224761586369,0.0140128512645187
"Canada",0.211744914663,"Liver cancer due to hepatitis C",14.3627072774496,0.014742688169622
"Canada",0.616020428926,"Liver cancer due to alcohol use",42.807431335965,0.0143905020623941
"Canada",0.0966341889654,"Liver cancer due to other causes",6.80863307906923,0.0141928912665992
"Canada",1.54646433676,"Larynx cancer",15.3066267692367,0.101032341094779
"Canada",9.61443857599,"Tracheal, bronchus, and lung cancer",634.242409159432,0.0151589336145656
"Canada",30.5484481108,"Breast cancer",216.078978015225,0.141376307826889
"Canada",2.51883380614,"Cervical cancer",40.053603071685,0.0628865723174011
"Canada",22.1823115001,"Prostate cancer",100.627987408322,0.220438787174487
"Canada",20.0902183405,"Colon and rectum cancer",273.383414605656,0.0734873341511199
"Canada",1.95890241377,"Lip and oral cavity cancer",31.4756875499634,0.062235412988533
"Canada",0.213674105775,"Nasopharynx cancer",7.58435983112773,0.0281729915948922
"Canada",0.532493788934,"Other pharynx cancer",13.7248763267539,0.0387977112694275
"Canada",1.5517316788,"Pancreatic cancer",156.791039362564,0.00989681352396534
"Solomon Islands",6.84172138457,"Self-harm by other specified means",790.950259875264,0.00865000206921857
"Solomon Islands",0.180331203165,"Acute lymphoid leukemia",18.5613882935775,0.00971539414578148
"Solomon Islands",0.340373481886,"Chronic lymphoid leukemia",8.98348363625146,0.0378888074680156
"Solomon Islands",0.343946483669,"Acute myeloid leukemia",46.4646343700082,0.00740232842316325
"Cambodia",1.90545320832,"Self-harm by other specified means",183.441344148939,0.0103872614821931
"Cambodia",0.444944310103,"Acute lymphoid leukemia",41.0500212185582,0.0108390762512407
"Cambodia",0.14604279178,"Chronic lymphoid leukemia",3.28024468975894,0.0445219200372313
"Cambodia",0.258806543966,"Acute myeloid leukemia",30.7548978305577,0.00841513262023756
"Cambodia",0.126527080142,"Chronic myeloid leukemia",9.20502950677523,0.0137454290666718
"Cambodia",0.591768077498,"Alcoholic cardiomyopathy",9.36508471494052,0.0631887586189078
"Cambodia",1.32384105446,"Myocarditis",18.0733814849074,0.0732481110723803
"Trinidad and Tobago",35.9466445933,"Rheumatic heart disease",43.959240765278,0.817726693353018
"Czech Republic",287.991198638,"Chronic obstructive pulmonary disease",261.660049062676,1.1006311420855
"Czech Republic",118.154178554,"Asthma",12.9590447433416,9.11750679884857
"Czech Republic",18.140718624,"Other chronic respiratory diseases",5.04013574749027,3.59925199098718
"Turkey",2.61826805631,"Self-harm",161.062273187006,0.0162562467578611
"Turkey",0.0588998850356,"Self-harm by firearm",32.7435455112634,0.00179882429089236
"Turkey",2.55936817128,"Self-harm by other specified means",128.318727675742,0.0199453985995517
"Iceland",1.6626457144,"Pancreatic cancer",168.333239344579,0.00987710876873556
"Iceland",4.36678205412,"Kidney cancer",109.274950487894,0.0399614187389063
"Iceland",6.72420503806,"Bladder cancer",55.1749369220719,0.121870642961625
"Iceland",0.440653070502,"Rheumatic heart disease",13.8611573441839,0.0317904962450264
"Iceland",57.6170162097,"Ischemic heart disease",973.53351087748,0.0591833928323307
"Botswana",705.975413988,"Chronic obstructive pulmonary disease",527.304425110171,1.33883840220097
"Iceland",2.75801101448,"Stomach cancer",92.6381529978373,0.0297718696371719
"Iceland",0.160969250854,"Liver cancer due to hepatitis B",9.99126312622877,0.0161110010636621
"Iceland",0.30723862357,"Liver cancer due to hepatitis C",18.3108407630797,0.016779056054569
"Iceland",0.400536829195,"Liver cancer due to alcohol use",24.7415864660662,0.0161888094663755
"Iceland",0.0564789258598,"Liver cancer due to other causes",3.45322269123052,0.0163554253258061
"Iceland",1.06722030038,"Larynx cancer",11.0535659546708,0.0965498649717686
"Iceland",9.02915687567,"Tracheal, bronchus, and lung cancer",554.517103988791,0.0162829186164337
"Iceland",28.4537148582,"Breast cancer",170.333766310265,0.167046825033923
"Iceland",1.50871440202,"Cervical cancer",25.2419798707782,0.0597700501206163
"Iceland",33.3186777379,"Prostate cancer",149.019488844058,0.223586042311328
"Iceland",16.7701099606,"Colon and rectum cancer",205.763120369068,0.0815020200438263
"Iceland",2.07328632263,"Lip and oral cavity cancer",29.8747464867083,0.0693992942685701
"Iceland",0.267675224828,"Nasopharynx cancer",7.16476676185274,0.0373599356022556
"Iceland",0.524704234941,"Other pharynx cancer",11.867139667154,0.0442148866245571
"Czech Republic",0.822154773085,"Esophageal cancer",71.9591701675175,0.0114252953608423
"Czech Republic",2.30832849367,"Stomach cancer",121.88823876579,0.0189380740672238
"Czech Republic",0.157998534146,"Liver cancer due to hepatitis B",16.6062196399423,0.00951441914967644
"Czech Republic",0.267693163829,"Liver cancer due to hepatitis C",22.9152401087479,0.0116818834347194
"Indonesia",0.241635098715,"Liver cancer due to hepatitis B",30.1626645980772,0.00801106606245934
"Indonesia",0.881206949541,"Liver cancer due to hepatitis C",89.7579525058369,0.00981759192294071
"Indonesia",0.3758284384,"Liver cancer due to alcohol use",40.9030730368525,0.00918826901004209
"Indonesia",0.0874312794205,"Liver cancer due to other causes",10.3738069662862,0.00842808042453875
"Indonesia",0.793302917084,"Larynx cancer",32.8076674369692,0.0241804120517897
"Indonesia",3.91500193581,"Tracheal, bronchus, and lung cancer",404.910701457064,0.00966880332310788
"Indonesia",9.64340603031,"Breast cancer",225.076567875083,0.0428450021312839
"Indonesia",4.02307726556,"Cervical cancer",116.080606802968,0.0346576174639461
"Indonesia",3.83691035336,"Prostate cancer",80.811945042521,0.0474794951580627
"Indonesia",3.65419244865,"Colon and rectum cancer",153.724672634783,0.0237710211771377
"Indonesia",0.991732538062,"Lip and oral cavity cancer",33.0324071017177,0.030023017547832
"Indonesia",1.0337428247,"Nasopharynx cancer",44.6903283260785,0.0231312425623146
"Indonesia",0.276400394653,"Other pharynx cancer",17.5951004759344,0.0157089409651877
"Indonesia",0.723759811165,"Pancreatic cancer",77.1122721347794,0.00938579283333772
"Indonesia",1.18063442802,"Kidney cancer",25.4672754289178,0.0463588824534957
"Indonesia",2.15879740453,"Bladder cancer",46.6674766821905,0.046259141440871
"Botswana",1.85600875721,"Esophageal cancer",170.990275393555,0.010854469664653
"Botswana",1.13322264972,"Stomach cancer",94.7163679572669,0.011964380330032
"Botswana",0.462019834014,"Liver cancer due to hepatitis B",56.7931429191287,0.0081351341071562
"Botswana",0.469944641026,"Liver cancer due to hepatitis C",45.3770563317072,0.0103564373499835
"Botswana",0.324014704531,"Liver cancer due to alcohol use",34.575767104628,0.00937115013386442
"Botswana",0.108847819689,"Liver cancer due to other causes",12.5290020604347,0.00868766875158638
"Czech Republic",0.408535102116,"Liver cancer due to alcohol use",37.2959492524765,0.0109538732839431
"Czech Republic",0.0497753639558,"Liver cancer due to other causes",4.95937288159412,0.0100366246185143
"Czech Republic",1.56050637597,"Larynx cancer",32.4912036849506,0.0480285800151134
"Czech Republic",7.96422013444,"Tracheal, bronchus, and lung cancer",589.73432108355,0.0135047594310043
"Czech Republic",21.4473795813,"Breast cancer",186.060973761298,0.115270704800327
"Czech Republic",3.31160254191,"Cervical cancer",68.7489848250859,0.0481694755251371
"Czech Republic",16.3007657458,"Prostate cancer",105.745879836078,0.154150362842209
"Czech Republic",18.138415298,"Colon and rectum cancer",390.691694703961,0.0464264163888716
"Czech Republic",1.84748048818,"Lip and oral cavity cancer",57.3380883608312,0.0322208246035989
"Czech Republic",0.131808611765,"Nasopharynx cancer",6.41695119310096,0.0205406910226637
"Czech Republic",1.00220976141,"Other pharynx cancer",43.9685959974888,0.02279376310918
"Czech Republic",2.08429520661,"Pancreatic cancer",222.411029239364,0.00937136622108262
"Czech Republic",4.3203222656,"Kidney cancer",115.664242246306,0.0373522722467667
"Czech Republic",7.17501011485,"Bladder cancer",64.8167499615638,0.110696851031636
"Iceland",12.5116336017,"Self-harm",398.374182827859,0.0314067380393131
"Iceland",0.0232463281492,"Self-harm by firearm",38.6650667015829,0.000601223019440655
"Iceland",12.4883872735,"Self-harm by other specified means",359.709116126275,0.0347180171800705
"Tonga",52.4600971587,"Rheumatic heart disease",91.0528086640799,0.576150235543424
"Tonga",80.3676850698,"Ischemic heart disease",2370.40426440622,0.0339046323349118
"Tonga",172.111378011,"Ischemic stroke",376.127878580691,0.457587399956786
"Tonga",48.8025216685,"Intracerebral hemorrhage",733.895612756259,0.0664979062692779
"Tonga",16.7932884279,"Hypertensive heart disease",141.923318156409,0.118326492404812
"Tonga",31.3331679347,"Atrial fibrillation and flutter",56.9582685187595,0.550107451464755
"Tonga",12.6975442706,"Peripheral artery disease",7.51729147301944,1.6891116057124
"Tonga",86.3778959105,"Other cardiovascular and circulatory diseases",157.48803310416,0.548472758265836
"Tonga",415.042102371,"Chronic obstructive pulmonary disease",655.358128431857,0.633305797799615
"Trinidad and Tobago",2.96855030555,"Self-harm",485.555591892976,0.00611371870721718
"Trinidad and Tobago",0.0674767019643,"Self-harm by firearm",9.95508105302842,0.00677811678326547
"Trinidad and Tobago",2.90107360359,"Self-harm by other specified means",475.600510839947,0.0060998117905014
"Indonesia",7.2637704664,"Rheumatic heart disease",25.498438357004,0.284871189548938
"Indonesia",74.9275329162,"Ischemic heart disease",2508.10687460873,0.0298741388075374
"Indonesia",203.238099378,"Ischemic stroke",1022.82455978526,0.198702795541661
"Indonesia",65.1539674289,"Intracerebral hemorrhage",1882.78739096376,0.0346050582989877
"Indonesia",20.7982642445,"Hypertensive heart disease",242.004650207222,0.0859415892491779
"Indonesia",31.4824036642,"Atrial fibrillation and flutter",39.3633485585242,0.799789774424119
"Indonesia",10.8857802066,"Peripheral artery disease",2.15573943334632,5.04967346155661
"Indonesia",44.6056007264,"Other cardiovascular and circulatory diseases",117.015010081568,0.3811955465825
"Indonesia",387.942631113,"Chronic obstructive pulmonary disease",661.769792269947,0.586219914605518
"Indonesia",199.894897271,"Asthma",297.106184276567,0.672806248573151
"Trinidad and Tobago",0.385101234573,"Esophageal cancer",33.8340894451528,0.0113820481321737
"Trinidad and Tobago",1.16182313953,"Stomach cancer",90.8283032189266,0.012791421818479
"Trinidad and Tobago",0.180878671268,"Liver cancer due to hepatitis B",21.6244451643304,0.00836454622966976
"Guam",7.62517324073,"Self-harm",1027.30675548691,0.00742248914455535
"Guam",0.0854639397973,"Self-harm by firearm",83.1384036187271,0.00102797186471414
"Guam",7.53970930093,"Self-harm by other specified means",944.168351868188,0.0079855560568319
"Gabon",0.164092724691,"Acute lymphoid leukemia",17.3650608500772,0.00944959111331132
"Gabon",0.194759726777,"Chronic lymphoid leukemia",4.35356657622767,0.0447356720902055
"Gabon",0.379910097228,"Acute myeloid leukemia",51.7351487548431,0.0073433653207083
"Gabon",0.159008669233,"Chronic myeloid leukemia",12.3123146926017,0.0129146040531717
"Gabon",2.06770629181,"Alcoholic cardiomyopathy",22.6894726616134,0.0911306455926671
"Gabon",1.27913825593,"Myocarditis",12.5213837717379,0.10215630151175
"Gabon",0.595601989465,"Other leukemia",38.6759149525377,0.015399816402428
"Gabon",9.50388783796,"Other cardiomyopathy",150.399299361895,0.063191037978784
"Botswana",1.04617696357,"Kidney cancer",24.79029518891,0.0422010692328509
"Botswana",1.74692981427,"Bladder cancer",39.0628893855573,0.0447209574547216
"Botswana",48.2122874469,"Rheumatic heart disease",60.010236554449,0.803401056470685
"Botswana",77.3725909869,"Ischemic heart disease",1590.75532263468,0.0486389012099937
"Botswana",113.073454382,"Ischemic stroke",435.260340329246,0.259783499448784
"Botswana",30.5898216668,"Intracerebral hemorrhage",825.793308900951,0.0370429517133192
"Botswana",7.54002580503,"Hypertensive heart disease",349.232763158345,0.0215902589918555
"Botswana",27.5866201582,"Atrial fibrillation and flutter",31.4082937321168,0.878322789308069
"Botswana",8.73211793628,"Peripheral artery disease",23.6662089330826,0.368969865894893
"Trinidad and Tobago",10.1938075192,"Diabetes mellitus type 1",288.899483758675,0.0352849627371267
"Trinidad and Tobago",1047.90582468,"Diabetes mellitus type 2",1612.8196302475,0.649735286591961
"Mali",0.639169276588,"Esophageal cancer",56.4502191665157,0.0113227067321491
"Mali",3.57231957871,"Stomach cancer",346.678457555717,0.0103044175398059
"Mali",2.37987636464,"Liver cancer due to hepatitis B",322.906485052155,0.00737017209256608
"Mali",1.72435661981,"Liver cancer due to hepatitis C",190.263386385157,0.00906299762960871
"Brunei",0.689465610166,"Esophageal cancer",48.322235037618,0.014268081963288
"Brunei",3.59778361389,"Stomach cancer",240.740910893809,0.0149446290642183
"Brunei",1.08474018803,"Liver cancer due to hepatitis B",126.342268798737,0.00858572667994421
"Brunei",0.879936348047,"Liver cancer due to hepatitis C",87.2998497828321,0.0100794715023673
"Brunei",0.358877281857,"Liver cancer due to alcohol use",37.983905964358,0.00944814054125321
"Brunei",0.123138067263,"Liver cancer due to other causes",13.6108280062661,0.00904706658597919
"Brunei",1.18550768072,"Larynx cancer",16.8940636039887,0.0701730328776613
"Brunei",7.24270558856,"Tracheal, bronchus, and lung cancer",638.078677256171,0.0113508033518761
"Brunei",26.391316039,"Breast cancer",297.490351040125,0.0887131832905745
"Brunei",7.48418373701,"Cervical cancer",139.403746707925,0.0536871060767876
"Brunei",9.09300044231,"Prostate cancer",84.946676904338,0.107043627528243
"Brunei",21.2794225916,"Colon and rectum cancer",463.292671481369,0.045930842211597
"Guam",0.174760281009,"Acute lymphoid leukemia",12.8661015627465,0.0135830018251227
"Guam",0.551062263707,"Chronic lymphoid leukemia",8.20972983876858,0.0671230691544481
"Guam",0.591884066662,"Acute myeloid leukemia",70.5349825231876,0.00839135483541695
"Guam",0.176744574668,"Chronic myeloid leukemia",9.06673465273304,0.0194937407388141
"Guam",0.702423212295,"Alcoholic cardiomyopathy",10.6200886957774,0.0661409930196049
"Guam",2.07414682675,"Myocarditis",30.1798386672535,0.0687262397131547
"Guam",1.10698488464,"Other leukemia",56.7567281058319,0.0195040292417112
"Guam",3.97751436656,"Other cardiomyopathy",122.394149369948,0.0324975857672543
"Botswana",1.43635350486,"Myocarditis",10.243216297484,0.140224853517231
"Botswana",0.964018123657,"Other leukemia",45.4230677280431,0.0212230959262542
"Botswana",12.7949407254,"Other cardiomyopathy",127.540850404909,0.100320334110831
"Bolivia",2.12574523698,"Self-harm",273.064042695393,0.00778478636731859
"Bolivia",0.0930261628568,"Self-harm by firearm",17.1312392890801,0.00543020626161573
"Bolivia",2.03271907413,"Self-harm by other specified means",255.932803406313,0.00794239365597423
"Algeria",224.413610763,"Asthma",95.2009597469242,2.35726206289901
"Hungary",0.929717429918,"Esophageal cancer",92.4068163236471,0.0100611347399064
"Hungary",2.0840750522,"Stomach cancer",172.508444962716,0.0120810030642293
"Hungary",0.196068089238,"Liver cancer due to hepatitis B",22.9815805627592,0.00853153196763678
"Hungary",0.261219681476,"Liver cancer due to hepatitis C",26.0210362818332,0.0100387885650186
"Hungary",0.40201871065,"Liver cancer due to alcohol use",42.6308052731426,0.00943023966059753
"Hungary",0.0520401002961,"Liver cancer due to other causes",5.82651843685609,0.00893159454656769
"Hungary",2.833268987,"Larynx cancer",76.8795699048007,0.0368533407576085
"Hungary",10.0280343646,"Tracheal, bronchus, and lung cancer",1105.54447068415,0.00907067479465054
"Hungary",22.3384749447,"Breast cancer",252.778385127361,0.0883717764612068
"Hungary",3.17014985516,"Cervical cancer",74.5380440367141,0.0425306284345015
"Hungary",9.1661138249,"Prostate cancer",94.4627691547218,0.0970341427307376
"Hungary",19.7028204639,"Colon and rectum cancer",525.378665264995,0.0375021327787684
"Hungary",3.11184429379,"Lip and oral cavity cancer",123.355740806378,0.0252265867275236
"Hungary",0.310066737582,"Nasopharynx cancer",16.2187600908763,0.0191177831008441
"Hungary",1.93630783537,"Other pharynx cancer",102.481072316725,0.0188942971770017
"Hungary",1.90133165625,"Pancreatic cancer",224.911942816492,0.00845367138996846
"Algeria",12.2412006639,"Diabetes mellitus type 1",107.603000112546,0.113762633486952
"Algeria",615.658595069,"Diabetes mellitus type 2",221.871402595534,2.7748442920845
"Bahrain",12.5518525957,"Breast cancer",150.773239302308,0.0832498701611957
"Bahrain",0.746046796949,"Cervical cancer",19.625991640709,0.038013202624703
"Bahrain",9.9291166406,"Prostate cancer",61.7612534485052,0.16076611283284
"Bahrain",4.91531212124,"Colon and rectum cancer",140.764307288334,0.0349187391031716
"Bahrain",0.652026385419,"Lip and oral cavity cancer",18.3662805735993,0.0355012754382213
"Bahrain",0.170007857807,"Nasopharynx cancer",6.30075703985648,0.0269821319456674
"Bahrain",0.123754664817,"Other pharynx cancer",5.73518639727335,0.0215781417105878
"Bahrain",0.777243856941,"Pancreatic cancer",80.3141088178794,0.00967755066178324
"Iceland",95.8211189004,"Ischemic stroke",128.503366611823,0.745670105203172
"Iceland",12.9025949269,"Intracerebral hemorrhage",118.16158884141,0.109194494195717
"Iceland",7.79230053243,"Hypertensive heart disease",34.3328933581213,0.226963118172118
"Iceland",49.0302434218,"Atrial fibrillation and flutter",66.7737744954242,0.734273953993119
"Iceland",5.32589818818,"Peripheral artery disease",6.28751620996348,0.847059158231726
"Iceland",88.2438451386,"Other cardiovascular and circulatory diseases",47.6855602171909,1.85053598482812
"United Arab Emirates",2.14559895545,"Esophageal cancer",199.891300693585,0.0107338285758568
"United Arab Emirates",2.09227025712,"Stomach cancer",172.455657825877,0.0121322216011753
"United Arab Emirates",0.388609202377,"Liver cancer due to hepatitis B",45.1991941180239,0.00859770201570996
"United Arab Emirates",0.473779841281,"Liver cancer due to hepatitis C",46.9300901027407,0.0100954385607142
"Mali",3.77902566703,"Self-harm",225.318257941593,0.0167719460533447
"Mali",0.107945811061,"Self-harm by firearm",37.1590869466323,0.00290496403251326
"Mali",3.67107985597,"Self-harm by other specified means",188.15917099496,0.0195105018615773
"Tonga",2.32547376161,"Liver cancer due to hepatitis B",306.853607824753,0.00757844686296829
"Tonga",1.131511158,"Liver cancer due to hepatitis C",119.010619882463,0.00950764863772239
"Tonga",0.844408122537,"Liver cancer due to alcohol use",96.1102854484954,0.00878582472829622
