,Country Code,Country,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Super_region,Region,NCD_region,SDI,World_bank,LocID
11,ARM,Armenia,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462030296,16.04982103,44.28969387,52.56353381,59.90180477,65.0967806,65.51876772,65.00059042,67.04544702,67.7561618,70.95530514,75.89468938,76.3796018,78.58877228,82.05246309,89.39612027,92.44163764,100,107.6500081,110.4037169,116.7957253,120.2777664,124.7661613,123.014934,124.2076293,127.337952,NA,"Central Europe, Eastern Europe, and Central Asia",Central Asia,"Central Asia, Middle East and North Africa",High-middle SDI,LMIC,NA
12,AZE,Azerbaijan,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043035339,0.03846064,0.472296671,8.322887267,42.59317806,51.02441367,52.89922824,52.49047703,48.01557462,48.8822572,49.63856148,51.01412779,52.1537145,55.65267092,61.03957527,66.12351561,77.14052499,93.21452213,94.5783997,100,107.8523838,109.0043583,111.6410319,113.1925368,117.7309217,132.3878275,149.4723326,152.345016,NA,"Central Europe, Eastern Europe, and Central Asia",Central Asia,"Central Asia, Middle East and North Africa",High-middle SDI,UMIC,NA
13,BDI,Burundi,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,1.468451155,1.533604277,1.516898349,1.608780958,1.673516432,1.670175247,1.734493073,1.800899141,1.909070031,2.209219887,2.556285561,2.731558599,2.918247355,3.615580673,4.93674122,5.060086662,5.675767361,6.008826859,6.498620238,7.429019235,7.711640436,7.840862519,8.398601703,8.775429971,9.798785499,10.48491308,11.42823428,11.63660909,12.76295681,14.65861517,17.48234139,22.10410981,28.98104978,32.60380005,33.70757701,41.94302039,45.8421223,45.21606558,50.03043014,54.12113292,61.2933033,62.97606191,68.27364782,84.93716361,93.90265116,100,109.5921661,129.495249,139.7745276,145.932088,154.0235683,162.5837201,188.6825292,183.3716857,NA,Sub-Saharan Africa,Eastern Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
14,BEN,Benin,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.38601045,38.55513891,53.41076789,61.13532595,64.13966242,66.36293292,70.18100121,70.41029861,73.3431723,76.265381,78.16375015,79.32623464,80.01945933,84.31211991,87.50095349,88.63677549,95.68100485,97.74468143,100,102.7209085,109.6488348,110.6247189,109.5117857,109.8114842,108.879901,108.9659933,110.0819439,NA,Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
15,BFA,Burkina Faso,Consumer price index (2010 = 100),FP.CPI.TOTL,10.71330051,12.70191821,12.91479087,13.63468751,13.88626429,13.7848595,14.11074819,13.49922309,13.46051897,14.76020333,15.02184318,15.33147615,14.88328243,16.01499091,17.41143557,20.67728925,18.94024833,24.61969094,26.65552767,30.65211514,34.39248133,36.99107597,41.45211288,44.83201982,47.00500885,50.25120194,48.93876973,47.62633752,49.65313157,49.41390342,49.16470743,50.22794365,49.22783708,49.50029136,61.96341345,66.58516841,70.64540173,72.28345003,75.95858166,75.14383956,74.91524285,78.66657338,80.37811793,82.01346358,81.68522216,86.92536198,88.95342505,88.74827416,98.20866083,100.7701162,100,102.7597672,106.6832918,107.2527016,106.9758936,107.9975062,107.7331671,108.12235,110.1382367,NA,Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
16,BGD,Bangladesh,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.28000283,26.67757932,28.65512584,30.38746567,32.24922014,34.29942049,35.54588781,36.61753185,38.56329232,42.53446758,43.54556676,45.85592081,49.70884439,52.74441235,53.90914412,54.9911943,56.82381156,60.04498736,64.60092262,69.15310297,73.83149099,80.55531378,87.72630342,92.48411524,100,111.3951652,118.3211643,127.2312288,136.1267769,144.5588509,152.5291403,161.2264589,170.1642434,NA,South Asia,South Asia,South Asia,Low-middle SDI,LMIC,NA
17,BGR,Bulgaria,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024834863,0.025505404,0.02620078,0.026821652,0.028535257,0.035326648,0.154889375,0.296300173,0.512240158,1.004284419,1.627491445,3.606643794,41.77840809,49.57935786,50.85505597,56.10139684,60.2309866,63.73049345,65.22729439,69.23690145,72.7256368,78.00667774,84.5612155,95.0034429,97.61907981,100,104.2199035,107.2991517,108.2542145,106.7189708,106.6073072,105.7557823,107.9389572,110.9740586,NA,"Central Europe, Eastern Europe, and Central Asia",Central Europe,Central and Eastern Europe,High-middle SDI,UMIC,NA
18,BIH,Bosnia and Herzegovina,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.94370196,90.14698473,91.49988998,98.29562641,97.92066358,100,103.6712503,105.7992836,105.7008419,104.7525003,103.6805836,102.5513669,103.7500003,NA,NA,"Central Europe, Eastern Europe, and Central Asia",Central Europe,Central and Eastern Europe,Middle SDI,UMIC,NA
19,BLR,Belarus,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,Central and Eastern Europe,High-middle SDI,UMIC,NA
20,BLZ,Belize,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America and Caribbean,Caribbean,Latin America and Caribbean,Low-middle SDI,UMIC,NA
21,BOL,Bolivia,Consumer price index (2010 = 100),FP.CPI.TOTL,2.24E-05,2.41E-05,2.55E-05,2.54E-05,2.79E-05,2.87E-05,3.07E-05,3.42E-05,3.61E-05,3.69E-05,3.83E-05,3.97E-05,4.23E-05,5.56E-05,9.06E-05,9.78E-05,0.000102208,0.000110494,0.000121937,0.000145982,0.000214947,0.000284017,0.000634879,0.002384519,0.032938553,3.903099879,14.6887687,16.83019999,19.52338392,22.48575835,26.33504464,31.98314005,35.84041024,38.89683632,41.95959042,46.23661822,51.98174303,54.42927448,58.60575733,59.8713582,62.63036808,63.62597409,64.21658783,66.35967196,69.3043033,73.04204452,76.16999415,82.80105619,94.39884345,97.55785751,100,109.8844642,114.8464103,121.43446,128.4371005,133.6511464,138.4936139,142.4029535,145.6384339,NA,Latin America and Caribbean,Andean Latin America,Latin America and Caribbean,Low-middle SDI,LMIC,NA
22,BRA,Brazil,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57E-10,7.21E-10,1.45E-09,3.40E-09,9.92E-09,3.23E-08,7.99E-08,2.62E-07,1.91E-06,2.93E-05,0.000892704,0.004756207,0.050033488,1.014369318,22.07154429,36.64031594,42.4139744,45.35186848,46.80089527,49.0746922,52.53158274,56.1249316,60.86758058,69.8241962,74.43062767,79.54366733,82.87143085,85.88900587,90.76629373,95.20298175,100,106.6363694,112.3985225,119.3721044,126.9273466,138.3886413,150.4826022,155.6687862,161.3738142,NA,Latin America and Caribbean,Tropical Latin America,Latin America and Caribbean,Middle SDI,UMIC,NA
23,BTN,Bhutan,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.94178663,15.32664413,16.84466101,19.88069478,21.27886822,21.67834635,23.83552823,25.35354511,27.91020513,30.36033764,33.3963714,37.49768017,43.48985207,48.36348522,51.74573336,56.65931432,61.63947496,65.65423014,72.59849158,77.5187305,80.62800192,83.37774303,85.44837132,86.78662305,71.07075448,74.84568688,78.58831131,82.64041218,89.52201194,93.42617627,100,108.8489857,120.7349215,129.194415,139.8801638,146.242115,152.545397,158.4309794,162.7462862,NA,South Asia,South Asia,South Asia,Low-middle SDI,LMIC,NA
24,BWA,Botswana,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.038577059,3.402439218,3.801627801,4.302253684,4.691349002,5.241936541,5.956539616,6.935081539,7.707455886,8.514977124,9.24534665,9.993718243,10.99326152,12.07081374,13.07892942,14.59281743,16.25586542,18.1683706,21.10576234,24.13038763,26.67443533,29.47859764,32.4508828,35.28057747,37.63075739,40.54687624,44.03450978,46.92274986,50.69195893,55.35050061,59.19498234,64.29180368,71.72086226,76.79941542,86.55462185,93.50261844,100,108.4598723,116.6343873,123.4978627,128.9345512,132.882568,136.6231564,141.143034,145.7132674,NA,Sub-Saharan Africa,Southern Sub-Saharan Africa,Sub-Saharan Africa,Middle SDI,UMIC,NA
25,CAF,Central African Republic,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7816092,36.76934866,41.65823755,47.74559387,48.95938697,54.06283525,55.27662835,51.41455939,49.37624521,49.7164751,49.71034483,48.33716475,47.83754789,46.44291188,57.85440613,68.95632184,71.52490421,72.67739464,71.30727969,70.29885057,72.5508046,75.33302682,77.08965517,80.27708812,78.61823755,80.88521073,86.30068966,87.10191571,95.17854406,98.52873563,100,101.30057,107.1478927,108.7570881,136.2539368,186.8616667,NA,NA,NA,NA,Sub-Saharan Africa,Central Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
26,CHN,China,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.04832104,27.93261374,33.18724618,39.2424711,40.44026517,41.87859828,44.5395566,51.04682084,63.42924019,74.0797879,80.23815427,82.47396516,81.83629102,80.68937684,80.97001954,81.55230121,80.95535835,81.86821256,84.99937502,86.50931766,87.93623098,92.17191285,97.63333399,96.92239604,100,105.5538971,108.318909,111.1580007,113.2940611,114.9221246,117.220567,119.0880516,121.5588772,NA,"Southeast Asia, East Asia, and Oceania",East Asia,East and South East Asia,Middle SDI,UMIC,NA
27,CIV,Cote d'Ivoire,Consumer price index (2010 = 100),FP.CPI.TOTL,5.558836943,6.2045788,6.121359955,6.179112924,6.217311738,6.379656698,6.647048396,6.799388905,7.163187134,7.481965333,8.095874844,8.059949769,8.084960898,8.982633028,10.54196319,11.74840907,13.16722216,16.77791959,18.99981727,22.10483516,25.35446284,27.58545548,29.6772953,31.3512219,32.69454686,33.3039089,36.52871132,39.06501162,41.77248498,42.21089483,41.8707258,42.57555603,44.37709122,45.33772857,57.16252089,65.33394274,66.95475156,69.64689053,72.85862039,73.37036171,75.22720061,78.50825688,80.92416388,83.59207776,84.81084052,88.10644594,90.28020067,91.98830775,97.79141562,98.78840358,100,104.912434,106.2810284,109.0243228,109.5134954,110.8840563,111.6859459,112.4519787,112.9457135,NA,Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LMIC,NA
28,CMR,Cameroon,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,7.524800838,7.441908296,7.877861669,8.19408137,8.857221713,9.77702193,11.46188962,13.01535727,14.30786692,16.41088144,18.45617818,19.67070744,21.54960508,23.86133896,27.02464141,31.51917071,35.10394751,38.09072278,41.05038145,46.44460676,47.22595953,46.43939894,46.949945,46.97813907,46.97059671,45.46445889,61.41996607,66.99056704,69.61931958,72.95146648,75.26457645,76.6733374,77.61426503,81.04463894,83.34178651,83.86114215,84.05708151,85.74960405,90.13790706,90.96843976,95.82415884,98.74068065,100,102.9396995,105.7554057,107.9237587,109.9256349,112.8675036,113.8541804,114.583313,115.8080461,NA,Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,Low-middle SDI,LMIC,NA
29,COD,Democratic Republic of the Congo,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,3.55E-14,4.80E-14,4.67E-14,5.41E-14,7.41E-14,1.14E-13,1.21E-13,1.30E-13,1.38E-13,1.60E-13,1.85E-13,2.39E-13,3.07E-13,5.54E-13,9.37E-13,1.39E-12,2.80E-12,4.11E-12,5.56E-12,7.60E-12,1.34E-11,2.04E-11,2.53E-11,3.65E-11,6.53E-11,1.12E-10,2.28E-10,4.13E-10,9.31E-09,3.94E-07,8.22E-06,0.001962481,0.01259734,0.074631914,0.222788731,0.287728988,1.10745442,6.798738475,31.26988756,41.12696369,46.4216349,48.27589326,58.56677694,66.2113197,77.43089446,90.82751129,93.37068161,100,115.3165159,126.5273893,127.5500129,129.1355092,130.0965343,133.8509266,NA,NA,NA,Sub-Saharan Africa,Central Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
30,COG,Congo,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.44841425,36.92239862,37.08617466,37.46831876,36.79501726,37.85804508,37.2226547,35.757769,37.51836144,53.44103211,58.47411249,64.33972107,NA,73.46720248,76.51070725,75.8358893,75.87834975,79.20088037,78.70045358,80.6126905,83.10724224,88.54066405,90.89110565,95.39816918,99.61000193,100,101.759587,106.8579334,111.8071827,112.8270203,116.4026191,120.1165166,120.6571176,NA,NA,Sub-Saharan Africa,Central Sub-Saharan Africa,Sub-Saharan Africa,Low-middle SDI,LMIC,NA
31,COL,Colombia,Consumer price index (2010 = 100),FP.CPI.TOTL,0.057595104,0.062365816,0.065295197,0.082504031,0.096589478,0.10392128,0.121305407,0.131407953,0.141194611,0.151052343,0.16148798,0.180958162,0.202718954,0.248531147,0.304651083,0.381386506,0.45354071,0.608156861,0.714670209,0.887611238,1.123544031,1.432776333,1.786675524,2.13484819,2.484166161,3.079724669,3.660394214,4.513646307,5.783789356,7.279557454,9.400661986,12.2536163,15.56583785,19.05901756,23.41346649,28.3062087,34.19307549,40.50599567,48.07302464,53.30019585,58.21584415,62.85547398,66.8480066,71.61476527,75.84094007,79.6719847,83.0918649,87.6994262,93.83711475,97.77925395,100,103.4175896,106.6931614,108.8463345,112.0005039,117.5895915,126.4256182,131.8772691,136.1504014,NA,Latin America and Caribbean,Central Latin America,Latin America and Caribbean,Middle SDI,UMIC,NA
32,COM,Comoros,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.14447883,72.98517386,75.56377081,78.43449995,81.94443825,84.41368963,87.26211445,91.15938629,92.70980851,96.75413326,100,101.842663,108.273767,103.6235458,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Eastern Sub-Saharan Africa,Sub-Saharan Africa,Low SDI,LIC,NA
33,CPV,Cape Verde,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.56147918,32.88714559,34.66083434,38.42992293,39.90799689,41.53387824,43.42581291,48.0521844,52.64160405,54.28226614,57.42433861,59.40666027,64.36802235,68.20668636,74.04249312,77.29609435,80.66344748,78.66504551,81.30029679,82.8324286,83.81661899,82.23179615,82.57625825,87.00984103,90.84784254,97.00227101,97.96366389,100,104.4738834,107.1279342,108.7418625,108.4822107,108.6245263,NA,NA,NA,NA,Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,Low-middle SDI,LMIC,NA
34,CRI,Costa Rica,Consumer price index (2010 = 100),FP.CPI.TOTL,0.249148517,0.255204804,0.26203883,0.269720809,0.278686418,0.276833154,0.277339434,0.280690638,0.292181808,0.299864264,0.313814841,0.323489905,0.338374082,0.389854431,0.507097807,0.595176649,0.615923515,0.641635147,0.680227393,0.742696142,0.87732014,1.202430425,2.28609335,3.031829852,3.394153557,3.905033354,4.367262419,5.102999954,6.165767218,7.18373256,8.551815526,11.00698368,13.40521327,14.71643703,16.70819569,20.58269873,24.189301,27.38990108,30.58523254,33.65778945,37.35763013,41.56259165,45.37262374,49.65928077,55.77488642,63.47056889,70.75112796,77.37133062,87.75816222,94.64082039,100,104.8781468,109.5930064,115.3260242,120.5380068,121.5045495,121.4833203,123.4583029,126.2005566,NA,Latin America and Caribbean,Central Latin America,Latin America and Caribbean,Middle SDI,UMIC,NA
35,CUB,Cuba,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,6.707565684,6.941455366,7.281227769,7.68821602,6.994956816,7.361122417,7.839795041,8.613968397,10.74070672,12.40863341,13.97862513,15.28162135,16.86145276,19.2870175,25.0512465,28.49388375,30.21207141,31.51034205,32.73990436,33.86471131,34.77038217,36.1418876,37.22653456,39.44134339,41.24158312,43.54985668,46.1725602,47.72813401,48.34516274,51.03727082,52.7232292,54.35110948,58.45520924,60.87665805,63.55969736,66.5392041,68.55252609,71.5481782,74.15392384,77.7294359,81.8184755,86.02536946,93.50461649,95.43578866,100,105.4751149,109.4849868,112.0540099,114.9669708,116.6618678,114.7321851,116.6786462,117.0757262,NA,Latin America and Caribbean,Caribbean,Latin America and Caribbean,High-middle SDI,UMIC,NA
