"","NCD","sub_id","Intervention","Epi1","Measure1","StartAge1","StopAge1","Sex1","Adjustment1","Cost.adjustment","Ancilary","HS","Traded","Unit cost","Original.Unit.Cost","Original.Currency","Year","Country","calc_ICER","Platform","unique_id","ID","country","year","n","cpi_study","cpi_end","cpi_adjust","global_inflation","exchange","exchange_end","gni","gni_selected_country","gni_adjust","tradable_ratio","tradable_uc","nontradable_uc","adjusted_uc"
"22",2.6,"a","CVD secondary prevention","Ischemic heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.6_a",22,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,2300,2.12962962962963,0.15,6.74252662252297,67.4773393556241,93.26319919082
"23",2.6,"b","CVD secondary prevention","Ischemic stroke","Prevalence",30,"95+","Both",0.5,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.6_b",23,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,2300,2.12962962962963,0.15,6.74252662252297,67.4773393556241,93.26319919082
"24",2.6,"c","CVD secondary prevention","Ischemic heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,1,74.65595,60.77,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.6_c",24,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,2300,0.954778307803814,1,67.282683456352,0,84.5460743775828
"25",2.6,"d","CVD secondary prevention","Ischemic stroke","Prevalence",30,"95+","Both",0.5,1.25658,1.074,1.17,1,74.65595,60.77,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.6_d",25,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,2300,0.954778307803814,1,67.282683456352,0,84.5460743775828
"26",2.6,"e","CVD secondary prevention","Ischemic heart disease","Incidence",30,"95+","Both",0.25,1.48824,1.272,1.17,0.3,61.53858,47.13,"USD",2014,"Brazil","yes","FLH","C2.6_e",26,"Brazil",2014,56,126.9273466,172.7742913,1.36120620124899,1.1493994728889,2.35295196276669,3.19138944630048,7850,2300,0.292993630573248,0.3,16.2513591471761,9.70087334134732,38.6231504787201
"27",2.6,"f","CVD secondary prevention","Ischemic stroke","Incidence",30,"95+","Both",1,1.48824,1.272,1.17,0.3,504.4388,386.33,"R",2007,"Brazil","yes","FLH","C2.6_f",27,"Brazil",2007,49,85.88900587,172.7742913,2.01159961685327,1.55793241574265,1.94705833333333,3.19138944630048,7850,2300,0.292993630573248,0.3,92.7362092655111,49.9432031860987,212.341208786984
"28",2.6,"g","CVD secondary prevention","Intracerebral hemorrhage","Incidence",30,"95+","Both",1,1.48824,1.272,1.17,0.3,504.4388,386.33,"R",2007,"Brazil","yes","FLH","C2.6_g",28,"Brazil",2007,49,85.88900587,172.7742913,2.01159961685327,1.55793241574265,1.94705833333333,3.19138944630048,7850,2300,0.292993630573248,0.3,92.7362092655111,49.9432031860987,212.341208786984
"29",2.7,"a","Heart failure chronic treatment","Heart failure due to ischemic heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,1,18.21866,14.83,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.7_a",29,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,2300,0.954778307803814,1,16.4193219624436,0,20.6321915915674
"30",2.7,"b","Heart failure chronic treatment","Heart failure due to ischemic heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,0.3,8.1081,6.6,"USD",2017,"Brazil","yes","HC","C2.7_b",30,"Brazil",2017,59,155.6687862,172.7742913,1.10988397557121,1.09027001955141,3.19138944630048,3.19138944630048,7850,2300,0.292993630573248,0.3,2.1587346387118,1.50237288209167,4.60047448849122
"31",2.7,"c","Heart failure chronic treatment","Heart failure due to myocarditis","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,0.3,8.1081,6.6,"USD",2017,"Brazil","yes","HC","C2.7_c",31,"Brazil",2017,59,155.6687862,172.7742913,1.10988397557121,1.09027001955141,3.19138944630048,3.19138944630048,7850,2300,0.292993630573248,0.3,2.1587346387118,1.50237288209167,4.60047448849122
"32",2.7,"d","Heart failure chronic treatment","Hypertensive heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,0.3,8.1081,6.6,"USD",2017,"Brazil","yes","HC","C2.7_d",32,"Brazil",2017,59,155.6687862,172.7742913,1.10988397557121,1.09027001955141,3.19138944630048,3.19138944630048,7850,2300,0.292993630573248,0.3,2.1587346387118,1.50237288209167,4.60047448849122
"33",2.7,"e","Heart failure chronic treatment","Alcoholic cardiomyopathy","Prevalence",15,"95+","Both",1,1.25658,1.074,1.17,0.3,8.1081,6.6,"USD",2017,"Brazil","yes","HC","C2.7_e",33,"Brazil",2017,59,155.6687862,172.7742913,1.10988397557121,1.09027001955141,3.19138944630048,3.19138944630048,7850,2300,0.292993630573248,0.3,2.1587346387118,1.50237288209167,4.60047448849122
"34",2.7,"f","Heart failure chronic treatment","Other cardiomyopathy","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,0.3,8.1081,6.6,"USD",2017,"Brazil","yes","HC","C2.7_f",34,"Brazil",2017,59,155.6687862,172.7742913,1.10988397557121,1.09027001955141,3.19138944630048,3.19138944630048,7850,2300,0.292993630573248,0.3,2.1587346387118,1.50237288209167,4.60047448849122
"35",2.7,"g","Heart failure chronic treatment","Heart failure due to myocarditis","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.7_g",35,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,2300,2.12962962962963,0.15,6.74252662252297,67.4773393556241,93.26319919082
"36",2.7,"h","Heart failure chronic treatment","Hypertensive heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.7_h",36,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,2300,2.12962962962963,0.15,6.74252662252297,67.4773393556241,93.26319919082
"37",2.7,"i","Heart failure chronic treatment","Alcoholic cardiomyopathy","Prevalence",15,"95+","Both",1,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.7_i",37,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,2300,2.12962962962963,0.15,6.74252662252297,67.4773393556241,93.26319919082
"38",2.7,"j","Heart failure chronic treatment","Other cardiomyopathy","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.7_j",38,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,2300,2.12962962962963,0.15,6.74252662252297,67.4773393556241,93.26319919082
"39",2.7,"k","Heart failure chronic treatment","Heart failure due to myocarditis","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,1,68.12033,55.45,"USD",2012,"LIC+LMIC+UMIC","yes","HC","C2.7_k",39,"LIC+LMIC+UMIC",2012,54,113.3816395,141.5122414,1.24810544303339,1.22346699737307,NA,NA,2408.93617,2300,0.954778307803814,1,67.8412450043365,0,85.2479516475492
"40",2.7,"l","Heart failure chronic treatment","Hypertensive heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,1,68.12033,55.45,"USD",2012,"LIC+LMIC+UMIC","yes","HC","C2.7_l",40,"LIC+LMIC+UMIC",2012,54,113.3816395,141.5122414,1.24810544303339,1.22346699737307,NA,NA,2408.93617,2300,0.954778307803814,1,67.8412450043365,0,85.2479516475492
"41",2.7,"m","Heart failure chronic treatment","Alcoholic cardiomyopathy","Prevalence",15,"95+","Both",1,1.25658,1.074,1.17,1,68.12033,55.45,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.7_m",41,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,2300,0.954778307803814,1,61.3925423342886,0,77.1446408464204
"42",2.7,"n","Heart failure chronic treatment","Other cardiomyopathy","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,1,68.12033,55.45,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.7_n",42,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,2300,0.954778307803814,1,61.3925423342886,0,77.1446408464204
"43",2.9,"a","Alcohol use screening/brief intervention","Alcohol use disorders","Prevalence",10,"95+","Both",1,1.2285,1.05,1.17,0.3,68.42,68.42,"USD",2008,"South Africa","yes","HC","C2.9_a",43,"South Africa",2008,50,89.58703112,164.0515915,1.83119799204258,1.48633892297772,8.26122333333333,16.4591053903333,5410,2300,0.425138632162662,0.3,30.5085927330407,18.714797019926,60.4709343115196
"44",3.1,"a","Medical management of ACS","Ischemic heart disease","Incidence",30,"95+","Both",1,1.17,1,1.17,0.3,1619.046,1383.8,"R",2005,"Brazil","yes","FLH","C3.1_a",44,"Brazil",2005,47,79.54366733,172.7742913,2.17206846376868,1.69145781711249,2.43439003623188,3.19138944630048,7850,2300,0.292993630573248,0.3,288.44671057025,193.162692831075,563.483001979551
"45",3.2,"a","Heart failure acute treatment","Heart failure due to ischemic heart disease","Prevalence",30,"95+","Both",0.5,1.17,1,1.17,0.3,4719.335,4033.62,"R",2002,"Brazil","yes","FLH","C3.2_a",45,"Brazil",2002,44,60.86758058,172.7742913,2.83852733513726,1.85541500350336,2.92036301775519,3.19138944630048,7850,2300,0.292993630573248,0.3,768.812543604664,735.807952532048,1760.40598047995
"46",3.2,"b","Heart failure acute treatment","Heart failure due to myocarditis","Prevalence",0,"95+","Both",0.5,1.17,1,1.17,0.3,4719.335,4033.62,"R",2002,"Brazil","yes","FLH","C3.2_b",46,"Brazil",2002,44,60.86758058,172.7742913,2.83852733513726,1.85541500350336,2.92036301775519,3.19138944630048,7850,2300,0.292993630573248,0.3,768.812543604664,735.807952532048,1760.40598047995
"47",3.2,"c","Heart failure acute treatment","Hypertensive heart disease","Prevalence",30,"95+","Both",0.5,1.17,1,1.17,0.3,4719.335,4033.62,"R",2002,"Brazil","yes","FLH","C3.2_c",47,"Brazil",2002,44,60.86758058,172.7742913,2.83852733513726,1.85541500350336,2.92036301775519,3.19138944630048,7850,2300,0.292993630573248,0.3,768.812543604664,735.807952532048,1760.40598047995
"48",3.2,"d","Heart failure acute treatment","Alcoholic cardiomyopathy","Prevalence",15,"95+","Both",0.5,1.17,1,1.17,0.3,4719.335,4033.62,"R",2002,"Brazil","yes","FLH","C3.2_d",48,"Brazil",2002,44,60.86758058,172.7742913,2.83852733513726,1.85541500350336,2.92036301775519,3.19138944630048,7850,2300,0.292993630573248,0.3,768.812543604664,735.807952532048,1760.40598047995
"49",3.2,"e","Heart failure acute treatment","Other cardiomyopathy","Prevalence",0,"95+","Both",0.5,1.17,1,1.17,0.3,4719.335,4033.62,"R",2002,"Brazil","yes","FLH","C3.2_e",49,"Brazil",2002,44,60.86758058,172.7742913,2.83852733513726,1.85541500350336,2.92036301775519,3.19138944630048,7850,2300,0.292993630573248,0.3,768.812543604664,735.807952532048,1760.40598047995
"50",3.3,"a","Cervical cancer screening and treatment","Cervical cancer","Incidence",20,"80","Female",0.236,1.48824,1.272,1.17,0.3,210.234,161.01,"USD",2013,"LMIC","yes","FLH","C3.3_a",50,"LMIC",2013,55,126.8915701,165.9771882,1.30802375657577,1.17952580797398,48.43805901,68.38946709,2408.93617,2300,0.954778307803814,0.3,56.9746351025672,140.756696398679,294.271676793415
"51",3.3,"b","Cervical cancer screening and treatment","All","Population",20,"80","Female",0.2,1.2285,1.05,1.17,0.3,11.80589,9.61,"USD",2013,"LMIC","yes","HC","C3.3_b",51,"LMIC",2013,55,126.8915701,165.9771882,1.30802375657577,1.17952580797398,48.43805901,68.38946709,2408.93617,2300,0.954778307803814,0.3,3.40057290438898,8.40116671257255,14.4984371194372
"52",3.4,"a","Asthma/COPD acute treatment","Chronic obstructive pulmonary disease","Prevalence",30,"95+","Both",0.0855,1.48824,1.272,1.17,0.3,254.6154,195,"USD",2005,"Vietnam","yes","FLH","C3.4_a",52,"Vietnam",2005,47,59.92582917,168.7837215,2.81654378150009,1.69145781711249,15858.9166666667,23208.3683333333,2660,2300,0.864661654135338,0.3,98.9502823010806,227.156027879158,485.324455062639
"53",3.4,"b","Asthma/COPD acute treatment","Asthma","Prevalence",0,"95+","Both",0.13095,1.48824,1.272,1.17,0.3,254.6154,195,"USD",2005,"Vietnam","yes","FLH","C3.4_b",53,"Vietnam",2005,47,59.92582917,168.7837215,2.81654378150009,1.69145781711249,15858.9166666667,23208.3683333333,2660,2300,0.864661654135338,0.3,98.9502823010806,227.156027879158,485.324455062639
"54",3.6,"a","Management of bowel obstruction","Paralytic ileus and intestinal obstruction","Incidence",0,"95+","Both",1,1.48824,1.272,1.17,0.3,179,179,"USD",2012,"LIC","yes","FLH","C3.6_a",54,"LIC",2012,54,127.4426303,168.3279499,1.32081352608429,1.22346699737307,510.5271359,555.7178304,840.5635121,2300,2.73625962451529,0.3,65.7001777589336,452.845316984147,771.720147096443
"55",3.6,"b","Management of bowel obstruction","Colon and rectum cancer","Incidence",0,"95+","Both",0.264,1.48824,1.272,1.17,0.3,179,179,"USD",2012,"LIC","yes","FLH","C3.6_b",55,"LIC",2012,54,127.4426303,168.3279499,1.32081352608429,1.22346699737307,510.5271359,555.7178304,840.5635121,2300,2.73625962451529,0.3,65.7001777589336,452.845316984147,771.720147096443
"56",3.7,"a","Management of appendicitis","Appendicitis","Prevalence",0,"95+","Both",0.773,1.48824,1.272,1.17,0.3,384,384,"USD",2020,"Colombia","yes","FLH","C3.7_a",56,"Colombia",2020,62,144.508836,144.508836,1,1.01936941266942,3694.85407196453,3694.85407196453,5780,2300,0.397923875432526,0.3,117.431356339517,106.961937716263,333.951075945575
"57",3.7,"a","Management of appendicitis","Appendicitis","Prevalence",0,"95+","Both",0.227,1.48824,1.272,1.17,0.3,392,392,"USD",2020,"Colombia","yes","FLH","C3.7_a",57,"Colombia",2020,62,144.508836,144.508836,1,1.01936941266942,3694.85407196453,3694.85407196453,5780,2300,0.397923875432526,0.3,119.877842929924,109.190311418685,340.908390027774
"58",3.8,"a","Repair of hernias","Inguinal, femoral, and abdominal hernia","Prevalence",0,"95+","Both",1,1.48824,1.272,1.17,0.3,179,179,"USD",2012,"LIC","yes","FLH","C3.8_a",58,"LIC",2012,54,127.4426303,168.3279499,1.32081352608429,1.22346699737307,510.5271359,555.7178304,840.5635121,2300,2.73625962451529,0.3,65.7001777589336,452.845316984147,771.720147096443
"59",3.9,"a","Repair of gastrointestinal perforations","Peptic ulcer disease","Incidence",0,"95+","Both",0.045,1.48824,1.272,1.17,0.3,179,179,"USD",2012,"LIC","yes","FLH","C3.9_a",59,"LIC",2012,54,127.4426303,168.3279499,1.32081352608429,1.22346699737307,510.5271359,555.7178304,840.5635121,2300,2.73625962451529,0.3,65.7001777589336,452.845316984147,771.720147096443
"60",4.1,"a","PCI for ACS","Ischemic heart disease","Incidence",30,"80","Both",0.205,1.17,1,1.17,0.3,15756.39,13467,"RM",2014,"Malaysia","yes","RH","C4.1_a",60,"Malaysia",2014,56,110.4649225,120.0799867,1.08704178650014,1.1493994728889,3.27285974643047,4.20348194851884,10580,2300,0.217391304347826,0.3,1418.84748207834,529.966137114383,2280.11193445549
"61",4.2,"a","Management of acute ventilatory failure","Chronic obstructive pulmonary disease","Prevalence",15,"95+","Both",0.0095,1.17,1,1.17,0.3,318.9303,272.59,"Pounds",2003,"United Kingdom","yes","RH","C4.2_a",61,"United Kingdom",2003,45,85.13038654,120.8063621,1.41907451628024,1.80169609156068,0.6124725,0.779999576697153,42130,2300,0.0545929266555898,0.3,240.561496686884,18.9520053630631,303.630797398438
"62",4.2,"b","Management of acute ventilatory failure","Asthma","Prevalence",0,"95+","Both",0.00405,1.17,1,1.17,0.3,318.9303,272.59,"Pounds",2003,"United Kingdom","yes","RH","C4.2_b",62,"United Kingdom",2003,45,85.13038654,120.8063621,1.41907451628024,1.80169609156068,0.6124725,0.779999576697153,42130,2300,0.0545929266555898,0.3,240.561496686884,18.9520053630631,303.630797398438
"63",4.3,"a","Treatment of early-stage breast cancer","Breast cancer","Incidence",30,"80","Female",0.236,1.48824,1.272,1.17,0.3,276.5178,195,"USD",2010,"Vietnam","yes","RH","C4.3_a",63,"Vietnam",2010,52,100,168.7837215,1.687837215,1.32528875149178,18612.9166666667,23208.3683333333,2660,2300,0.864661654135338,0.3,77.5293919622692,159.764113403654,353.149686425782
"64",4.4,"a","Treatment of early-stage colorectal cancer","Colon and rectum cancer","Incidence",30,"80","Both",0.254,1.48824,1.272,1.17,0.3,204315.4,144083,"THB",2013,"Thailand","yes","RH","C4.4_a",64,"Thailand",2013,55,109.2750063,112.3074938,1.02775097071763,1.17952580797398,30.7259666666667,31.2936732130832,7050,2300,0.326241134751773,0.3,1659.34193869988,1080.63954000372,4077.75003586584
"65",5.1,"a","Tobacco tax","All","Population",0,"95+","Both",1,1,1,1,0,0.0015,0.098724375,"USD",2020,"United States","yes","Int","C5.1_a",65,"United States",2020,62,118.6905016,118.6905016,1,1.01936941266942,1,1,65910,2300,0.034896070399029,0,0,0.00344509274010014,0.00344509274010014
"66",5.2,"a","Alcohol tax","All","Population",0,"95+","Both",1,1,1,1,0,0.061,0.061,"USD",2020,"United States","yes","Int","C5.2_a",66,"United States",2020,62,118.6905016,118.6905016,1,1.01936941266942,1,1,65910,2300,0.034896070399029,0,0,0.00212866029434077,0.00212866029434077
"67",5.3,"a","Tobacco policy","All","Population",0,"95+","Both",1,1,1,1,0,0.073,0.073,"USD",2020,"United States","yes","Int","C5.3_a",67,"United States",2020,62,118.6905016,118.6905016,1,1.01936941266942,1,1,65910,2300,0.034896070399029,0,0,0.00254741313912912,0.00254741313912912
"68",5.4,"a","Alcohol policy","All","Population",0,"95+","Both",1,1,1,1,0,0.056,0.056,"USD",2020,"United States","yes","Int","C5.4_a",68,"United States",2020,62,118.6905016,118.6905016,1,1.01936941266942,1,1,65910,2300,0.034896070399029,0,0,0.00195417994234562,0.00195417994234562
"69",5.5,"a","Salt policy","All","Population",0,"95+","Both",1,1,1,1,0,0.0652031,0.0652031,"Pounds",2014,"United Kingdom","yes","Int","C5.5_a",69,"United Kingdom",2014,56,110.5511374,120.8063621,1.09276453360126,1.1493994728889,0.607729626878255,0.779999576697153,42130,2300,0.0545929266555898,0,0,0.00498697103003399,0.00498697103003399
