"Code","year_id","Intervention","location_name","Adjusted.cost","Baseline.cost","Incremental.cost"
1.1,2020,"IDU harm reduction measures","Cote d'Ivoire",11618.3243856087,11618.3243856087,0
1.1,2020,"IDU harm reduction measures","Democratic Republic of the Congo",15459.1422820384,15459.1422820384,0
1.1,2020,"IDU harm reduction measures","Djibouti",347.012377013271,347.012377013271,0
1.1,2020,"IDU harm reduction measures","Dominican Republic",33641.7021059293,33641.7021059293,0
1.1,2020,"IDU harm reduction measures","Ecuador",70440.6116238926,70440.6116238926,0
1.1,2020,"IDU harm reduction measures","Egypt",68935.397986157,68935.397986157,0
1.1,2020,"IDU harm reduction measures","El Salvador",4160.21694292123,4160.21694292123,0
1.1,2020,"IDU harm reduction measures","Equatorial Guinea",6456.43095665201,6456.43095665201,0
1.1,2020,"IDU harm reduction measures","Eritrea",565.851967451769,565.851967451769,0
1.1,2020,"IDU harm reduction measures","Ethiopia",12848.679957679,12848.679957679,0
1.1,2020,"IDU harm reduction measures","Fiji",2178.87661039403,2178.87661039403,0
1.1,2020,"IDU harm reduction measures","Gabon",11633.3033676966,11633.3033676966,0
1.1,2020,"IDU harm reduction measures","Georgia",16045.6153208856,16045.6153208856,0
1.1,2020,"IDU harm reduction measures","Ghana",32914.7703211975,32914.7703211975,0
1.1,2020,"IDU harm reduction measures","Guatemala",14802.1563820009,14802.1563820009,0
1.1,2020,"IDU harm reduction measures","Guinea",2710.08278347605,2710.08278347605,0
1.1,2020,"IDU harm reduction measures","Guinea-Bissau",488.699943636422,488.699943636422,0
1.1,2020,"IDU harm reduction measures","Guyana",2849.65517370055,2849.65517370055,0
1.1,2020,"IDU harm reduction measures","Haiti",1815.05685636481,1815.05685636481,0
1.1,2020,"IDU harm reduction measures","Honduras",3647.69308419077,3647.69308419077,0
1.1,2020,"IDU harm reduction measures","India",756405.01567424,756405.01567424,0
1.1,2020,"IDU harm reduction measures","Indonesia",106817.04761306,106817.04761306,0
1.1,2020,"IDU harm reduction measures","Iran",1013760.38689374,1013760.38689374,0
1.1,2020,"IDU harm reduction measures","Iraq",143669.733047078,143669.733047078,0
1.1,2020,"IDU harm reduction measures","Jamaica",7203.50515190612,7203.50515190612,0
1.1,2020,"IDU harm reduction measures","Jordan",55157.9507299676,55157.9507299676,0
1.1,2020,"IDU harm reduction measures","Kazakhstan",260294.768265297,260294.768265297,0
1.1,2020,"IDU harm reduction measures","Kenya",14442.9095595155,14442.9095595155,0
1.1,2020,"IDU harm reduction measures","Kyrgyzstan",3060.32465905413,3060.32465905413,0
1.1,2020,"IDU harm reduction measures","Laos",2052.89251277927,2052.89251277927,0
1.1,2020,"IDU harm reduction measures","Lebanon",94962.8710371935,94962.8710371935,0
1.1,2020,"IDU harm reduction measures","Lesotho",1726.19278923693,1726.19278923693,0
1.1,2020,"IDU harm reduction measures","Liberia",1615.05518276171,1615.05518276171,0
1.1,2020,"IDU harm reduction measures","Libya",112020.24889851,112020.24889851,0
1.1,2020,"IDU harm reduction measures","Macedonia",1140.92776864972,1140.92776864972,0
1.1,2020,"IDU harm reduction measures","Madagascar",3267.58930479192,3267.58930479192,0
1.1,2020,"IDU harm reduction measures","Malawi",2585.5298203343,2585.5298203343,0
1.1,2020,"IDU harm reduction measures","Malaysia",332776.501934975,332776.501934975,0
1.1,2020,"IDU harm reduction measures","Mali",3498.26206549545,3498.26206549545,0
1.1,2020,"IDU harm reduction measures","Mauritania",2393.41600345155,2393.41600345155,0
1.1,2020,"IDU harm reduction measures","Mauritius",8872.79616807701,8872.79616807701,0
1.1,2020,"IDU harm reduction measures","Mexico",544914.063251159,544914.063251159,0
1.1,2020,"IDU harm reduction measures","Mongolia",2321.82034308415,2321.82034308415,0
1.1,2020,"IDU harm reduction measures","Montenegro",4354.13388696121,4354.13388696121,0
1.1,2020,"IDU harm reduction measures","Morocco",43348.5707772162,43348.5707772162,0
1.1,2020,"IDU harm reduction measures","Mozambique",4549.55473833831,4549.55473833831,0
1.1,2020,"IDU harm reduction measures","Myanmar",11988.6463844968,11988.6463844968,0
1.1,2020,"IDU harm reduction measures","Namibia",21554.4029631863,21554.4029631863,0
1.1,2020,"IDU harm reduction measures","Nepal",12490.2894124322,12490.2894124322,0
1.1,2020,"IDU harm reduction measures","Nicaragua",2551.03199947248,2551.03199947248,0
1.1,2020,"IDU harm reduction measures","Niger",4768.28429931573,4768.28429931573,0
1.1,2020,"IDU harm reduction measures","Nigeria",74318.3149984641,74318.3149984641,0
1.1,2020,"IDU harm reduction measures","Pakistan",112779.23911682,112779.23911682,0
1.1,2020,"IDU harm reduction measures","Panama",25152.7111839385,25152.7111839385,0
1.1,2020,"IDU harm reduction measures","Papua New Guinea",2888.56930571034,2888.56930571034,0
1.1,2020,"IDU harm reduction measures","Paraguay",20373.7895231356,20373.7895231356,0
1.1,2020,"IDU harm reduction measures","Peru",146718.657520405,146718.657520405,0
1.1,2020,"IDU harm reduction measures","Philippines",52612.9207017985,52612.9207017985,0
1.1,2020,"IDU harm reduction measures","Romania",90211.6076519186,90211.6076519186,0
1.1,2020,"IDU harm reduction measures","Russian Federation",2917564.71438102,2917564.71438102,0
1.1,2020,"IDU harm reduction measures","Rwanda",1508.21455789608,1508.21455789608,0
1.1,2020,"IDU harm reduction measures","Senegal",5946.1411134556,5946.1411134556,0
1.1,2020,"IDU harm reduction measures","Serbia",31126.3966763699,31126.3966763699,0
1.1,2020,"IDU harm reduction measures","Sierra Leone",2820.34728533284,2820.34728533284,0
1.1,2020,"IDU harm reduction measures","Solomon Islands",214.107004753942,214.107004753942,0
1.1,2020,"IDU harm reduction measures","Somalia",1363.71334051201,1363.71334051201,0
1.1,2020,"IDU harm reduction measures","South Africa",668678.786322631,668678.786322631,0
1.1,2020,"IDU harm reduction measures","South Sudan",1498.08977837922,1498.08977837922,0
1.1,2020,"IDU harm reduction measures","Sri Lanka",15533.3703681598,15533.3703681598,0
1.1,2020,"IDU harm reduction measures","Sudan",13032.8864043059,13032.8864043059,0
1.1,2020,"IDU harm reduction measures","Suriname",1748.60184574584,1748.60184574584,0
1.1,2020,"IDU harm reduction measures","Swaziland",1977.81569309716,1977.81569309716,0
1.1,2020,"IDU harm reduction measures","Syria",12927.3098580145,12927.3098580145,0
1.1,2020,"IDU harm reduction measures","Tanzania",12597.7275476335,12597.7275476335,0
1.1,2020,"IDU harm reduction measures","Thailand",420324.891522909,420324.891522909,0
1.1,2020,"IDU harm reduction measures","The Gambia",828.707568846482,828.707568846482,0
1.1,2020,"IDU harm reduction measures","Timor-Leste",418.803614886832,418.803614886832,0
1.1,2020,"IDU harm reduction measures","Togo",2637.69635490084,2637.69635490084,0
1.1,2020,"IDU harm reduction measures","Tunisia",13857.4130177987,13857.4130177987,0
1.1,2020,"IDU harm reduction measures","Turkmenistan",31392.060535646,31392.060535646,0
1.1,2020,"IDU harm reduction measures","Uganda",8632.75749493283,8632.75749493283,0
1.1,2020,"IDU harm reduction measures","Ukraine",79208.7080083352,79208.7080083352,0
1.1,2020,"IDU harm reduction measures","Uzbekistan",11934.4525231411,11934.4525231411,0
1.1,2020,"IDU harm reduction measures","Venezuela",140113.431841967,140113.431841967,0
1.1,2020,"IDU harm reduction measures","Vietnam",68455.0072420637,68455.0072420637,0
1.1,2020,"IDU harm reduction measures","Yemen",12163.6297188263,12163.6297188263,0
1.1,2020,"IDU harm reduction measures","Zambia",4520.88286642096,4520.88286642096,0
1.1,2020,"IDU harm reduction measures","Zimbabwe",11269.4749451098,11269.4749451098,0
1.1,2021,"IDU harm reduction measures","Afghanistan",25689.3156495189,25689.3156495189,0
1.1,2021,"IDU harm reduction measures","Albania",5360.5967682091,5360.5967682091,0
1.1,2021,"IDU harm reduction measures","Algeria",219612.179802254,219612.179802254,0
1.1,2021,"IDU harm reduction measures","Angola",45386.4227494386,45386.4227494386,0
1.1,2021,"IDU harm reduction measures","Argentina",170188.481106718,170188.481106718,0
1.1,2021,"IDU harm reduction measures","Armenia",2789.81757982228,2789.81757982228,0
1.1,2021,"IDU harm reduction measures","Azerbaijan",26305.0641919887,26305.0641919887,0
1.1,2021,"IDU harm reduction measures","Bangladesh",97865.4119430228,97865.4119430228,0
1.1,2021,"IDU harm reduction measures","Belarus",96875.3287871067,96875.3287871067,0
1.1,2021,"IDU harm reduction measures","Belize",804.83589885253,804.83589885253,0
1.1,2021,"IDU harm reduction measures","Benin",4001.21147218761,4001.21147218761,0
1.1,2021,"IDU harm reduction measures","Bhutan",459.841434011537,459.841434011537,0
1.1,2021,"IDU harm reduction measures","Bolivia",7710.57060943178,7710.57060943178,0
1.1,2021,"IDU harm reduction measures","Bosnia and Herzegovina",9118.33393571678,9118.33393571678,0
1.1,2021,"IDU harm reduction measures","Botswana",24939.4580836055,24939.4580836055,0
1.1,2021,"IDU harm reduction measures","Brazil",1393626.63004767,1393626.63004767,0
1.1,2021,"IDU harm reduction measures","Bulgaria",28983.4305348328,28983.4305348328,0
1.1,2021,"IDU harm reduction measures","Burkina Faso",4008.73591340987,4008.73591340987,0
1.1,2021,"IDU harm reduction measures","Burundi",1187.30385517818,1187.30385517818,0
1.1,2021,"IDU harm reduction measures","Cambodia",3976.30930492795,3976.30930492795,0
1.1,2021,"IDU harm reduction measures","Cameroon",19067.508355308,19067.508355308,0
1.1,2021,"IDU harm reduction measures","Cape Verde",825.898214591367,825.898214591367,0
1.1,2021,"IDU harm reduction measures","Central African Republic",864.769514519526,864.769514519526,0
1.1,2021,"IDU harm reduction measures","Chad",3423.09069278551,3423.09069278551,0
1.1,2021,"IDU harm reduction measures","China",18233893.4957962,18233893.4957962,0
1.1,2021,"IDU harm reduction measures","Colombia",207636.860035728,207636.860035728,0
1.1,2021,"IDU harm reduction measures","Comoros",139.977786247244,139.977786247244,0
1.1,2021,"IDU harm reduction measures","Congo",2247.43108969937,2247.43108969937,0
1.1,2021,"IDU harm reduction measures","Costa Rica",37604.8051518123,37604.8051518123,0
1.1,2021,"IDU harm reduction measures","Cote d'Ivoire",11970.0278318857,11970.0278318857,0
1.1,2021,"IDU harm reduction measures","Democratic Republic of the Congo",15989.67478433,15989.67478433,0
1.1,2021,"IDU harm reduction measures","Djibouti",352.948011482023,352.948011482023,0
1.1,2021,"IDU harm reduction measures","Dominican Republic",34059.3921313376,34059.3921313376,0
1.1,2021,"IDU harm reduction measures","Ecuador",71644.3605398594,71644.3605398594,0
1.1,2021,"IDU harm reduction measures","Egypt",70028.8471582988,70028.8471582988,0
1.1,2021,"IDU harm reduction measures","El Salvador",4206.83564275421,4206.83564275421,0
1.1,2021,"IDU harm reduction measures","Equatorial Guinea",6634.49194745525,6634.49194745525,0
1.1,2021,"IDU harm reduction measures","Eritrea",575.924233645156,575.924233645156,0
1.1,2021,"IDU harm reduction measures","Ethiopia",13313.7161826691,13313.7161826691,0
1.1,2021,"IDU harm reduction measures","Fiji",2188.5646569486,2188.5646569486,0
1.1,2021,"IDU harm reduction measures","Gabon",11815.8618217483,11815.8618217483,0
1.1,2021,"IDU harm reduction measures","Georgia",15925.3020105162,15925.3020105162,0
1.1,2021,"IDU harm reduction measures","Ghana",33719.1229614122,33719.1229614122,0
1.1,2021,"IDU harm reduction measures","Guatemala",15179.7016989535,15179.7016989535,0
1.1,2021,"IDU harm reduction measures","Guinea",2818.93178369286,2818.93178369286,0
1.1,2021,"IDU harm reduction measures","Guinea-Bissau",502.345019032155,502.345019032155,0
1.1,2021,"IDU harm reduction measures","Guyana",2881.8019488531,2881.8019488531,0
1.1,2021,"IDU harm reduction measures","Haiti",1845.48861299912,1845.48861299912,0
1.1,2021,"IDU harm reduction measures","Honduras",3738.6550319533,3738.6550319533,0
1.1,2021,"IDU harm reduction measures","India",765555.832232475,765555.832232475,0
1.1,2021,"IDU harm reduction measures","Indonesia",108105.241821978,108105.241821978,0
1.1,2021,"IDU harm reduction measures","Iran",1007789.30537783,1007789.30537783,0
1.1,2021,"IDU harm reduction measures","Iraq",147893.287671641,147893.287671641,0
1.1,2021,"IDU harm reduction measures","Jamaica",7253.56377112237,7253.56377112237,0
1.1,2021,"IDU harm reduction measures","Jordan",55900.9247952893,55900.9247952893,0
1.1,2021,"IDU harm reduction measures","Kazakhstan",260278.047872222,260278.047872222,0
1.1,2021,"IDU harm reduction measures","Kenya",14892.4059138128,14892.4059138128,0
1.1,2021,"IDU harm reduction measures","Kyrgyzstan",3106.43237488502,3106.43237488502,0
1.1,2021,"IDU harm reduction measures","Laos",2086.71909098009,2086.71909098009,0
1.1,2021,"IDU harm reduction measures","Lebanon",94513.0491120866,94513.0491120866,0
1.1,2021,"IDU harm reduction measures","Lesotho",1739.04643637929,1739.04643637929,0
1.1,2021,"IDU harm reduction measures","Liberia",1663.2926208717,1663.2926208717,0
1.1,2021,"IDU harm reduction measures","Libya",113021.644296992,113021.644296992,0
1.1,2021,"IDU harm reduction measures","Macedonia",1132.53041540185,1132.53041540185,0
1.1,2021,"IDU harm reduction measures","Madagascar",3373.42394894829,3373.42394894829,0
1.1,2021,"IDU harm reduction measures","Malawi",2678.65029129961,2678.65029129961,0
1.1,2021,"IDU harm reduction measures","Malaysia",336415.898976088,336415.898976088,0
1.1,2021,"IDU harm reduction measures","Mali",3616.84727967899,3616.84727967899,0
1.1,2021,"IDU harm reduction measures","Mauritania",2461.72981917867,2461.72981917867,0
1.1,2021,"IDU harm reduction measures","Mauritius",8904.1709094614,8904.1709094614,0
1.1,2021,"IDU harm reduction measures","Mexico",553074.576595361,553074.576595361,0
1.1,2021,"IDU harm reduction measures","Mongolia",2334.88506415214,2334.88506415214,0
1.1,2021,"IDU harm reduction measures","Montenegro",4339.63043856833,4339.63043856833,0
1.1,2021,"IDU harm reduction measures","Morocco",43746.2309752626,43746.2309752626,0
1.1,2021,"IDU harm reduction measures","Mozambique",4710.33401394926,4710.33401394926,0
1.1,2021,"IDU harm reduction measures","Myanmar",12123.933128505,12123.933128505,0
1.1,2021,"IDU harm reduction measures","Namibia",21943.9973868191,21943.9973868191,0
1.1,2021,"IDU harm reduction measures","Nepal",12854.8317011413,12854.8317011413,0
1.1,2021,"IDU harm reduction measures","Nicaragua",2586.06705566215,2586.06705566215,0
1.1,2021,"IDU harm reduction measures","Niger",4972.37983832067,4972.37983832067,0
1.1,2021,"IDU harm reduction measures","Nigeria",76375.0718125197,76375.0718125197,0
1.1,2021,"IDU harm reduction measures","Pakistan",115172.653896631,115172.653896631,0
1.1,2021,"IDU harm reduction measures","Panama",25569.1291483164,25569.1291483164,0
1.1,2021,"IDU harm reduction measures","Papua New Guinea",2956.99791691451,2956.99791691451,0
1.1,2021,"IDU harm reduction measures","Paraguay",20664.6643747008,20664.6643747008,0
1.1,2021,"IDU harm reduction measures","Peru",147686.355352691,147686.355352691,0
1.1,2021,"IDU harm reduction measures","Philippines",53656.397415218,53656.397415218,0
1.1,2021,"IDU harm reduction measures","Romania",89262.519114005,89262.519114005,0
1.1,2021,"IDU harm reduction measures","Russian Federation",2872735.03708806,2872735.03708806,0
1.1,2021,"IDU harm reduction measures","Rwanda",1548.75515310528,1548.75515310528,0
1.1,2021,"IDU harm reduction measures","Senegal",6137.02033910307,6137.02033910307,0
1.1,2021,"IDU harm reduction measures","Serbia",30888.3687805279,30888.3687805279,0
1.1,2021,"IDU harm reduction measures","Sierra Leone",2893.81113314043,2893.81113314043,0
1.1,2021,"IDU harm reduction measures","Solomon Islands",219.811362958301,219.811362958301,0
1.1,2021,"IDU harm reduction measures","Somalia",1413.46024891837,1413.46024891837,0
1.1,2021,"IDU harm reduction measures","South Africa",674145.861261429,674145.861261429,0
1.1,2021,"IDU harm reduction measures","South Sudan",1531.52663730316,1531.52663730316,0
1.1,2021,"IDU harm reduction measures","Sri Lanka",15561.9862023279,15561.9862023279,0
1.1,2021,"IDU harm reduction measures","Sudan",13441.3913479482,13441.3913479482,0
1.1,2021,"IDU harm reduction measures","Suriname",1766.76465142358,1766.76465142358,0
1.1,2021,"IDU harm reduction measures","Swaziland",2014.16502556565,2014.16502556565,0
1.1,2021,"IDU harm reduction measures","Syria",13453.6664055233,13453.6664055233,0
1.1,2021,"IDU harm reduction measures","Tanzania",13006.7186740393,13006.7186740393,0
1.1,2021,"IDU harm reduction measures","Thailand",420307.492103236,420307.492103236,0
1.1,2021,"IDU harm reduction measures","The Gambia",855.212325299769,855.212325299769,0
1.1,2021,"IDU harm reduction measures","Timor-Leste",429.892115496684,429.892115496684,0
1.1,2021,"IDU harm reduction measures","Togo",2711.93887598667,2711.93887598667,0
1.1,2021,"IDU harm reduction measures","Tunisia",13894.7507018307,13894.7507018307,0
1.1,2021,"IDU harm reduction measures","Turkmenistan",31633.3557686807,31633.3557686807,0
1.1,2021,"IDU harm reduction measures","Uganda",8975.44345971828,8975.44345971828,0
1.1,2021,"IDU harm reduction measures","Ukraine",77864.3196917114,77864.3196917114,0
1.1,2021,"IDU harm reduction measures","Uzbekistan",12057.4104534153,12057.4104534153,0
1.1,2021,"IDU harm reduction measures","Venezuela",142949.165366786,142949.165366786,0
1.1,2021,"IDU harm reduction measures","Vietnam",68165.7440730374,68165.7440730374,0
1.1,2021,"IDU harm reduction measures","Yemen",12505.7739955855,12505.7739955855,0
1.1,2021,"IDU harm reduction measures","Zambia",4690.63919016406,4690.63919016406,0
1.1,2021,"IDU harm reduction measures","Zimbabwe",11537.8818706753,11537.8818706753,0
1.1,2022,"IDU harm reduction measures","Afghanistan",26640.6497536399,26640.6497536399,0
1.1,2022,"IDU harm reduction measures","Albania",5336.39006939715,5336.39006939715,0
1.1,2022,"IDU harm reduction measures","Algeria",220518.574843034,220518.574843034,0
1.1,2022,"IDU harm reduction measures","Angola",47006.1390330402,47006.1390330402,0
1.1,2022,"IDU harm reduction measures","Argentina",171829.640612726,171829.640612726,0
1.1,2022,"IDU harm reduction measures","Armenia",2773.62204045887,2773.62204045887,0
1.1,2022,"IDU harm reduction measures","Azerbaijan",26276.212574296,26276.212574296,0
1.1,2022,"IDU harm reduction measures","Bangladesh",99215.3376607335,99215.3376607335,0
1.1,2022,"IDU harm reduction measures","Belarus",95605.1167541916,95605.1167541916,0
1.1,2022,"IDU harm reduction measures","Belize",824.259676675487,824.259676675487,0
1.1,2022,"IDU harm reduction measures","Benin",4126.86599543803,4126.86599543803,0
1.1,2022,"IDU harm reduction measures","Bhutan",464.226872502183,464.226872502183,0
1.1,2022,"IDU harm reduction measures","Bolivia",7859.01068404681,7859.01068404681,0
1.1,2022,"IDU harm reduction measures","Bosnia and Herzegovina",9037.47340123952,9037.47340123952,0
1.1,2022,"IDU harm reduction measures","Botswana",25400.3580478047,25400.3580478047,0
1.1,2022,"IDU harm reduction measures","Brazil",1401218.03195229,1401218.03195229,0
1.1,2022,"IDU harm reduction measures","Bulgaria",28489.3494154662,28489.3494154662,0
1.1,2022,"IDU harm reduction measures","Burkina Faso",4143.72117698969,4143.72117698969,0
1.1,2022,"IDU harm reduction measures","Burundi",1223.95879380263,1223.95879380263,0
1.1,2022,"IDU harm reduction measures","Cambodia",4017.8942536751,4017.8942536751,0
1.1,2022,"IDU harm reduction measures","Cameroon",19626.5547014624,19626.5547014624,0
1.1,2022,"IDU harm reduction measures","Cape Verde",834.20858250996,834.20858250996,0
1.1,2022,"IDU harm reduction measures","Central African Republic",893.455867258185,893.455867258185,0
1.1,2022,"IDU harm reduction measures","Chad",3547.9878078945,3547.9878078945,0
1.1,2022,"IDU harm reduction measures","China",18224683.9537803,18224683.9537803,0
1.1,2022,"IDU harm reduction measures","Colombia",208801.986995564,208801.986995564,0
1.1,2022,"IDU harm reduction measures","Comoros",143.446904925869,143.446904925869,0
1.1,2022,"IDU harm reduction measures","Congo",2310.10595642523,2310.10595642523,0
1.1,2022,"IDU harm reduction measures","Costa Rica",37908.4402528741,37908.4402528741,0
1.1,2022,"IDU harm reduction measures","Cote d'Ivoire",12334.5879549251,12334.5879549251,0
1.1,2022,"IDU harm reduction measures","Democratic Republic of the Congo",16544.3429047016,16544.3429047016,0
1.1,2022,"IDU harm reduction measures","Djibouti",358.434240267875,358.434240267875,0
1.1,2022,"IDU harm reduction measures","Dominican Republic",34457.6222126833,34457.6222126833,0
1.1,2022,"IDU harm reduction measures","Ecuador",72748.9628251448,72748.9628251448,0
1.1,2022,"IDU harm reduction measures","Egypt",70976.7186375746,70976.7186375746,0
1.1,2022,"IDU harm reduction measures","El Salvador",4248.4930859369,4248.4930859369,0
1.1,2022,"IDU harm reduction measures","Equatorial Guinea",6831.49016745397,6831.49016745397,0
1.1,2022,"IDU harm reduction measures","Eritrea",588.371344155379,588.371344155379,0
1.1,2022,"IDU harm reduction measures","Ethiopia",13787.6393988331,13787.6393988331,0
1.1,2022,"IDU harm reduction measures","Fiji",2198.17014327594,2198.17014327594,0
1.1,2022,"IDU harm reduction measures","Gabon",12006.9087314508,12006.9087314508,0
1.1,2022,"IDU harm reduction measures","Georgia",15786.0833633728,15786.0833633728,0
1.1,2022,"IDU harm reduction measures","Ghana",34519.7568824538,34519.7568824538,0
1.1,2022,"IDU harm reduction measures","Guatemala",15551.4589020124,15551.4589020124,0
1.1,2022,"IDU harm reduction measures","Guinea",2930.06893153957,2930.06893153957,0
1.1,2022,"IDU harm reduction measures","Guinea-Bissau",516.255186550854,516.255186550854,0
1.1,2022,"IDU harm reduction measures","Guyana",2908.13949442568,2908.13949442568,0
1.1,2022,"IDU harm reduction measures","Haiti",1874.94114378114,1874.94114378114,0
1.1,2022,"IDU harm reduction measures","Honduras",3830.67233421468,3830.67233421468,0
1.1,2022,"IDU harm reduction measures","India",774906.005381092,774906.005381092,0
1.1,2022,"IDU harm reduction measures","Indonesia",109294.279578965,109294.279578965,0
1.1,2022,"IDU harm reduction measures","Iran",1003022.62031524,1003022.62031524,0
1.1,2022,"IDU harm reduction measures","Iraq",151959.786079072,151959.786079072,0
1.1,2022,"IDU harm reduction measures","Jamaica",7289.67867269264,7289.67867269264,0
1.1,2022,"IDU harm reduction measures","Jordan",56375.0303662392,56375.0303662392,0
1.1,2022,"IDU harm reduction measures","Kazakhstan",260095.317068108,260095.317068108,0
1.1,2022,"IDU harm reduction measures","Kenya",15346.3553661851,15346.3553661851,0
1.1,2022,"IDU harm reduction measures","Kyrgyzstan",3142.72810335775,3142.72810335775,0
1.1,2022,"IDU harm reduction measures","Laos",2119.77443968041,2119.77443968041,0
1.1,2022,"IDU harm reduction measures","Lebanon",93430.5729385231,93430.5729385231,0
1.1,2022,"IDU harm reduction measures","Lesotho",1753.18963196257,1753.18963196257,0
1.1,2022,"IDU harm reduction measures","Liberia",1713.74035842274,1713.74035842274,0
1.1,2022,"IDU harm reduction measures","Libya",113872.180191356,113872.180191356,0
1.1,2022,"IDU harm reduction measures","Macedonia",1123.03307875542,1123.03307875542,0
1.1,2022,"IDU harm reduction measures","Madagascar",3482.86191290226,3482.86191290226,0
1.1,2022,"IDU harm reduction measures","Malawi",2775.00299395686,2775.00299395686,0
1.1,2022,"IDU harm reduction measures","Malaysia",339772.945809819,339772.945809819,0
1.1,2022,"IDU harm reduction measures","Mali",3742.48685660959,3742.48685660959,0
1.1,2022,"IDU harm reduction measures","Mauritania",2530.97318883637,2530.97318883637,0
1.1,2022,"IDU harm reduction measures","Mauritius",8931.16911490951,8931.16911490951,0
1.1,2022,"IDU harm reduction measures","Mexico",560916.68997561,560916.68997561,0
1.1,2022,"IDU harm reduction measures","Mongolia",2345.02287050094,2345.02287050094,0
1.1,2022,"IDU harm reduction measures","Montenegro",4326.14252198546,4326.14252198546,0
1.1,2022,"IDU harm reduction measures","Morocco",44085.1915764129,44085.1915764129,0
1.1,2022,"IDU harm reduction measures","Mozambique",4879.176684334,4879.176684334,0
1.1,2022,"IDU harm reduction measures","Myanmar",12272.5431805616,12272.5431805616,0
1.1,2022,"IDU harm reduction measures","Namibia",22311.3071162546,22311.3071162546,0
1.1,2022,"IDU harm reduction measures","Nepal",13188.7436136904,13188.7436136904,0
1.1,2022,"IDU harm reduction measures","Nicaragua",2619.82914155669,2619.82914155669,0
1.1,2022,"IDU harm reduction measures","Niger",5187.47281881244,5187.47281881244,0
1.1,2022,"IDU harm reduction measures","Nigeria",78519.6249155887,78519.6249155887,0
1.1,2022,"IDU harm reduction measures","Pakistan",117581.753497056,117581.753497056,0
1.1,2022,"IDU harm reduction measures","Panama",25970.1611176825,25970.1611176825,0
1.1,2022,"IDU harm reduction measures","Papua New Guinea",3027.00061795634,3027.00061795634,0
1.1,2022,"IDU harm reduction measures","Paraguay",20943.2309323635,20943.2309323635,0
1.1,2022,"IDU harm reduction measures","Peru",148522.257743432,148522.257743432,0
1.1,2022,"IDU harm reduction measures","Philippines",54583.7234039378,54583.7234039378,0
1.1,2022,"IDU harm reduction measures","Romania",88500.4815800046,88500.4815800046,0
1.1,2022,"IDU harm reduction measures","Russian Federation",2828411.17109654,2828411.17109654,0
1.1,2022,"IDU harm reduction measures","Rwanda",1592.03884467291,1592.03884467291,0
1.1,2022,"IDU harm reduction measures","Senegal",6328.8920783785,6328.8920783785,0
1.1,2022,"IDU harm reduction measures","Serbia",30647.393197978,30647.393197978,0
1.1,2022,"IDU harm reduction measures","Sierra Leone",2970.71361914421,2970.71361914421,0
1.1,2022,"IDU harm reduction measures","Solomon Islands",225.589954127733,225.589954127733,0
