"location_name","Code","Intervention","Incremental.cost","Deaths.avert","DALYS.avert","ICER"
"Algeria",5.5,"Salt policy",65697661.4011479,50626.2527966914,297557.636521758,220.789700338758
"Algeria",5.6,"Trans fat policy",24685602.6398201,16097.0144679284,94408.0511483478,261.477727159418
"Angola",1.1,"IDU harm reduction measures",6507128.12180198,331.134640252378,17542.3152482211,370.938957014915
"Angola",1.2,"Pulmonary rehabilitation",2784905.14152542,779.769945807246,7405.13400243503,376.077615963419
"Angola",2.1,"Depression chronic treatment",28146596.8892039,678.54197972663,54319.6706874142,518.165823411838
"Angola",2.11,"Bipolar disorder chronic treatment",237681423.918792,13.4134771149256,19509.6215077573,12182.7798568151
"Angola",2.12,"Schizophrenia chronic treatment",60276994.5256454,3.91719438719883,13596.0499191956,4433.41962436774
"Angola",2.13,"Epilepsy acute and chronic treatment",29056535.5317986,894.171558696973,151449.037745113,191.856851416253
"Angola",2.14,"Asthma/COPD chronic treatment",212760323.942921,1542.15384067221,24838.5011878544,8565.74727813919
"Angola",2.3,"Diabetes screening and treatment",1608366834.36755,19029.7220062882,247373.666627243,6501.77060596808
"Angola",2.4,"CVD primary prevention",332490262.698424,122641.958267104,669483.935546273,496.63665555638
"Angola",2.5,"Aspirin for suspected ACS",230032.585452178,330.269253486513,1803.56930043764,127.542970151665
"Angola",2.6,"CVD secondary prevention",331576456.011222,71265.2738491664,385040.430551252,861.147115217258
"Angola",2.7,"Heart failure chronic treatment",42530192.426246,61938.0352818663,389668.075126668,109.14466732339
"Angola",2.9,"Alcohol use screening/brief intervention",101768621.988932,1154.62651872262,28282.3596770677,3598.30732481099
"Angola",3.1,"Medical management of ACS",51317646.3836283,13033.168896959,98783.9694031902,519.493665760418
"Angola",3.2,"Heart failure acute treatment",139174062.983955,78322.023495737,641578.105481386,216.924582985154
"Angola",3.3,"Cervical cancer screening and treatment",114884097.395008,17946.057869182,165957.848968837,692.248652949105
"Angola",3.4,"Asthma/COPD acute treatment",245579566.099769,9473.45282151829,161653.355816878,1519.17394389241
"Angola",3.6,"Management of bowel obstruction",154858393.087849,10576.3781553193,129571.592564915,1195.15697864303
"Angola",3.7,"Management of appendicitis",14514481.7558923,737.409583245622,15175.5988129886,956.435520914636
"Angola",3.8,"Repair of hernias",643806749.422599,7796.49134581084,150596.592963035,4275.04192993679
"Angola",3.9,"Repair of gastrointestinal perforations",2183404.31594474,163.597897551852,1558.37280106308,1401.07958407339
"Angola",4.1,"PCI for ACS",39656187.768408,1072.54429064641,9078.13963889337,4368.31656548986
"Angola",4.2,"Management of acute ventilatory failure",6910378.64718587,72.3641691292141,1091.85459262573,6329.02832836699
"Angola",4.3,"Treatment of early-stage breast cancer",894083.912648189,959.739156066513,8732.10762569009,102.390390839638
"Angola",4.4,"Treatment of early-stage colorectal cancer",6253098.27079223,506.471980609058,3810.57615330626,1640.98498999074
"Angola",5.1,"Tobacco tax",0,0,0,NA
"Angola",5.2,"Alcohol tax",1265464.28708607,3003.16862768771,26685.5201386088,47.4213836010336
"Angola",5.3,"Tobacco policy",1262047.15870889,8240.22885223551,61033.3250970665,20.6780010216017
"Angola",5.4,"Alcohol policy",1161764.84395543,6597.56240806064,58611.3116490144,19.8215124567164
"Angola",5.5,"Salt policy",41263697.4114899,3004.24493103041,23946.4294771739,1723.16701539255
"Angola",5.6,"Trans fat policy",20676980.8430585,2919.71745843855,23210.200780503,890.857474202789
"Argentina",1.1,"IDU harm reduction measures",14926424.7308845,753.013916154952,80648.9505426653,185.078970407533
"Argentina",1.2,"Pulmonary rehabilitation",47835463.8915969,2287.94279189929,19810.9609697414,2414.59583735788
"Argentina",2.1,"Depression chronic treatment",26350461.8092757,843.923941217956,89325.1462488182,294.994891313983
"Argentina",2.11,"Bipolar disorder chronic treatment",1758568846.186,18.8164531921211,34099.6912252066,51571.4008837141
"Argentina",2.12,"Schizophrenia chronic treatment",400006769.897958,5.75527815239911,24240.9405619823,16501.289167191
"Argentina",2.13,"Epilepsy acute and chronic treatment",45211647.282672,1270.33386034697,146919.953344391,307.729796079451
"Argentina",2.14,"Asthma/COPD chronic treatment",1018300346.49165,256.889616697539,20872.2392426457,48787.3071333471
"Argentina",2.3,"Diabetes screening and treatment",11622047653.2073,14823.58912473,210678.143197763,55164.9424890635
"Argentina",2.4,"CVD primary prevention",1357756537.81076,122432.369226649,776579.098066207,1748.38151218822
"Argentina",2.5,"Aspirin for suspected ACS",1740926.1016807,309.518806173452,2013.07076317405,864.811179779763
"Argentina",2.6,"CVD secondary prevention",1322356806.9918,71685.1364753887,473161.133136872,2794.72829525344
"Argentina",2.7,"Heart failure chronic treatment",264801547.860898,144307.300316078,751473.733989455,352.376318537586
"Argentina",2.9,"Alcohol use screening/brief intervention",480705460.171172,1139.81131486453,32776.9043664802,14665.9811065859
"Argentina",3.1,"Medical management of ACS",278657363.363396,15840.312155044,133096.4310837,2093.65015346022
"Argentina",3.2,"Heart failure acute treatment",1382849818.14799,183238.01655886,1105608.13539687,1250.75944529985
"Argentina",3.3,"Cervical cancer screening and treatment",462700393.30246,18855.4104777143,229294.807278823,2017.92791905582
"Argentina",3.4,"Asthma/COPD acute treatment",1928120214.80505,16730.2924787401,268752.284488484,7174.33981435672
"Argentina",3.6,"Management of bowel obstruction",674884872.614537,88790.6654028441,839705.637743335,803.716019375854
"Argentina",3.7,"Management of appendicitis",28187829.1205113,1146.24231170768,12395.5438930137,2274.02922887462
"Argentina",3.8,"Repair of hernias",2399635451.53466,47679.1107431026,1078033.73892717,2225.93724564012
"Argentina",3.9,"Repair of gastrointestinal perforations",4331436.25698655,233.73693026225,1230.75620877299,3519.32919461346
"Argentina",4.1,"PCI for ACS",129667290.845675,1047.0268541663,11795.2421253026,10993.1860209566
"Argentina",4.2,"Management of acute ventilatory failure",25371218.7475382,203.019101302525,2547.81566041919,9958.02763193781
"Argentina",4.3,"Treatment of early-stage breast cancer",14140360.665772,1698.583177304,18621.7660217465,759.345845569046
"Argentina",4.4,"Treatment of early-stage colorectal cancer",128477408.34337,2396.2643739474,22412.9996579217,5732.27190934974
"Argentina",5.1,"Tobacco tax",0,0,0,NA
"Argentina",5.2,"Alcohol tax",3174888.9462085,5165.8612042126,42105.8694009142,75.402526806383
"Argentina",5.3,"Tobacco policy",2533851.54077749,19020.2342529004,150631.213429846,16.8215569873079
"Argentina",5.4,"Alcohol policy",2914917.57379137,11620.6654578228,94681.7400514303,30.7864808167658
"Argentina",5.5,"Salt policy",49512998.547721,4044.78282288432,33430.9965530054,1481.05063123731
"Argentina",5.6,"Trans fat policy",24250815.1395556,1090.83405041288,9656.37754711246,2511.37810439146
"Armenia",1.1,"IDU harm reduction measures",832003.010293398,38.6878155744672,11674.7144359023,71.2653842508391
"Armenia",1.2,"Pulmonary rehabilitation",1187226.60197515,65.2896931120342,817.015683556042,1453.12584062985
"Armenia",2.1,"Depression chronic treatment",1254386.47432413,12.2360253342387,999.927969677653,1254.47683469491
"Armenia",2.11,"Bipolar disorder chronic treatment",26203044.3468753,0.245196698714039,355.580441139235,73690.9045472919
"Armenia",2.12,"Schizophrenia chronic treatment",13372498.286735,0.104949802388319,319.966056922493,41793.4902700453
"Armenia",2.13,"Epilepsy acute and chronic treatment",3790362.5920261,8.68424649993528,3168.46985399892,1196.27541579488
"Armenia",2.14,"Asthma/COPD chronic treatment",13428639.2457716,43.278280305602,2539.52106675775,5287.86290515644
"Armenia",2.3,"Diabetes screening and treatment",426108482.173605,1138.38080968633,11659.7657204833,36545.2010262125
"Armenia",2.4,"CVD primary prevention",50357260.4450755,20627.5256169767,138126.327046073,364.573948515106
"Armenia",2.5,"Aspirin for suspected ACS",57927.5835151144,91.3290702874577,593.300515719983,97.6361590463443
"Armenia",2.6,"CVD secondary prevention",182172103.493049,18107.292218635,117031.82751717,1556.60308274962
"Armenia",2.7,"Heart failure chronic treatment",7392421.88349123,32266.6452944146,121443.088160981,60.8714912922179
"Armenia",2.9,"Alcohol use screening/brief intervention",15799769.0754449,12.3161531462956,276.687997898826,57103.1963635167
"Armenia",3.1,"Medical management of ACS",64481798.2194574,7558.49673707968,49915.4951035563,1291.81926545417
"Armenia",3.2,"Heart failure acute treatment",96095166.0520035,51690.8250808822,219374.688783165,438.041264400316
"Armenia",3.3,"Cervical cancer screening and treatment",17404304.2884751,107.473070614772,1414.97269997225,12300.09899754
"Armenia",3.4,"Asthma/COPD acute treatment",40109981.6420122,168149.639645728,87900.5362847929,456.311000334038
"Armenia",3.6,"Management of bowel obstruction",17513704.1401227,1897.48373904361,3938.14199019192,4447.19976672787
"Armenia",3.7,"Management of appendicitis",709556.724353862,-4.72614946915098,312.882741494988,2267.80397334644
"Armenia",3.8,"Repair of hernias",90330880.3039324,431.098234292116,13670.9815841732,6607.49045324645
"Armenia",3.9,"Repair of gastrointestinal perforations",385122.265216564,80.1993982163762,554.598785947066,694.415990397285
"Armenia",4.1,"PCI for ACS",39358718.2190018,519.607302684745,4700.83883136586,8372.70104994554
"Armenia",4.2,"Management of acute ventilatory failure",1254565.21441185,2311.27966406278,1072.72182312741,1169.5158869373
"Armenia",4.3,"Treatment of early-stage breast cancer",619688.645474767,79.539687327415,869.986537123172,712.296821884075
"Armenia",4.4,"Treatment of early-stage colorectal cancer",4162946.12410767,288.228783205335,1792.80877327879,2322.02462758716
"Armenia",5.1,"Tobacco tax",373735.04242338,481683.310154957,376677.36420097,0.992188748097907
"Armenia",5.2,"Alcohol tax",112111.840517218,501.960963313547,3998.6040437858,28.0377449953942
"Armenia",5.3,"Tobacco policy",223816.011915372,114378.923457126,86654.4621100288,2.58285616765105
"Armenia",5.4,"Alcohol policy",0,0,0,NA
"Armenia",5.5,"Salt policy",6803594.7167253,3263.76201109458,34172.3124236361,199.096702394054
"Armenia",5.6,"Trans fat policy",820335.334619266,316.799793210897,3215.10829435589,255.150140995052
"Azerbaijan",1.1,"IDU harm reduction measures",2087765.07685288,35.4349819084891,2184.68951940876,955.634683237686
"Azerbaijan",1.2,"Pulmonary rehabilitation",3875731.77926752,429.158723892352,3588.38742822912,1080.07617816792
"Azerbaijan",2.1,"Depression chronic treatment",3779777.10075337,75.1109907106975,8915.36857226816,423.961956268485
"Azerbaijan",2.11,"Bipolar disorder chronic treatment",104171641.022272,1.66811539361061,3400.65222147291,30632.8416544613
"Azerbaijan",2.12,"Schizophrenia chronic treatment",42954227.9061171,0.513283456892168,2375.60192450136,18081.4081109709
"Azerbaijan",2.13,"Epilepsy acute and chronic treatment",9002604.77613671,345.327692586988,38236.8999630298,235.442851926832
"Azerbaijan",2.14,"Asthma/COPD chronic treatment",45814761.6836459,358.116908822439,10934.656747942,4189.86738584808
"Azerbaijan",2.3,"Diabetes screening and treatment",1434675001.28255,9615.30411670676,126648.62035778,11327.9954983293
"Azerbaijan",2.4,"CVD primary prevention",181675886.011407,139548.258304572,666498.235829803,272.582696014516
"Azerbaijan",2.5,"Aspirin for suspected ACS",204198.497979048,508.302685920455,2425.96376584477,84.1721137199022
"Azerbaijan",2.6,"CVD secondary prevention",645528428.784595,116364.230596009,539729.713460181,1196.02166174277
"Azerbaijan",2.7,"Heart failure chronic treatment",31442588.8031719,55782.5014209276,325355.178150912,96.6408126093745
"Azerbaijan",2.9,"Alcohol use screening/brief intervention",87578578.7835286,539.993530865666,26221.47139166,3339.95668951605
"Azerbaijan",3.1,"Medical management of ACS",163582453.77994,24279.7551319182,148426.481976878,1102.11096834743
"Azerbaijan",3.2,"Heart failure acute treatment",190625938.381608,67176.6059660363,488524.742443568,390.207336128176
"Azerbaijan",3.3,"Cervical cancer screening and treatment",56121491.2157438,2012.67296652326,23146.4474135865,2424.62656203567
"Azerbaijan",3.4,"Asthma/COPD acute treatment",88194597.5746968,4187.7259988123,83233.5511627121,1059.60392585301
"Azerbaijan",3.6,"Management of bowel obstruction",48943969.8084493,453.453792866598,7261.85995068728,6739.86694053734
"Azerbaijan",3.7,"Management of appendicitis",2803923.36431374,61.120692110107,1977.2954645025,1418.05987757081
"Azerbaijan",3.8,"Repair of hernias",278429144.865692,2023.21537809607,178334.016077739,1561.27894716575
"Azerbaijan",3.9,"Repair of gastrointestinal perforations",930121.430818955,38.4418632628303,370.289862815425,2511.87387023496
"Azerbaijan",4.1,"PCI for ACS",96600992.61349,1534.07743210419,13083.2017797047,7383.58960138811
"Azerbaijan",4.2,"Management of acute ventilatory failure",2592711.86724596,40.5148490903612,571.621728829079,4535.71258139
"Azerbaijan",4.3,"Treatment of early-stage breast cancer",1136247.98665125,416.142068594387,4396.49458284671,258.444077489465
"Azerbaijan",4.4,"Treatment of early-stage colorectal cancer",9573416.70326226,330.242748919038,2893.52243658238,3308.56833257173
"Azerbaijan",5.1,"Tobacco tax",1462730.42291158,99434.2604574612,597277.722640789,2.44899544627967
"Azerbaijan",5.2,"Alcohol tax",439996.22077995,1397.32098369045,12989.0428001233,33.8744145777835
"Azerbaijan",5.3,"Tobacco policy",702409.815340318,14073.3318938574,86811.9930954019,8.09116102850451
"Azerbaijan",5.4,"Alcohol policy",403986.235906837,3126.53034972412,29053.3921505994,13.9049593180982
"Azerbaijan",5.5,"Salt policy",13384670.4532463,14263.2732775596,95071.4141465344,140.785435594935
"Azerbaijan",5.6,"Trans fat policy",6470118.54937799,24726.9786198627,157668.297751297,41.0362681760149
"Bangladesh",1.1,"IDU harm reduction measures",36326311.329714,5604.67375391287,532883.894554688,68.1692798392239
"Bangladesh",1.2,"Pulmonary rehabilitation",32330548.3602924,15245.969362132,109219.122679505,296.015455600792
"Bangladesh",2.1,"Depression chronic treatment",91199849.3518767,1473.99807422184,141527.216019021,644.397960457438
"Bangladesh",2.11,"Bipolar disorder chronic treatment",647741007.219208,32.0165305005066,52052.9033123984,12443.8977655435
"Bangladesh",2.12,"Schizophrenia chronic treatment",443228823.423026,13.8733824634692,46512.0021242054,9529.34303364172
"Bangladesh",2.13,"Epilepsy acute and chronic treatment",84036988.1244483,6563.85565277669,436035.43554012,192.729721657487
"Bangladesh",2.14,"Asthma/COPD chronic treatment",461696843.298992,9292.32903170239,89416.7769712772,5163.42524230436
"Bangladesh",2.3,"Diabetes screening and treatment",8940877790.0861,133393.743870461,998435.310076865,8954.88941531703
"Bangladesh",2.4,"CVD primary prevention",1742688129.53856,1481878.50985135,8089546.91488622,215.424689154309
"Bangladesh",2.5,"Aspirin for suspected ACS",1410576.62158781,4557.19974271321,24732.6033741802,57.0330830219187
"Bangladesh",2.6,"CVD secondary prevention",4206284655.67002,1030950.9864783,5530635.58463001,760.542724485329
"Bangladesh",2.7,"Heart failure chronic treatment",152716959.908973,489816.638045122,2667397.78505722,57.2531629007471
"Bangladesh",2.9,"Alcohol use screening/brief intervention",447097241.212486,1971.86446087036,141759.959726403,3153.90355693797
"Bangladesh",3.1,"Medical management of ACS",1405125901.98484,429457.969781326,2246642.73128126,625.433622542869
"Bangladesh",3.2,"Heart failure acute treatment",1229069067.67291,1135193.58682167,5851127.94182308,210.056775359104
"Bangladesh",3.3,"Cervical cancer screening and treatment",570617786.323176,41508.4762368377,453257.921887512,1258.92512578035
"Bangladesh",3.4,"Asthma/COPD acute treatment",1273398172.56202,245935.076788582,1802165.66457996,706.593293607566
"Bangladesh",3.6,"Management of bowel obstruction",1384135962.15028,38485.8225915082,335319.707634213,4127.80976076773
"Bangladesh",3.7,"Management of appendicitis",197335198.319412,5554.95168722641,114341.700600115,1725.83753157169
"Bangladesh",3.8,"Repair of hernias",2734682764.22793,17465.5892412839,696493.73002495,3926.35661505519
"Bangladesh",3.9,"Repair of gastrointestinal perforations",11376065.1748624,279.117178339133,3997.09279484086,2846.08483184222
"Bangladesh",4.1,"PCI for ACS",1048917452.71156,36955.6792336757,225515.108849013,4651.20699923405
"Bangladesh",4.2,"Management of acute ventilatory failure",69214293.6146863,2994.38828916744,20810.8604627954,3325.87370610764
"Bangladesh",4.3,"Treatment of early-stage breast cancer",6864931.00148589,5912.46849436585,51671.9626954311,132.856014042851
"Bangladesh",4.4,"Treatment of early-stage colorectal cancer",32930621.6302649,5651.83671535875,43497.4474022324,757.070209792928
"Bangladesh",5.1,"Tobacco tax",0,0,0,NA
"Bangladesh",5.2,"Alcohol tax",1954843.06409579,16347.0811272678,147759.889520055,13.2298627891872
"Bangladesh",5.3,"Tobacco policy",1560320.38257541,116849.059247998,753742.45648421,2.07009751030006
"Bangladesh",5.4,"Alcohol policy",0,0,0,NA
"Bangladesh",5.5,"Salt policy",127566295.590154,380770.224802332,2644560.45520281,48.2372393261741
"Bangladesh",5.6,"Trans fat policy",47925842.4731523,156369.250407343,1074944.18711954,44.5844938252804
"Belarus",1.1,"IDU harm reduction measures",6758955.09047064,322.99307431588,8368.9361176541,807.624170557684
"Belarus",1.2,"Pulmonary rehabilitation",4652162.58404293,295.676529977184,2977.13313093774,1562.63169278479
"Belarus",2.1,"Depression chronic treatment",6721574.0360295,121.415062724071,11375.1491689182,590.899858649389
"Belarus",2.11,"Bipolar disorder chronic treatment",119073413.580754,2.88963508833686,4521.54340207097,26334.6833132721
"Belarus",2.12,"Schizophrenia chronic treatment",48634302.3420423,0.939818944883768,3569.90180013385,13623.4286165011
"Belarus",2.13,"Epilepsy acute and chronic treatment",7589367.03646917,84.1304245358255,8238.7401123081,921.180536467121
"Belarus",2.14,"Asthma/COPD chronic treatment",70191019.7372819,30.259971824177,2931.02947738412,23947.5652765956
"Belarus",2.3,"Diabetes screening and treatment",1012802535.80705,4971.76474423655,41358.1761192686,24488.5686662374
"Belarus",2.4,"CVD primary prevention",206050793.697447,125958.450299916,503213.391480494,409.470012495551
"Belarus",2.5,"Aspirin for suspected ACS",267504.165396149,444.201461242593,1768.1771716411,151.288100359236
"Belarus",2.6,"CVD secondary prevention",860834661.940601,108924.199940565,414947.367961676,2074.56349505055
"Belarus",2.7,"Heart failure chronic treatment",20448136.4895502,41906.0952343923,208623.020495374,98.0147657770279
"Belarus",2.9,"Alcohol use screening/brief intervention",106399146.726317,3846.75676449414,43379.6758159275,2452.74185952425
"Belarus",3.1,"Medical management of ACS",223385633.260764,24819.6472183143,120297.090196524,1856.94959783174
"Belarus",3.2,"Heart failure acute treatment",291177121.912082,54064.2398762188,315374.765841166,923.273366959009
"Belarus",3.3,"Cervical cancer screening and treatment",67997029.1722637,914.80808785424,12381.0960189168,5492.0040251988
