"","unique_id","NCD","sub_id","Intervention","Epi1","Measure1","StartAge1","StopAge1","Sex1","Adjustment1","Cost.adjustment","Ancilary","HS","Traded","Unit cost","Original.Unit.Cost","Original.Currency","Year","Country","calc_ICER","Platform","ID","country","year","n","cpi_study","cpi_end","cpi_adjust","global_inflation","exchange","exchange_end","gni","gni_selected_country","gni_adjust","tradable_ratio","tradable_uc","nontradable_uc","adjusted_uc","pin_sum","year_id","total_cost","senario","Class","Region"
"11","2.3_b",2.3,"b","Diabetes screening and treatment","Diabetes mellitus type 1","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,0.3,88.452,72,"Yuan",2016,"India","yes","HC",11,"China",2016,58,117.220567,128.1094436,1.09289220209965,1.1071693838465,6.6444778294468,6.90076726944925,10610,1900,0.179076343072573,0.3,3.59920814019415,1.4293832869086,6.31882741546878,1116696.50205154,2023,7056212.47192136,"Baseline","LMIC","South Asia"
"12","2.3_c",2.3,"c","Diabetes screening and treatment","Diabetes mellitus type 2","Prevalence",0,"95+","Both",0.8,1.17,1,1.17,0.36,176.67,151,"USD",2014,"India","yes","HC",12,"Rwanda",2014,56,123.2363676,165.9473204,1.34657750493451,1.1493994728889,681.861718947266,943.278048166667,780,1900,2.43589743589744,0.36,62.4813553462405,229.141554989023,314.723376502405,21803733.8593983,2023,6862144740.58964,"Baseline","LMIC","South Asia"
"13","2.3_d",2.3,"d","Diabetes screening and treatment","Diabetes mellitus type 1","Prevalence",0,"95+","Both",1,1.17,1,1.17,0.36,176.67,151,"USD",2014,"India","yes","HC",13,"Rwanda",2014,56,123.2363676,165.9473204,1.34657750493451,1.1493994728889,681.861718947266,943.278048166667,780,1900,2.43589743589744,0.36,62.4813553462405,229.141554989023,314.723376502405,1116696.50205154,2023,351450493.654086,"Baseline","LMIC","South Asia"
"14","2.3_e",2.3,"e","Diabetes screening and treatment","Chronic kidney disease due to diabetes mellitus type 1","Prevalence",0,"95+","Both",1,1.17,1,1.17,0.36,176.67,151,"USD",2014,"India","yes","HC",14,"Rwanda",2014,56,123.2363676,165.9473204,1.34657750493451,1.1493994728889,681.861718947266,943.278048166667,780,1900,2.43589743589744,0.36,62.4813553462405,229.141554989023,314.723376502405,0,2023,0,"Baseline","LMIC","South Asia"
"15","2.3_f",2.3,"f","Diabetes screening and treatment","Chronic kidney disease due to diabetes mellitus type 2","Prevalence",0,"95+","Both",1,1.17,1,1.17,0.36,176.67,151,"USD",2014,"India","yes","HC",15,"Rwanda",2014,56,123.2363676,165.9473204,1.34657750493451,1.1493994728889,681.861718947266,943.278048166667,780,1900,2.43589743589744,0.36,62.4813553462405,229.141554989023,314.723376502405,0,2023,0,"Baseline","LMIC","South Asia"
"16","2.4_a",2.4,"a","CVD primary prevention","All","Population",30,"95+","Both",1,1.17,1,1.17,0.3,1.17,1,"USD",2012,"India","yes","C",16,"South Africa",2012,54,111.0282807,164.0515915,1.47756580995134,1.22346699737307,8.20996862659331,16.4591053903333,5410,1900,0.351201478743068,0.3,0.36704009921192,0.181190941009896,0.641430317059524,207966779.572935,2023,133396197.359316,"Baseline","LMIC","South Asia"
"17","2.4_b",2.4,"b","CVD primary prevention","All","Population",30,"95+","Both",0.05,1.25658,1.074,1.17,0.15,22.56755,18.37,"USD",2012,"India","yes","HC",17,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,1900,1.75925925925926,0.15,3.37126331126148,27.871074951236,39.2584974138891,10398338.9786467,2023,408223163.901946,"Baseline","LMIC","South Asia"
"18","2.4_c",2.4,"c","CVD primary prevention","All","Population",30,"95+","Both",0.05,1.25658,1.074,1.17,1,23.37836,19.03,"USD",2016,"India","yes","HC",18,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,1900,0.788729906446629,1,21.069433374599,0,26.4754285898536,10398338.9786467,2023,275300481.082253,"Baseline","LMIC","South Asia"
"19","2.4_d",2.4,"d","CVD primary prevention","All","Population",30,"95+","Both",0.014,1.25658,1.074,1.17,0.15,35.60193,28.98,"USD",2012,"India","yes","HC",19,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,1900,1.75925925925926,0.15,5.31841103758072,43.9686310335776,61.9331113257761,2911534.91402109,2023,180320415.958952,"Baseline","LMIC","South Asia"
"20","2.4_e",2.4,"e","CVD primary prevention","All","Population",30,"95+","Both",0.014,1.25658,1.074,1.17,1,23.37836,19.03,"USD",2016,"India","yes","HC",20,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,1900,0.788729906446629,1,21.069433374599,0,26.4754285898536,2911534.91402109,2023,77084134.7030307,"Baseline","LMIC","South Asia"
"21","2.5_a",2.5,"a","Aspirin for suspected ACS","All","Population",40,"95+","Both",0.005,1.25658,1.074,1.17,0.02,1.339065,1.09,"USD",2016,"India","yes","HC",21,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,1900,0.788729906446629,0.02,0.0241362925678538,0.871385465339789,1.12529473055159,706029.647696686,2023,794491.442166273,"Baseline","LMIC","South Asia"
"22","2.6_a",2.6,"a","CVD secondary prevention","Ischemic heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"India","yes","HC",22,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,1900,1.75925925925926,0.15,6.74252662252297,55.742149902472,78.5169948277782,12424755.0059092,2023,975554424.535383,"Baseline","LMIC","South Asia"
"23","2.6_b",2.6,"b","CVD secondary prevention","Ischemic stroke","Prevalence",30,"95+","Both",0.5,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"India","yes","HC",23,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,1900,1.75925925925926,0.15,6.74252662252297,55.742149902472,78.5169948277782,897419.097461603,2023,70462650.6337421,"Baseline","LMIC","South Asia"
"24","2.6_c",2.6,"c","CVD secondary prevention","Ischemic heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,1,74.65595,60.77,"USD",2016,"India","yes","HC",24,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,1900,0.788729906446629,1,67.282683456352,0,84.5460743775828,12424755.0059092,2023,1050464260.85284,"Baseline","LMIC","South Asia"
"25","2.6_d",2.6,"d","CVD secondary prevention","Ischemic stroke","Prevalence",30,"95+","Both",0.5,1.25658,1.074,1.17,1,74.65595,60.77,"USD",2016,"India","yes","HC",25,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,1900,0.788729906446629,1,67.282683456352,0,84.5460743775828,897419.097461603,2023,75873261.7618519,"Baseline","LMIC","South Asia"
"26","2.6_e",2.6,"e","CVD secondary prevention","Ischemic heart disease","Incidence",30,"95+","Both",0.25,1.48824,1.272,1.17,0.3,61.53858,47.13,"USD",2014,"India","yes","FLH",26,"Brazil",2014,56,126.9273466,172.7742913,1.36120620124899,1.1493994728889,2.35295196276669,3.19138944630048,7850,1900,0.24203821656051,0.3,16.2513591471761,8.01376493415648,36.1123282628024,393339.339094009,2023,14204399.3320366,"Baseline","LMIC","South Asia"
"27","2.6_f",2.6,"f","CVD secondary prevention","Ischemic stroke","Incidence",30,"95+","Both",1,1.48824,1.272,1.17,0.3,504.4388,386.33,"R",2007,"India","yes","FLH",27,"Brazil",2007,49,85.88900587,172.7742913,2.01159961685327,1.55793241574265,1.94705833333333,3.19138944630048,7850,1900,0.24203821656051,0.3,92.7362092655111,41.2574287189511,199.414691793996,152618.010129001,2023,30434273.4520877,"Baseline","LMIC","South Asia"
"28","2.6_g",2.6,"g","CVD secondary prevention","Intracerebral hemorrhage","Incidence",30,"95+","Both",1,1.48824,1.272,1.17,0.3,504.4388,386.33,"R",2007,"India","yes","FLH",28,"Brazil",2007,49,85.88900587,172.7742913,2.01159961685327,1.55793241574265,1.94705833333333,3.19138944630048,7850,1900,0.24203821656051,0.3,92.7362092655111,41.2574287189511,199.414691793996,198006.741790091,2023,39485453.3872043,"Baseline","LMIC","South Asia"
"29","2.7_a",2.7,"a","Heart failure chronic treatment","Heart failure due to ischemic heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,1,18.21866,14.83,"USD",2016,"India","yes","HC",29,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,1900,0.788729906446629,1,16.4193219624436,0,20.6321915915674,546684.541756006,2023,11279300.2056582,"Baseline","LMIC","South Asia"
"30","2.7_b",2.7,"b","Heart failure chronic treatment","Heart failure due to ischemic heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,0.3,8.1081,6.6,"USD",2017,"India","yes","HC",30,"Brazil",2017,59,155.6687862,172.7742913,1.10988397557121,1.09027001955141,3.19138944630048,3.19138944630048,7850,1900,0.24203821656051,0.3,2.1587346387118,1.2410906417279,4.27215245089492,546684.541756006,2023,2335519.70492929,"Baseline","LMIC","South Asia"
"31","2.7_c",2.7,"c","Heart failure chronic treatment","Heart failure due to myocarditis","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,0.3,8.1081,6.6,"USD",2017,"India","yes","HC",31,"Brazil",2017,59,155.6687862,172.7742913,1.10988397557121,1.09027001955141,3.19138944630048,3.19138944630048,7850,1900,0.24203821656051,0.3,2.1587346387118,1.2410906417279,4.27215245089492,3095.18398946604,2023,13223.0978665681,"Baseline","LMIC","South Asia"
"32","2.7_d",2.7,"d","Heart failure chronic treatment","Hypertensive heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,0.3,8.1081,6.6,"USD",2017,"India","yes","HC",32,"Brazil",2017,59,155.6687862,172.7742913,1.10988397557121,1.09027001955141,3.19138944630048,3.19138944630048,7850,1900,0.24203821656051,0.3,2.1587346387118,1.2410906417279,4.27215245089492,336648.924237476,2023,1438215.52677227,"Baseline","LMIC","South Asia"
"33","2.7_e",2.7,"e","Heart failure chronic treatment","Alcoholic cardiomyopathy","Prevalence",15,"95+","Both",1,1.25658,1.074,1.17,0.3,8.1081,6.6,"USD",2017,"India","yes","HC",33,"Brazil",2017,59,155.6687862,172.7742913,1.10988397557121,1.09027001955141,3.19138944630048,3.19138944630048,7850,1900,0.24203821656051,0.3,2.1587346387118,1.2410906417279,4.27215245089492,2743.36180286976,2023,11720.0598498215,"Baseline","LMIC","South Asia"
"34","2.7_f",2.7,"f","Heart failure chronic treatment","Other cardiomyopathy","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,0.3,8.1081,6.6,"USD",2017,"India","yes","HC",34,"Brazil",2017,59,155.6687862,172.7742913,1.10988397557121,1.09027001955141,3.19138944630048,3.19138944630048,7850,1900,0.24203821656051,0.3,2.1587346387118,1.2410906417279,4.27215245089492,3846.17854238168,2023,16431.4610864153,"Baseline","LMIC","South Asia"
"35","2.7_g",2.7,"g","Heart failure chronic treatment","Heart failure due to myocarditis","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"India","yes","HC",35,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,1900,1.75925925925926,0.15,6.74252662252297,55.742149902472,78.5169948277782,3095.18398946604,2023,243024.545291927,"Baseline","LMIC","South Asia"
"36","2.7_h",2.7,"h","Heart failure chronic treatment","Hypertensive heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"India","yes","HC",36,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,1900,1.75925925925926,0.15,6.74252662252297,55.742149902472,78.5169948277782,336648.924237476,2023,26432661.843131,"Baseline","LMIC","South Asia"
"37","2.7_i",2.7,"i","Heart failure chronic treatment","Alcoholic cardiomyopathy","Prevalence",15,"95+","Both",1,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"India","yes","HC",37,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,1900,1.75925925925926,0.15,6.74252662252297,55.742149902472,78.5169948277782,2743.36180286976,2023,215400.524486649,"Baseline","LMIC","South Asia"
"38","2.7_j",2.7,"j","Heart failure chronic treatment","Other cardiomyopathy","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,0.15,45.13509,36.74,"USD",2012,"India","yes","HC",38,"Tanzania",2012,54,130.7227573,193.5971559,1.48097515611385,1.22346699737307,1571.69799856913,2294.14615050509,1080,1900,1.75925925925926,0.15,6.74252662252297,55.742149902472,78.5169948277782,3846.17854238168,2023,301990.380718894,"Baseline","LMIC","South Asia"
"39","2.7_k",2.7,"k","Heart failure chronic treatment","Heart failure due to myocarditis","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,1,68.12033,55.45,"USD",2012,"India","yes","HC",39,"LIC+LMIC+UMIC",2012,54,113.3816395,141.5122414,1.24810544303339,1.22346699737307,NA,NA,2408.93617,1900,0.788729906446629,1,67.8412450043365,0,85.2479516475492,3095.18398946604,2023,263858.095074269,"Baseline","LMIC","South Asia"
"40","2.7_l",2.7,"l","Heart failure chronic treatment","Hypertensive heart disease","Prevalence",30,"95+","Both",1,1.25658,1.074,1.17,1,68.12033,55.45,"USD",2012,"India","yes","HC",40,"LIC+LMIC+UMIC",2012,54,113.3816395,141.5122414,1.24810544303339,1.22346699737307,NA,NA,2408.93617,1900,0.788729906446629,1,67.8412450043365,0,85.2479516475492,336648.924237476,2023,28698631.2155958,"Baseline","LMIC","South Asia"
"41","2.7_m",2.7,"m","Heart failure chronic treatment","Alcoholic cardiomyopathy","Prevalence",15,"95+","Both",1,1.25658,1.074,1.17,1,68.12033,55.45,"USD",2016,"India","yes","HC",41,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,1900,0.788729906446629,1,61.3925423342886,0,77.1446408464204,2743.36180286976,2023,211635.660994176,"Baseline","LMIC","South Asia"
"42","2.7_n",2.7,"n","Heart failure chronic treatment","Other cardiomyopathy","Prevalence",0,"95+","Both",1,1.25658,1.074,1.17,1,68.12033,55.45,"USD",2016,"India","yes","HC",42,"LIC+LMIC+UMIC",2016,58,136.8247238,141.5122414,1.0342592878671,1.1071693838465,NA,NA,2408.93617,1900,0.788729906446629,1,61.3925423342886,0,77.1446408464204,3846.17854238168,2023,296712.062283243,"Baseline","LMIC","South Asia"
"43","2.9_a",2.9,"a","Alcohol use screening/brief intervention","Alcohol use disorders","Prevalence",10,"95+","Both",1,1.2285,1.05,1.17,0.3,68.42,68.42,"USD",2008,"India","yes","HC",43,"South Africa",2008,50,89.58703112,164.0515915,1.83119799204258,1.48633892297772,8.26122333333333,16.4591053903333,5410,1900,0.351201478743068,0.3,30.5085927330407,15.4600497121128,56.4724772438711,172843.195313778,2023,9760883.4141153,"Baseline","LMIC","South Asia"
"44","3.1_a",3.1,"a","Medical management of ACS","Ischemic heart disease","Incidence",30,"95+","Both",1,1.17,1,1.17,0.3,1619.046,1383.8,"R",2005,"India","yes","FLH",44,"Brazil",2005,47,79.54366733,172.7742913,2.17206846376868,1.69145781711249,2.43439003623188,3.19138944630048,7850,1900,0.24203821656051,0.3,288.44671057025,159.569181034366,524.178593177402,1629991.2444224,2023,854406517.392818,"Baseline","LMIC","South Asia"
"45","3.2_a",3.2,"a","Heart failure acute treatment","Heart failure due to ischemic heart disease","Prevalence",30,"95+","Both",0.5,1.17,1,1.17,0.3,4719.335,4033.62,"R",2002,"India","yes","FLH",45,"Brazil",2002,44,60.86758058,172.7742913,2.83852733513726,1.85541500350336,2.92036301775519,3.19138944630048,7850,1900,0.24203821656051,0.3,768.812543604664,607.841352091692,1610.68505796474,283181.380540224,2023,456116018.329964,"Baseline","LMIC","South Asia"
"46","3.2_b",3.2,"b","Heart failure acute treatment","Heart failure due to myocarditis","Prevalence",0,"95+","Both",0.5,1.17,1,1.17,0.3,4719.335,4033.62,"R",2002,"India","yes","FLH",46,"Brazil",2002,44,60.86758058,172.7742913,2.83852733513726,1.85541500350336,2.92036301775519,3.19138944630048,7850,1900,0.24203821656051,0.3,768.812543604664,607.841352091692,1610.68505796474,1603.29844401231,2023,2582408.84722875,"Baseline","LMIC","South Asia"
"47","3.2_c",3.2,"c","Heart failure acute treatment","Hypertensive heart disease","Prevalence",30,"95+","Both",0.5,1.17,1,1.17,0.3,4719.335,4033.62,"R",2002,"India","yes","FLH",47,"Brazil",2002,44,60.86758058,172.7742913,2.83852733513726,1.85541500350336,2.92036301775519,3.19138944630048,7850,1900,0.24203821656051,0.3,768.812543604664,607.841352091692,1610.68505796474,174383.396349074,2023,280876730.856596,"Baseline","LMIC","South Asia"
"48","3.2_d",3.2,"d","Heart failure acute treatment","Alcoholic cardiomyopathy","Prevalence",15,"95+","Both",0.5,1.17,1,1.17,0.3,4719.335,4033.62,"R",2002,"India","yes","FLH",48,"Brazil",2002,44,60.86758058,172.7742913,2.83852733513726,1.85541500350336,2.92036301775519,3.19138944630048,7850,1900,0.24203821656051,0.3,768.812543604664,607.841352091692,1610.68505796474,1421.05533140299,2023,2288872.58883193,"Baseline","LMIC","South Asia"
"49","3.2_e",3.2,"e","Heart failure acute treatment","Other cardiomyopathy","Prevalence",0,"95+","Both",0.5,1.17,1,1.17,0.3,4719.335,4033.62,"R",2002,"India","yes","FLH",49,"Brazil",2002,44,60.86758058,172.7742913,2.83852733513726,1.85541500350336,2.92036301775519,3.19138944630048,7850,1900,0.24203821656051,0.3,768.812543604664,607.841352091692,1610.68505796474,1992.31195734439,2023,3208987.10049908,"Baseline","LMIC","South Asia"
"50","3.3_a",3.3,"a","Cervical cancer screening and treatment","Cervical cancer","Incidence",20,"80","Female",0.236,1.48824,1.272,1.17,0.3,210.234,161.01,"USD",2013,"India","yes","FLH",50,"LMIC",2013,55,126.8915701,165.9771882,1.30802375657577,1.17952580797398,48.43805901,68.38946709,2408.93617,1900,0.788729906446629,0.3,56.9746351025672,116.277270938039,257.840416645872,2782.71162479821,2023,717495.524743282,"Baseline","LMIC","South Asia"
"51","3.3_b",3.3,"b","Cervical cancer screening and treatment","All","Population",20,"80","Female",0.2,1.2285,1.05,1.17,0.3,11.80589,9.61,"USD",2013,"India","yes","HC",51,"LMIC",2013,55,126.8915701,165.9771882,1.30802375657577,1.17952580797398,48.43805901,68.38946709,2408.93617,1900,0.788729906446629,0.3,3.40057290438898,6.9400942408208,12.7035095878902,11620240.2734636,2023,147617833.727533,"Baseline","LMIC","South Asia"
"52","3.4_a",3.4,"a","Asthma/COPD acute treatment","Chronic obstructive pulmonary disease","Prevalence",30,"95+","Both",0.0855,1.48824,1.272,1.17,0.3,254.6154,195,"USD",2005,"India","yes","FLH",52,"Vietnam",2005,47,59.92582917,168.7837215,2.81654378150009,1.69145781711249,15858.9166666667,23208.3683333333,2660,1900,0.714285714285714,0.3,98.9502823010806,187.650631726261,426.530944292051,1035845.53481218,2023,441820174.104145,"Baseline","LMIC","South Asia"
"53","3.4_b",3.4,"b","Asthma/COPD acute treatment","Asthma","Prevalence",0,"95+","Both",0.13095,1.48824,1.272,1.17,0.3,254.6154,195,"USD",2005,"India","yes","FLH",53,"Vietnam",2005,47,59.92582917,168.7837215,2.81654378150009,1.69145781711249,15858.9166666667,23208.3683333333,2660,1900,0.714285714285714,0.3,98.9502823010806,187.650631726261,426.530944292051,1476186.4459275,2023,629639198.732585,"Baseline","LMIC","South Asia"
"54","3.6_a",3.6,"a","Management of bowel obstruction","Paralytic ileus and intestinal obstruction","Incidence",0,"95+","Both",1,1.48824,1.272,1.17,0.3,179,179,"USD",2012,"India","yes","FLH",54,"LIC",2012,54,127.4426303,168.3279499,1.32081352608429,1.22346699737307,510.5271359,555.7178304,840.5635121,1900,2.26038838546915,0.3,65.7001777589336,374.089609682556,654.512753261923,36111.7800161318,2023,23635620.5635473,"Baseline","LMIC","South Asia"
"55","3.6_b",3.6,"b","Management of bowel obstruction","Colon and rectum cancer","Incidence",0,"95+","Both",0.264,1.48824,1.272,1.17,0.3,179,179,"USD",2012,"India","yes","FLH",55,"LIC",2012,54,127.4426303,168.3279499,1.32081352608429,1.22346699737307,510.5271359,555.7178304,840.5635121,1900,2.26038838546915,0.3,65.7001777589336,374.089609682556,654.512753261923,833.434669131066,2023,545493.619956914,"Baseline","LMIC","South Asia"
"56","3.7_a",3.7,"a","Management of appendicitis","Appendicitis","Prevalence",0,"95+","Both",0.773,1.48824,1.272,1.17,0.3,384,384,"USD",2020,"India","yes","FLH",56,"Colombia",2020,62,144.508836,144.508836,1,1.01936941266942,3694.85407196453,3694.85407196453,5780,1900,0.328719723183391,0.3,117.431356339517,88.3598615916955,306.266722173948,2462.84276467994,2023,754286.780768349,"Baseline","LMIC","South Asia"
"57","3.7_a",3.7,"a","Management of appendicitis","Appendicitis","Prevalence",0,"95+","Both",0.227,1.48824,1.272,1.17,0.3,392,392,"USD",2020,"India","yes","FLH",57,"Colombia",2020,62,144.508836,144.508836,1,1.01936941266942,3694.85407196453,3694.85407196453,5780,1900,0.328719723183391,0.3,119.877842929924,90.2006920415225,312.647278885906,2462.84276467994,2023,770001.088701023,"Baseline","LMIC","South Asia"
"58","3.8_a",3.8,"a","Repair of hernias","Inguinal, femoral, and abdominal hernia","Prevalence",0,"95+","Both",1,1.48824,1.272,1.17,0.3,179,179,"USD",2012,"India","yes","FLH",58,"LIC",2012,54,127.4426303,168.3279499,1.32081352608429,1.22346699737307,510.5271359,555.7178304,840.5635121,1900,2.26038838546915,0.3,65.7001777589336,374.089609682556,654.512753261923,225967.721840729,2023,147898755.7703,"Baseline","LMIC","South Asia"
"59","3.9_a",3.9,"a","Repair of gastrointestinal perforations","Peptic ulcer disease","Incidence",0,"95+","Both",0.045,1.48824,1.272,1.17,0.3,179,179,"USD",2012,"India","yes","FLH",59,"LIC",2012,54,127.4426303,168.3279499,1.32081352608429,1.22346699737307,510.5271359,555.7178304,840.5635121,1900,2.26038838546915,0.3,65.7001777589336,374.089609682556,654.512753261923,1449.86431423252,2023,948954.68416454,"Baseline","LMIC","South Asia"
